device_id,device_fingerprint,device_type,operating_system,browser,first_seen,last_seen,associated_customers_count,device_risk_score,is_blacklisted,created_at
DEV-A484D1521F79,fp-e50dd79276c94c31,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,23.73,FALSE,2024-06-01 00:00:00
DEV-4733F8455211,fp-180b3b6d52b84cca,Mobile,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,9.68,FALSE,2024-06-01 00:00:00
DEV-7A61158E2E26,fp-d9e4edbe99004cb2,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.68,FALSE,2024-06-01 00:00:00
DEV-EB1A56E215D2,fp-fbdab333f2084787,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,29.23,FALSE,2024-06-01 00:00:00
DEV-9AD352C8F21A,fp-72df7f4c29ee4003,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.86,FALSE,2024-06-01 00:00:00
DEV-8C4D07B8B10D,fp-cfa4e6a895a74df2,Tablet,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,1.07,FALSE,2024-06-01 00:00:00
DEV-6FDC2B50E360,fp-257a41ebed104002,Mobile,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,26.64,FALSE,2024-06-01 00:00:00
DEV-0440C2DB8319,fp-c8e398bd41984f6b,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,9.17,FALSE,2024-06-01 00:00:00
DEV-BB89DCF67B3D,fp-c5de930680a349f9,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,3.81,FALSE,2024-06-01 00:00:00
DEV-A51F15F3845C,fp-6b90527cb47f48f0,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,22.33,FALSE,2024-06-01 00:00:00
DEV-1AEC5C45F7FC,fp-756fa8e531c546bc,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.55,FALSE,2024-06-01 00:00:00
DEV-FE4DFBC2EF97,fp-0796ab6e71af47a4,Desktop,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.61,FALSE,2024-06-01 00:00:00
DEV-F1DB13CC3D11,fp-7ad3f35a090b4f87,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.07,FALSE,2024-06-01 00:00:00
DEV-450ECD11E9C8,fp-f8b3f42f1b2143dc,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.12,FALSE,2024-06-01 00:00:00
DEV-50077C59CF87,fp-f120e821b3684cbd,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,16.15,FALSE,2024-06-01 00:00:00
DEV-DD891765C2F2,fp-5637608a0b4a4a50,Tablet,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.2,FALSE,2024-06-01 00:00:00
DEV-47DCF2F2D067,fp-69d21be378564c0c,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.65,FALSE,2024-06-01 00:00:00
DEV-2ACD1D195103,fp-434d139b96b64f50,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,28.9,FALSE,2024-06-01 00:00:00
DEV-804DBE2DA5F4,fp-91e0569a51a34a5f,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,10.0,FALSE,2024-06-01 00:00:00
DEV-FFCE5B76741A,fp-49fc8c94d05b412d,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.85,FALSE,2024-06-01 00:00:00
DEV-221948490921,fp-02c84a02a68141ea,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.62,FALSE,2024-06-01 00:00:00
DEV-1176B7AFCC7E,fp-df65cde002a34b86,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,35.71,FALSE,2024-06-01 00:00:00
DEV-76884FDF8A9A,fp-29237836d3974a71,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,33.5,FALSE,2024-06-01 00:00:00
DEV-F8110CF4519F,fp-3da8b8b22d104f10,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.21,FALSE,2024-06-01 00:00:00
DEV-FE2EF2C0921B,fp-4285ab8d527b4730,Desktop,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.47,FALSE,2024-06-01 00:00:00
DEV-EFB2EBA22023,fp-26d4fefeaf764839,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.53,FALSE,2024-06-01 00:00:00
DEV-A744BFEDD189,fp-c1d1ffb7f819428f,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.6,FALSE,2024-06-01 00:00:00
DEV-6952F52DFE18,fp-6e7d76c9dfc44976,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,5.85,FALSE,2024-06-01 00:00:00
DEV-D275DF128CD4,fp-aff8830409944711,Desktop,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.51,FALSE,2024-06-01 00:00:00
DEV-ED0ED096D6D5,fp-1f228c6d2d4a47a3,Tablet,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,28.78,FALSE,2024-06-01 00:00:00
DEV-409CF8F33405,fp-fa968a6448194422,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.64,FALSE,2024-06-01 00:00:00
DEV-D0588DFCB8CC,fp-318e449d4a3842ea,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,7.61,FALSE,2024-06-01 00:00:00
DEV-DE725BC65531,fp-3bcc6d6a8127412d,Mobile,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,10.78,FALSE,2024-06-01 00:00:00
DEV-B6712474109F,fp-62f4e705ea66459e,Mobile,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,14.13,FALSE,2024-06-01 00:00:00
DEV-D1F83087E4C5,fp-9da3fcdc8a7644d4,Mobile,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.19,FALSE,2024-06-01 00:00:00
DEV-D7532E36E0B9,fp-79b8c90c1eae49f7,Tablet,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.76,FALSE,2024-06-01 00:00:00
DEV-2131EB9323B3,fp-b0276dcd5fc44a9a,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.97,FALSE,2024-06-01 00:00:00
DEV-14F72807F36A,fp-39861c9793a14315,Desktop,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,35.46,FALSE,2024-06-01 00:00:00
DEV-F5C184DA89D3,fp-8fa8a99c2b364517,Tablet,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,22.92,FALSE,2024-06-01 00:00:00
DEV-5216E03345F8,fp-8f78d3e73f1d43e0,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.35,FALSE,2024-06-01 00:00:00
DEV-A6260C930126,fp-8e04ffe48e564488,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.94,FALSE,2024-06-01 00:00:00
DEV-17B8ABB7CCDE,fp-c1acd8458ad84e38,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,35.57,FALSE,2024-06-01 00:00:00
DEV-087FFE3840B3,fp-84661d9552764e72,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,10.81,FALSE,2024-06-01 00:00:00
DEV-51D75A720182,fp-23448c2149784e02,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.13,FALSE,2024-06-01 00:00:00
DEV-F43DBEA26D21,fp-98e599f3d8184cab,Mobile,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.74,FALSE,2024-06-01 00:00:00
DEV-0DA9DAA8233D,fp-2fdcba54ed7f4775,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,39.52,FALSE,2024-06-01 00:00:00
DEV-4F7C156AF079,fp-7cf79a33dc314e11,Desktop,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,25.65,FALSE,2024-06-01 00:00:00
DEV-43E895D91FFB,fp-f61157e3261948b1,Tablet,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.71,FALSE,2024-06-01 00:00:00
DEV-C8932E1DFDCE,fp-d24235d8b2b04dfa,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,29.88,FALSE,2024-06-01 00:00:00
DEV-B161B4D13014,fp-fcceaf7f70524f89,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.92,FALSE,2024-06-01 00:00:00
DEV-D8CB31E43AEA,fp-d48a7d86f8104d2c,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,44.13,FALSE,2024-06-01 00:00:00
DEV-53D3A33A4523,fp-b44264dba2504357,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.17,FALSE,2024-06-01 00:00:00
DEV-434C1EA614F4,fp-04a2373ae3774855,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.25,FALSE,2024-06-01 00:00:00
DEV-92BBEE956E6B,fp-ed897f61f3b4478d,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,39.42,FALSE,2024-06-01 00:00:00
DEV-183D43E34E9E,fp-2da5b4c7b0dc4f16,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.94,FALSE,2024-06-01 00:00:00
DEV-7FB6BDB3EEBE,fp-d3a2e4df0a9f477a,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.08,FALSE,2024-06-01 00:00:00
DEV-247F9CFB6D14,fp-1f6041085f314aca,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.66,FALSE,2024-06-01 00:00:00
DEV-D3CAC4F441B7,fp-694b84f608064203,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,44.76,FALSE,2024-06-01 00:00:00
DEV-B1935237C50F,fp-daec864d02a44c0d,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,10.21,FALSE,2024-06-01 00:00:00
DEV-FA60A0AADD8C,fp-02be9f32dba741ed,Desktop,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,43.35,FALSE,2024-06-01 00:00:00
DEV-C2A2C8612481,fp-31d6a62435b949f5,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,9.8,FALSE,2024-06-01 00:00:00
DEV-6CBB9D70A856,fp-575b806db7a04067,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,35.47,FALSE,2024-06-01 00:00:00
DEV-06BCFC89EA26,fp-126073d4ac334f39,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.76,FALSE,2024-06-01 00:00:00
DEV-7F703F79D854,fp-d8cd89fa3fd94f19,Desktop,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,26.82,FALSE,2024-06-01 00:00:00
DEV-B80ACB65449B,fp-47488233aa4749b9,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.92,FALSE,2024-06-01 00:00:00
DEV-F6D1591170FD,fp-c72e2a5b1e0842df,Tablet,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,14.94,FALSE,2024-06-01 00:00:00
DEV-C99C48D2D2BE,fp-f84f37f74fb943bb,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.69,FALSE,2024-06-01 00:00:00
DEV-2ED934673395,fp-e7b3b77185c84ba7,Mobile,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,14.42,FALSE,2024-06-01 00:00:00
DEV-81B3ACF67FE0,fp-2597c840616c445f,Tablet,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,13.79,FALSE,2024-06-01 00:00:00
DEV-2FC8E3F71D93,fp-fd88f86f1cfb4052,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,39.97,FALSE,2024-06-01 00:00:00
DEV-604D18B7669C,fp-24d4e6d95f724700,Mobile,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,43.22,FALSE,2024-06-01 00:00:00
DEV-EA22AD048603,fp-bf2dab8e7d634f55,Desktop,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,44.67,FALSE,2024-06-01 00:00:00
DEV-8D5C34FBCAD2,fp-01a30f63df3f436a,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,14.63,FALSE,2024-06-01 00:00:00
DEV-0028975DE69C,fp-856605d9789c4593,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.04,FALSE,2024-06-01 00:00:00
DEV-D60EC463462F,fp-0d22c2e98c9c430f,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,30.28,FALSE,2024-06-01 00:00:00
DEV-CCE36EEEA44C,fp-b7867432f57b4d0d,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.02,FALSE,2024-06-01 00:00:00
DEV-2B1E170C5ADA,fp-fca54bc228d34302,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.69,FALSE,2024-06-01 00:00:00
DEV-E015F889BD49,fp-6d1d16fc89b44757,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,33.58,FALSE,2024-06-01 00:00:00
DEV-90541531C8CE,fp-debe1e9904454764,Mobile,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.01,FALSE,2024-06-01 00:00:00
DEV-DB7F1C6F712C,fp-4c7485f39af84db1,Desktop,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.64,FALSE,2024-06-01 00:00:00
DEV-7F3824F9094D,fp-ab5a933c1e1648e5,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,27.48,FALSE,2024-06-01 00:00:00
DEV-05598343A0EF,fp-77e63e84c7d6426b,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,13.91,FALSE,2024-06-01 00:00:00
DEV-5EAF5C71090B,fp-479d394b436b4924,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,26.64,FALSE,2024-06-01 00:00:00
DEV-CAD87396C3D6,fp-0b408566ebb24e83,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,19.99,FALSE,2024-06-01 00:00:00
DEV-AFC01EC4DECA,fp-74b62223f7c84761,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,16.9,FALSE,2024-06-01 00:00:00
DEV-F99C9DD497CC,fp-0628221849d54683,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,30.39,FALSE,2024-06-01 00:00:00
DEV-51B6CB96B8B8,fp-43bccc49fcc1432f,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.23,FALSE,2024-06-01 00:00:00
DEV-F3D856DB9A87,fp-eec8fb2c58954a0c,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,10.76,FALSE,2024-06-01 00:00:00
DEV-B59CD6418DA1,fp-2e19c2cdb55c42b7,Desktop,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,7.22,FALSE,2024-06-01 00:00:00
DEV-8A82F9A65B25,fp-564571d7bfe9485b,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,24.35,FALSE,2024-06-01 00:00:00
DEV-33F5A352FF31,fp-78a1ec0c80fb4792,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.25,FALSE,2024-06-01 00:00:00
DEV-5843D0AC5C01,fp-53bf83fdd501456a,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.5,FALSE,2024-06-01 00:00:00
DEV-CF38EBFD920C,fp-aab837f6301d4862,Tablet,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.15,FALSE,2024-06-01 00:00:00
DEV-86BF0B0D86EF,fp-942ac08640ca45a3,Tablet,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,27.14,FALSE,2024-06-01 00:00:00
DEV-8BA560790D1C,fp-1adf8ab86a9746bf,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.01,FALSE,2024-06-01 00:00:00
DEV-6A75F18A0D07,fp-583f7cca33954ec9,Desktop,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,14.75,FALSE,2024-06-01 00:00:00
DEV-3569627CEA7A,fp-13abc3e60ea04a10,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,23.63,FALSE,2024-06-01 00:00:00
DEV-B2190033F3DD,fp-a2373ed522b0416e,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,5.41,FALSE,2024-06-01 00:00:00
DEV-E6C0A54F857A,fp-0c0ba82d11e2482f,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,44.71,FALSE,2024-06-01 00:00:00
DEV-49C37EDDDC8B,fp-8348d60846154b34,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,26.54,FALSE,2024-06-01 00:00:00
DEV-5AEBF9F7792D,fp-ad84cd48897649f9,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,28.76,FALSE,2024-06-01 00:00:00
DEV-7F6D797C1547,fp-edaa4105bdf1448c,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.95,FALSE,2024-06-01 00:00:00
DEV-9F2F2DEF50E2,fp-e90c2854dae946dc,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,39.65,FALSE,2024-06-01 00:00:00
DEV-B898E786B03B,fp-a2fc39d25bbf4404,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.48,FALSE,2024-06-01 00:00:00
DEV-843B12840331,fp-275ae057cbd7432b,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.47,FALSE,2024-06-01 00:00:00
DEV-CE82ED4423E8,fp-00403aac799c4c7a,Mobile,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.33,FALSE,2024-06-01 00:00:00
DEV-FEE3C93A8349,fp-ebac0b241529417e,Mobile,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.58,FALSE,2024-06-01 00:00:00
DEV-B24A2F37D62E,fp-ca22bd4840a942ac,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.36,FALSE,2024-06-01 00:00:00
DEV-174A53CCA851,fp-5607d6f44fe94c35,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,24.13,FALSE,2024-06-01 00:00:00
DEV-92E40E19ADF8,fp-fa4b89191f044ac3,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.45,FALSE,2024-06-01 00:00:00
DEV-0A26AC129D56,fp-b6e308f0a4ec4f9e,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,40.15,FALSE,2024-06-01 00:00:00
DEV-CE4FF46AB4C2,fp-ccdb92cceef54c9a,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.68,FALSE,2024-06-01 00:00:00
DEV-9988F3E9CF2D,fp-7d4a9d77f40f4c8f,Tablet,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.93,FALSE,2024-06-01 00:00:00
DEV-B541E7457121,fp-2ed11e4675c445ca,Tablet,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,24.56,FALSE,2024-06-01 00:00:00
DEV-817E60FF6785,fp-14e24da0ce614976,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,37.06,FALSE,2024-06-01 00:00:00
DEV-B67350B6CA63,fp-13823137f22b4d88,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,27.58,FALSE,2024-06-01 00:00:00
DEV-6ADE1B9159EC,fp-79d10b5fff3c4ae4,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.18,FALSE,2024-06-01 00:00:00
DEV-90F4913CCBB3,fp-e1993951df0a46b7,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,17.27,FALSE,2024-06-01 00:00:00
DEV-335C20337412,fp-ce7d391856aa4f43,Desktop,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.96,FALSE,2024-06-01 00:00:00
DEV-FEE12F45F54F,fp-df8deafcd3d949c4,Desktop,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.61,FALSE,2024-06-01 00:00:00
DEV-A003EAE7217B,fp-def21abe733f40b2,Mobile,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.36,FALSE,2024-06-01 00:00:00
DEV-2387C5C7191C,fp-4f030eadb51e474f,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.2,FALSE,2024-06-01 00:00:00
DEV-C3E3D1648E9B,fp-70147724a321465e,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.24,FALSE,2024-06-01 00:00:00
DEV-CB7031FD5343,fp-7c3ed53f4e9c4750,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,19.64,FALSE,2024-06-01 00:00:00
DEV-0A5B874BA4AB,fp-04cb6894a8544636,Mobile,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.41,FALSE,2024-06-01 00:00:00
DEV-F30355D6F410,fp-384fbd6b3e7646a3,Mobile,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,23.67,FALSE,2024-06-01 00:00:00
DEV-C7594605CF22,fp-1476878547764464,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.39,FALSE,2024-06-01 00:00:00
DEV-F1BF9B665E99,fp-1dc38f45827c4bb9,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,25.91,FALSE,2024-06-01 00:00:00
DEV-26D13E84FAFF,fp-3e5ba78483b848e1,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,25.19,FALSE,2024-06-01 00:00:00
DEV-C79024CCD1A1,fp-9f37bf39e2a94cf1,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.93,FALSE,2024-06-01 00:00:00
DEV-86F86A8ADA51,fp-45e1e357a0c94f4a,Desktop,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,40.55,FALSE,2024-06-01 00:00:00
DEV-C0F146C088FE,fp-3cf438a4a3e0403f,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.75,FALSE,2024-06-01 00:00:00
DEV-1E3E9608DDB4,fp-0a985ffd865341c5,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,25.12,FALSE,2024-06-01 00:00:00
DEV-398D27EEE610,fp-1ca77dc6839f4038,Desktop,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.05,FALSE,2024-06-01 00:00:00
DEV-AFE2074B9A88,fp-0282aa2f889943ac,Desktop,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.88,FALSE,2024-06-01 00:00:00
DEV-3656D5B16268,fp-8771709bc05641d8,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.85,FALSE,2024-06-01 00:00:00
DEV-0F88C792A3B4,fp-369475a6c65345f9,Tablet,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,19.01,FALSE,2024-06-01 00:00:00
DEV-B588A2F87298,fp-28dfa886c67f43b3,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,30.88,FALSE,2024-06-01 00:00:00
DEV-402C2573E381,fp-cd1c6300750c4466,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.84,FALSE,2024-06-01 00:00:00
DEV-AC8D7E3868E4,fp-e87187783b1b4a20,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,12.82,FALSE,2024-06-01 00:00:00
DEV-74CB98DD87B2,fp-cb60140645e34b3e,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,23.27,FALSE,2024-06-01 00:00:00
DEV-6E11F0BFC508,fp-93c47588184e4c87,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,0.73,FALSE,2024-06-01 00:00:00
DEV-4160EA250614,fp-f184ac5f796049e3,Desktop,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,17.78,FALSE,2024-06-01 00:00:00
DEV-C7E1FB17A8A0,fp-3b2ee021b75b4326,Mobile,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,43.53,FALSE,2024-06-01 00:00:00
DEV-48C2D6B712E3,fp-397f70d56a554969,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,30.39,FALSE,2024-06-01 00:00:00
DEV-FDC8BF724352,fp-64094df3c4fd4eea,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,39.09,FALSE,2024-06-01 00:00:00
DEV-0829C305169F,fp-8d3b7293e8b441cd,Tablet,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,42.36,FALSE,2024-06-01 00:00:00
DEV-6650CA69EC69,fp-25739de08d0d4ecd,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.36,FALSE,2024-06-01 00:00:00
DEV-831EF3DCD786,fp-1e6c87d4711648fe,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.06,FALSE,2024-06-01 00:00:00
DEV-5B4203556312,fp-9e655da14c9e4252,Desktop,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,19.52,FALSE,2024-06-01 00:00:00
DEV-1A5D9AD1E537,fp-dbf3b4d545d84a41,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.3,FALSE,2024-06-01 00:00:00
DEV-290AC010E497,fp-1b2cb021a9b5483a,Tablet,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,3.12,FALSE,2024-06-01 00:00:00
