customer_beneficiary_id,customer_id,beneficiary_id,first_transaction_date,last_transaction_date,relationship_risk_score
CBEN_9f4371acac414a3c87f90118b6b91fe3,CUST_02296dabe7c34d0ba187b3892a6efee9,BENE_3642cc0624574bdea7fc19be47596875,2025-10-25 22:06:25.219737,2026-05-31 22:06:25.219737,18.01
CBEN_d8ff167b49c04a1096c6a07b316d02e1,CUST_5d281391dcec4b4eafcfa43d5feeafd5,BENE_f9d219f6d9e446179f241b9151ee4e36,2025-07-11 22:06:25.219737,2026-05-26 22:06:25.219737,26.32
CBEN_bea18e5f06f94c8d83cfdec1ac751aef,CUST_3b05b4caad9f4f4a90f7a28a919284e4,BENE_1a30780ab179437181bfa9655b8bb6e3,2026-02-27 22:06:25.219737,2026-04-18 22:06:25.219737,21.58
CBEN_fe01054111b94da380c2044bf4bbcd92,CUST_a2acbb5825ba4ddda356f515487fefc0,BENE_60ef4d961f0c459c82d8ef5d4afcb9e6,2025-10-31 22:06:25.219737,2026-05-08 22:06:25.219737,25.85
CBEN_2db2de0e6f5649f39cc080a4ad107a15,CUST_7ba3fe4d49054c1fa195934d0b16a2df,BENE_909df072692d4f858e0f05d86a95d2fa,2026-02-09 22:06:25.219737,2026-05-13 22:06:25.219737,14.14
CBEN_8a78c83342f64963a9bf68604d4b927d,CUST_006e1e361e3b42de9832c45fca7ce991,BENE_46a9234e676146edb2027260f12e12de,2025-11-19 22:06:25.219737,2026-04-24 22:06:25.219737,21.69
CBEN_f8e3e803fb7e45ec9131a2054339635e,CUST_e56db09314cd40d5a1db2e5b8b90c5d4,BENE_622ebcbbcf6d4327b747f9f4d19fc165,2025-07-28 22:06:25.219737,2026-05-22 22:06:25.219737,40.3
CBEN_117195041e8240dfa6079721c7a8ccfa,CUST_a15f827eac9a47aca4e24dcb79803f29,BENE_482eb1b680f84a6ca19628918568b31c,2026-02-15 22:06:25.219737,2026-04-17 22:06:25.219737,9.5
CBEN_b94b523fc3e142dd81de2b3053265ece,CUST_abddb640b9824954ae468ec3cb50a182,BENE_edd4123628844bdc8d89d19d5364a173,2025-05-28 22:06:25.219737,2026-06-05 22:06:25.219737,39.62
CBEN_42c9474599664499b62ab6c25a4ce62e,CUST_700aacee20504198b2f62e353928eb33,BENE_73963fcfc854486ea3de3dec955a8584,2026-02-18 22:06:25.219737,2026-04-20 22:06:25.219737,2.94
CBEN_6d7ba9f2a5f741c9b5e137e6b4ec1474,CUST_b66f400094d2467c83e56239b08458ae,BENE_eb4a946fc6404f45a20ce7998575ace2,2026-01-09 22:06:25.219737,2026-04-16 22:06:25.219737,30.2
CBEN_b1373597b9884b3ea0427878645fe419,CUST_ff043776d614443482a7f49e607b7a35,BENE_26cd59234db24c15a1d2076ed1630ecf,2026-02-18 22:06:25.219737,2026-05-18 22:06:25.219737,26.07
CBEN_49dba97c87644a15b79b6a3eca781306,CUST_5ae2191a93c642ceb7aa22f48fe53428,BENE_bbe9b82645cf4d8f89cd59d42277c562,2025-10-18 22:06:25.219737,2026-04-26 22:06:25.219737,6.04
CBEN_b8bfca1c3982446687476951c4b64409,CUST_a67fc90012404f66ab3718370f7cb7e2,BENE_33fce33e6728452fa90d916cff756142,2026-02-19 22:06:25.219737,2026-05-04 22:06:25.219737,18.38
CBEN_642a0558d7e74895870074672224678d,CUST_2c33c282b81e4c67a75bcf093086a3c1,BENE_cce853af7c074789bb53a295a800607c,2026-02-28 22:06:25.219737,2026-04-11 22:06:25.219737,6.04
CBEN_4ff3eb6eb0d947c39140433cc920d670,CUST_9ca310fdd59b417b9ea378c0a9cfc651,BENE_2f83ead60217438f90ca9f548cd0c585,2026-03-14 22:06:25.219737,2026-06-02 22:06:25.219737,14.26
CBEN_3ceab4e0cc0442f4b3228c08afcb033f,CUST_7bb744f8b3fa4c9382577b49d56cfb73,BENE_4e3c3122d12f47af8f7e368561a14b62,2026-03-18 22:06:25.219737,2026-05-31 22:06:25.219737,9.57
CBEN_974634c7f3c84610ab650e813d577811,CUST_fae9d93e93064e9cabefff042f9ab814,BENE_01ac487da7114154b7c481d550881250,2025-10-03 22:06:25.219737,2026-05-24 22:06:25.219737,44.5
CBEN_421a40349dcc42da992a24a6288d3d3e,CUST_9e2f2e0ce91842599c0909b3b190dac2,BENE_b6e24d73929b4b30b4fa3b18f0d8b3eb,2025-05-21 22:06:25.219737,2026-04-19 22:06:25.219737,29.6
CBEN_8081110954cc45d6b5a472c799b3aaf5,CUST_ab2278080e644c719723bc87b3bb6514,BENE_925493ad5148495db06006d1459fd4c1,2025-09-19 22:06:25.219737,2026-05-07 22:06:25.219737,8.15
CBEN_b4813ebbcb144c31857a796778465fbd,CUST_43e15ddc4db74bfd97c7f5c4efc0d43e,BENE_0f85e460371443b28dc37556f3cf41f2,2025-06-11 22:06:25.219737,2026-06-08 22:06:25.219737,4.87
CBEN_d2ef797a2e9845f09df8865ffa5c5346,CUST_c4f9d30bfd304e7aad4b7154db48975b,BENE_551a2d9233a9450b8074158d43109ebd,2025-11-23 22:06:25.219737,2026-06-05 22:06:25.219737,26.89
CBEN_4568faefe2db41a7a1cb06e1456ca0d8,CUST_01e2844dc3bb465494e8285ba2f163cd,BENE_c06b8c1ba5fe4764bff0dd65688dd17d,2026-01-29 22:06:25.219737,2026-04-25 22:06:25.219737,12.12
CBEN_2d9c136708be4350a1f7b5c26d2c0aa4,CUST_9fb73b7021794db4b0a121f57db55176,BENE_3a22b0b091144410af840e6f7f28af8a,2025-09-03 22:06:25.219737,2026-05-25 22:06:25.219737,40.61
CBEN_5f29d95e31f04eecba7075556c6c2b4b,CUST_62d574f95b554f11836a693eedf35a6f,BENE_8424f6dab8fd442da064f52210d92779,2025-09-18 22:06:25.219737,2026-05-08 22:06:25.219737,40.85
CBEN_f5ce79d3f0b444ec989e22c5921075a3,CUST_694de2bc54db45b9ad3d7c8d05df525e,BENE_1b4842629f86418c8c6e1cd1259dc91b,2025-09-20 22:06:25.219737,2026-06-05 22:06:25.219737,7.14
CBEN_81aeb2d305e74d499a6e44c8128826f6,CUST_52b2d7072f50419caa8e83a8c65cbe94,BENE_9918a47cb0554137a7fbdb0d7c5c4ab1,2026-02-21 22:06:25.219737,2026-05-14 22:06:25.219737,28.05
CBEN_a00a3b4466a24ff7965364faaa5bd43e,CUST_485a7e024a32455fa5bf30522090a777,BENE_3cd80a05c3164590af6f7cde6bf030d6,2026-01-08 22:06:25.219737,2026-05-10 22:06:25.219737,26.43
CBEN_311016d693024779a14f3e8c933245c5,CUST_1ec4d4757dbb48e293fafb4cbbd64ad4,BENE_b81cc2cefbbc4873bc9f1f26c30609aa,2025-05-21 22:06:25.219737,2026-05-04 22:06:25.219737,27.8
CBEN_8a746a88ecf94f0196184ed78cbf32ff,CUST_63f23f914fe6458db62625e5f928ebc3,BENE_cc92d8ffa42a40d6882ea410f9b69636,2025-08-14 22:06:25.219737,2026-05-07 22:06:25.219737,38.57
CBEN_75bae14e93ae43f692aa706162b7e411,CUST_84d0de14995a4028a1a7dcb79be10646,BENE_925493ad5148495db06006d1459fd4c1,2025-08-18 22:06:25.219737,2026-06-03 22:06:25.219737,27.26
CBEN_5b9a1b40036348b7bdf2a42eaa9d50e1,CUST_aeeccd37928b409ebff12d52ac5c9389,BENE_bbd361f8fe8141e699855528acb9cdf6,2025-05-30 22:06:25.219737,2026-05-27 22:06:25.219737,42.19
CBEN_f35aa81d30064e0fa54709109af931b4,CUST_2db8915ae17446ae9ed2c3b46100baef,BENE_b1fbf912544b44bdb42e227e366a798d,2025-07-12 22:06:25.219737,2026-05-25 22:06:25.219737,15.36
CBEN_096e22f80118447baae78ef86ffbb617,CUST_bf424012dbb7486089684d3a04c8295d,BENE_8c111d20da0046cd93ac30a7d2a4ed6b,2025-08-26 22:06:25.219737,2026-04-22 22:06:25.219737,2.29
CBEN_9d26f12a6b1e4de0b2fc32ce9102f0a2,CUST_9dd6a505be4c48b1a91e093096d85735,BENE_23d16092b9b84496b88292191e2d6ca5,2026-02-24 22:06:25.219737,2026-06-08 22:06:25.219737,32.42
CBEN_2b5111fa342249e1bccfdb60961c215d,CUST_2efaebd8199a49bea9c52b6faea091d8,BENE_ad9b3178334341eaa3cbf9b8cf942969,2025-12-01 22:06:25.219737,2026-05-09 22:06:25.219737,11.63
CBEN_19eb3f394bb843908d90628266ca0f58,CUST_bb69cca8ccf540f9923055f2892cb4e0,BENE_1e98e32d7b5a42188a42356ee0409505,2026-04-10 22:06:25.219737,2026-04-29 22:06:25.219737,27.74
CBEN_8713c1a295f74da990453c22157e1072,CUST_04117f720cc04febb6ac6e60c218ae32,BENE_daa175d4d3464f05a7ce6bd7ce863ba0,2026-01-06 22:06:25.219737,2026-05-06 22:06:25.219737,74.94
CBEN_6ae3c89354554e158dd0bf03729dcb10,CUST_6229d9c2ad644da7a9ea55f2bd92c397,BENE_b1346cf1ea864a85a424f7a736d581a1,2026-02-21 22:06:25.219737,2026-05-26 22:06:25.219737,5.69
CBEN_7ea16986f4d74dcbbf9548320b05215f,CUST_be8b9bb76769464ebf0297476a0d968c,BENE_128560c64f584b81a67999cb82825cdf,2026-03-01 22:06:25.219737,2026-04-25 22:06:25.219737,14.9
CBEN_792510479b0443058d7cf31cc255dc86,CUST_48b4e44a981046ac981028fb0e891d0c,BENE_c2302bcf72ec477bb4a096bb9fa1a831,2025-07-23 22:06:25.219737,2026-05-28 22:06:25.219737,15.55
CBEN_0c406cdf9a4e426c9784afe9ae1cd11a,CUST_9a2272bf482e40bfa42243d9e88ad027,BENE_720439290bd8401a955d944e6f4d7160,2026-02-22 22:06:25.219737,2026-04-16 22:06:25.219737,36.97
CBEN_304301faf5394af7babfeadea3d4f56a,CUST_7a5a8e0b7efe4c1db02f3e29eae9cb0a,BENE_daa175d4d3464f05a7ce6bd7ce863ba0,2025-12-12 22:06:25.219737,2026-06-07 22:06:25.219737,78.22
CBEN_aa588affa9b644be83f5b9a10e6a69ba,CUST_6665597d23f241b399fd866aa9df5b2f,BENE_0cade13963e14a4696abc9092f210f58,2025-11-10 22:06:25.219737,2026-05-20 22:06:25.219737,19.09
CBEN_f36e773d3d4f4f9a8812a837d2867d89,CUST_452226178e954be883bcd0c9edcb1d23,BENE_377e167eccf44c089627aaad90a2a70d,2025-08-16 22:06:25.219737,2026-05-05 22:06:25.219737,31.34
CBEN_2138776a03ba42f1bdd238e9667e2175,CUST_d4b7e27f99694640bda1d23ff6d9ac08,BENE_8c5a747a9b204439b74a4f9b7ac1116f,2025-11-10 22:06:25.219737,2026-05-30 22:06:25.219737,39.82
CBEN_48009c7f01004f19a87f80563f3b6a4c,CUST_ae450afc438e41b990d55bd129022760,BENE_a781dd905df542f984ea786590a90155,2025-06-26 22:06:25.219737,2026-05-13 22:06:25.219737,11.05
CBEN_812bf4defabf4f72b79cc5b73a333041,CUST_339033378667456e80e36d63e6f159c9,BENE_5c4e951154a7459589743f068d744644,2025-06-18 22:06:25.219737,2026-04-16 22:06:25.219737,37.53
CBEN_75d384f003fb490ab95dd54840e35c43,CUST_0d14943865394b1cbe1c8fd18925bb70,BENE_3d0f5a809d2c4575918cdad5f44127e9,2026-03-31 22:06:25.219737,2026-06-03 22:06:25.219737,29.54
CBEN_284c4df15cec480da11b042c1d2494b2,CUST_21d3ba8f79a64a1294e58e09839d8d68,BENE_4642e39d450d4096b1295c71337e0635,2025-09-08 22:06:25.219737,2026-05-06 22:06:25.219737,36.0
CBEN_53409ab643244f25af7f074142cfe8a4,CUST_8ceab55b9a274b7fa9d1b7a9ced13451,BENE_fdc7c041536c4dbaac7322d56c2367ab,2025-06-03 22:06:25.219737,2026-05-25 22:06:25.219737,12.34
CBEN_d371e0a2f1564f25b9b191c82b654493,CUST_8b9be1b855374823b94ef5e6a3586bbd,BENE_1fab32eb123d4590952f2717db1862a7,2025-10-08 22:06:25.219737,2026-06-08 22:06:25.219737,3.06
CBEN_8162ced11ab840cdbf058de94820f57b,CUST_8789b598602c4fcb9e248664d498f56c,BENE_0f46ffaa8bb8406f93bc4edaf60fd021,2026-02-16 22:06:25.219737,2026-04-30 22:06:25.219737,18.2
CBEN_6b572a58dd4a4ad9877fffb5b75889ac,CUST_04117f720cc04febb6ac6e60c218ae32,BENE_4649428a35de4839832ffcc8edbe56dc,2026-02-25 22:06:25.219737,2026-05-27 22:06:25.219737,31.48
CBEN_e3b19187a8b54d75a95a5f10321ea4a8,CUST_f398dbd4374a40d4b861ed770add3390,BENE_ad7f6e685eb84bb384ee6e8f2697b66c,2025-12-22 22:06:25.219737,2026-06-07 22:06:25.219737,22.16
CBEN_0865be2c54c1488f923eae27d25fba58,CUST_e3cbb61dbd354ac19c13b33290bc0247,BENE_5943b2605bec496db7b8f77dfc4a21fe,2025-09-23 22:06:25.219737,2026-04-15 22:06:25.219737,19.51
CBEN_f3439381d9b04224ac8dae155e4d1b9e,CUST_73ecc933ff65455881c6212b614ff2f2,BENE_1447134f64d74abc818754504d094c1f,2025-08-09 22:06:25.219737,2026-06-08 22:06:25.219737,19.35
CBEN_b21375975c074199b12cac2836190af2,CUST_864e00e058ac4b1aa331b2a9709c96eb,BENE_92089818a4e743b780adf847bb78908c,2026-02-15 22:06:25.219737,2026-05-15 22:06:25.219737,34.26
CBEN_ec7412e223ec4f0a8aa967ef0a17907d,CUST_2fdb446158da4b309d2fd15ef4103297,BENE_bf22f429bb2d4c48bddb0dea4a75b35f,2025-09-17 22:06:25.219737,2026-05-04 22:06:25.219737,36.69
CBEN_3d0999f48b5e47efaf3ba00460c69dfd,CUST_26cbb334512244899e7bb14740466459,BENE_2b84dd2d5daa47b9a5543d570e184baa,2025-09-11 22:06:25.219737,2026-05-20 22:06:25.219737,39.81
CBEN_77eba02a69ef4c3dbab2c2e980439f48,CUST_f61c7f6692c44703bc651e3c0862e732,BENE_d402be1a3542423489a8265bde112cc7,2025-07-09 22:06:25.219737,2026-04-26 22:06:25.219737,45.58
CBEN_78dd21940e5c4b3b962eb835b4b50de0,CUST_8e5cd5d2e5bf4ee6aff6e85311aa3697,BENE_709009dc48394cbf854d90d77345b5c8,2025-05-17 22:06:25.219737,2026-06-07 22:06:25.219737,46.56
CBEN_f9109c59ef7c4fb289650acd3821d7ee,CUST_7b5b96ff98f44cc78af87a3ed12241a6,BENE_84b2551790cf4208b8ef8785a8a7f510,2025-07-17 22:06:25.219737,2026-05-08 22:06:25.219737,6.32
CBEN_049a4199004946da99d615f9f48bd77d,CUST_48b0a4fef47c4053823aa187bcc0be5c,BENE_2e11422bcfe548c4902f0bf49a355bd2,2025-11-03 22:06:25.219737,2026-04-20 22:06:25.219737,26.16
CBEN_5b11cc59d5674f0c97e9b87d17e0e8b0,CUST_e707ab12917b4c20a26cbf8cb48101e6,BENE_5684c11fa3094160baa917b32059a929,2026-03-05 22:06:25.219737,2026-05-07 22:06:25.219737,5.28
CBEN_52711ba1a1a24f1b8aaf4efdf421d0ec,CUST_62ad1ad7b8854a46abfca0bb7069ee8a,BENE_e69f9490b11a4e00b241285e5952ae11,2025-09-23 22:06:25.219737,2026-05-03 22:06:25.219737,19.66
CBEN_6a37d6d09e6b4e0ca97358ed3899b61c,CUST_622cb8084fa34cc5b7e7bc4c15628bcb,BENE_fe94dc048da64d51ae3a58d8c9cedffc,2026-01-29 22:06:25.219737,2026-05-25 22:06:25.219737,39.04
CBEN_00cb83f0f8784a2794bfcb38630b1eb5,CUST_1cd9ff7a308e42889ddb2e1acfc519f2,BENE_32ea62b952ce42ceb83a9f523ae17602,2025-12-01 22:06:25.219737,2026-04-12 22:06:25.219737,12.8
CBEN_04c7f265f46f43d9bd3d33e734e4c254,CUST_a09b0c655a4745f3b2ce46316b7cfff2,BENE_152f8a4fc0ca473d91aa6676eefc53f7,2025-10-25 22:06:25.219737,2026-05-16 22:06:25.219737,22.0
CBEN_0619082e31e54049bdeb51fcb1010eb0,CUST_23800a60a2e14b6bb23f7808e3fe4e91,BENE_90cef73f67e64dd58ba22af7e31c61b5,2025-11-03 22:06:25.219737,2026-05-08 22:06:25.219737,37.8
CBEN_975fe3987ae64c9b908f765fa23ba7e7,CUST_5d7b1e0572ae49aa8ae9cdeda421a1b6,BENE_0617ed8661574da38c2596760a19610e,2026-01-13 22:06:25.219737,2026-06-03 22:06:25.219737,39.54
CBEN_2fe270358b49433b9633016acce5d1ad,CUST_491272902fb7428a9f41f45fd0a557ed,BENE_7a13247d33504c32a86ee4331992cfb8,2025-06-22 22:06:25.219737,2026-05-13 22:06:25.219737,42.67
CBEN_a1d7afb17d324fe588cfb932c9c65618,CUST_12f78b75eb2b4c5babcd6a87f0a62d11,BENE_131c8e3104704c8a96a177e2e1005c19,2025-05-13 22:06:25.219737,2026-05-14 22:06:25.219737,7.64
CBEN_426b5374dcf446c5aa1c784dec553741,CUST_744e1b92f52d49388b0844b014ba6c08,BENE_3c96be8f0252433a87f97b4ee39ffa60,2025-06-16 22:06:25.219737,2026-06-04 22:06:25.219737,20.41
CBEN_b7411cea392945c7bf1d086f3586ad3a,CUST_315251d729344a5a964c0dcf9157c673,BENE_b324aee7d33c4435858199849fe9d763,2025-05-07 22:06:25.219737,2026-05-22 22:06:25.219737,29.21
CBEN_2ccd3c5c08b64bb99ac9042689159091,CUST_1ff016245b284146b8512c6545159f2c,BENE_7a13247d33504c32a86ee4331992cfb8,2025-11-11 22:06:25.219737,2026-06-01 22:06:25.219737,23.85
CBEN_fcf940c9e2e849dbb72e9428ab07def8,CUST_0f6ff43563b046d2a778007de4dfc428,BENE_36c8129b8c9c495e850878a3513cb931,2026-01-20 22:06:25.219737,2026-04-14 22:06:25.219737,9.69
CBEN_53dcd658ba5e4085b2b7a454748c6945,CUST_a7e3e2fbd6b548d798de568a63e4c159,BENE_a18e1dddd9b44fcd915f30fcadd1c169,2025-05-26 22:06:25.219737,2026-06-07 22:06:25.219737,3.13
CBEN_f6868eea06c84ca89ff7b566e863c6e5,CUST_f6f75dcfcf774e4381878d8b5fc6571e,BENE_f4918f5e395f45bbac376a3e9670ad33,2026-03-13 22:06:25.219737,2026-04-25 22:06:25.219737,40.09
CBEN_3433719959e1434abe9a5a36b4471615,CUST_02fa53936154478582d65705dcc4f2c3,BENE_e503d4b379c045fca6b22b686471a614,2025-09-06 22:06:25.219737,2026-04-17 22:06:25.219737,26.35
CBEN_284878884cc04eb09fd50efdb661d571,CUST_5d13fb11047b4c2c9051abcdc8e6dae0,BENE_1a423c75c3df40d6a5ab412805bebfdc,2025-09-30 22:06:25.219737,2026-05-24 22:06:25.219737,40.89
CBEN_ac73c04538754d3ba82ff61fdac85bcb,CUST_62ad1ad7b8854a46abfca0bb7069ee8a,BENE_ee168ed638444935afc70411db02d018,2026-02-01 22:06:25.219737,2026-06-02 22:06:25.219737,34.88
CBEN_b21fce95bf694b0aad90b39d67e3d1e3,CUST_a1b4366b9aec443999635f60a031b5a5,BENE_78731b24c85a40a9b2a2cdc5e08bcf79,2025-10-07 22:06:25.219737,2026-04-19 22:06:25.219737,27.74
CBEN_ac4f0899a46b4726827229c6f7de4685,CUST_41331d48d8494054a594f0ea763545ce,BENE_d317e67cce42457a819c542b4790b2e5,2025-12-21 22:06:25.219737,2026-04-16 22:06:25.219737,17.29
CBEN_0dcb190794aa456db74bd4dc14614200,CUST_073cd92559af400695cd2ef0034ec0cd,BENE_45b8780ab1964216a9051d947e3c8d33,2025-12-03 22:06:25.219737,2026-04-23 22:06:25.219737,35.98
CBEN_13c1b23cfeb94274bb007b772bfe55f0,CUST_73ecc933ff65455881c6212b614ff2f2,BENE_2fd3bc97dcca4b92b220e4a078174cc9,2025-05-10 22:06:25.219737,2026-06-05 22:06:25.219737,40.33
CBEN_b17399be2cbc498bb8d7a8172fd95390,CUST_5f7ea3202e3341ca8c4933a364747ebe,BENE_6fc47e9573634629822cd4b165d44b4c,2025-11-05 22:06:25.219737,2026-05-09 22:06:25.219737,1.97
CBEN_2729300dd982489091b2a7dfdcf72d0f,CUST_6229d9c2ad644da7a9ea55f2bd92c397,BENE_4144b397a13f4bdfaadae466b857826e,2025-10-05 22:06:25.219737,2026-04-25 22:06:25.219737,22.83
CBEN_da14c2b72e15429d97a1c70b0e349d1d,CUST_f67daefadad64e55a9d225e56de7cb81,BENE_cc6116803101449bacf4397db516439d,2026-01-19 22:06:25.219737,2026-04-16 22:06:25.219737,20.83
CBEN_40bb0575d8dc4fe4b7d408121f9cec66,CUST_e1dc0a7f84d44c83a36da1a5405be94d,BENE_3d947847aee643eb8ca2e2a89209d59f,2025-09-24 22:06:25.219737,2026-05-17 22:06:25.219737,19.2
CBEN_dc6329184d494d41ba457fd217d73217,CUST_8886412b54ee4978b5f638319d85c734,BENE_6fffcf6004af45b5b294ce8ef4d9cb5a,2025-11-19 22:06:25.219737,2026-06-02 22:06:25.219737,34.03
CBEN_127571a9d39e4cd08e96c754d6efb9cc,CUST_fc9e8af44fd4483eb892e8ced17da28f,BENE_0d9cf63ae91942bcbb5403097654479e,2025-10-31 22:06:25.219737,2026-05-14 22:06:25.219737,19.49
CBEN_c1c945e56e0c414a82c96773d668bdfd,CUST_c545117831a846e3891922e6387af4af,BENE_9a47bedc3e954d5b99e326cdf25809cd,2025-08-19 22:06:25.219737,2026-06-02 22:06:25.219737,16.76
CBEN_c7e80a8335e240ebade1df20d321e84d,CUST_53683191f5ee42e198ee7e14a810fc18,BENE_c16d58283e6c42158857ec63e3a4c957,2026-02-12 22:06:25.219737,2026-06-03 22:06:25.219737,41.11
CBEN_3422020269e74b72a2835b784587ba55,CUST_613db441686942d49cc5729aad77891b,BENE_ab8a36da126b4deea4320443bcb02d8f,2026-01-29 22:06:25.219737,2026-06-06 22:06:25.219737,46.86
CBEN_56b863a975b84ffb96286adff0ff7cfc,CUST_f34b4e44015f4ddd8a6634162ce63141,BENE_2fcbdbd48a614b27b01d0a713c4dd7bb,2026-04-01 22:06:25.219737,2026-06-02 22:06:25.219737,26.12
CBEN_c305a02227f241c596d189314bf9d8c8,CUST_8702ddb77f5d430c9cae7a4ebb544675,BENE_7662d6aab0e14ab2b529929381127595,2025-05-09 22:06:25.219737,2026-06-07 22:06:25.219737,34.63
CBEN_65d5152cc6c14e0ab70bb5599b522b0b,CUST_4666373900f54c6399d8c4735bd03766,BENE_b14a438cb9054abfb7ca96b238375a1b,2025-05-25 22:06:25.219737,2026-05-06 22:06:25.219737,38.4
CBEN_e4e634107fcd476d8ed8e610a0829ac4,CUST_21f28b598c6d49c3b29ef258e1c6663c,BENE_4ae778a01db14b5a9c3c11839c52be29,2026-01-02 22:06:25.219737,2026-04-21 22:06:25.219737,18.36
CBEN_a323f0620cd343bdabd86bb649a08a37,CUST_fd3255628ec147f3bb6355e9f56879d3,BENE_142cb1faab344a79a8f566a92b623c2f,2025-09-06 22:06:25.219737,2026-05-08 22:06:25.219737,31.56
CBEN_96b2625c2ce948cbb1d2d5b4e788b919,CUST_29c82e5d421a411a82335e019416bcd1,BENE_cc96a5db3bf3466d917b9dfaa007ce0f,2026-01-05 22:06:25.219737,2026-04-18 22:06:25.219737,47.41
CBEN_83de5eed32b940478badbf3755d2c155,CUST_c47fc8c846c641249b8baa660b409a07,BENE_72bffa38f0964ca39abdc21700e1d883,2025-09-13 22:06:25.219737,2026-05-28 22:06:25.219737,18.08
CBEN_6ad0ec8e1a7541fba956dd896ebbbf80,CUST_b3abd69172744f9d8641ecb056fe3723,BENE_948a212f813543c8b73418e700ed90dc,2025-10-19 22:06:25.219737,2026-05-31 22:06:25.219737,17.26
CBEN_b5c3ef2a1e5d416884c83345b77f5d4b,CUST_6b79514fe9dd4bf7ad7b9cc2a83e5660,BENE_58002faf12794cee82bb035235fa3446,2025-09-07 22:06:25.219737,2026-06-03 22:06:25.219737,17.47
CBEN_631bc8fffd2549fcbd34c3de8e7643d8,CUST_49b60b9feefa455a9b6c0f88d13b9ca8,BENE_2a639a9d306c41dcb568354524c9ac3f,2025-12-10 22:06:25.219737,2026-05-27 22:06:25.219737,17.36
CBEN_5621c389f2ca440d819de77416edf68d,CUST_ee34b4d17e80484886e0e17e15658d0c,BENE_b70f9dabdb084368a414e57512b3b748,2025-06-04 22:06:25.219737,2026-04-18 22:06:25.219737,31.4
CBEN_58304a5d9693487eb938663d1f113e41,CUST_fb9bd5814a4b4105a0be9376ac8163d3,BENE_e616366c51234173bf6d0dcf3ae3a6de,2025-05-15 22:06:25.219737,2026-05-23 22:06:25.219737,26.78
CBEN_fae65fb7a65549fca57d820f5984a1ef,CUST_87297b9854f44606b2bc1ea42285190a,BENE_d5dd5d04471a49c6ab7785760c3fad08,2025-07-20 22:06:25.219737,2026-05-13 22:06:25.219737,3.28
CBEN_0feffac60a1143c2aa5156a1ce83a325,CUST_0a9575dd0398495096bb40a6902561cc,BENE_0607856222114851ac01586a52f7d99f,2025-09-02 22:06:25.219737,2026-04-26 22:06:25.219737,38.0
CBEN_f5b0842bbc8f46ad85b52eaea4df744e,CUST_6c9a1ea02afe4bed9a486d92e734f182,BENE_fc1008b40202420784ea3535aac2d23c,2025-05-20 22:06:25.219737,2026-05-06 22:06:25.219737,37.02
CBEN_f1e2f8e21a1c4d2caeefba8cbefbda39,CUST_43c7f1aed53b4635aa0f4152c0669064,BENE_643780a0c21c4b868febe11242699c9f,2026-01-03 22:06:25.219737,2026-04-21 22:06:25.219737,0.5
CBEN_427162e4f24b4320ac1180bc949ea108,CUST_a888e26399684841a460782dcfdf4354,BENE_da99abe833cf43cc8f7135a1361508cb,2025-12-02 22:06:25.219737,2026-05-26 22:06:25.219737,14.01
CBEN_89352ae69a414773abc5e9a2b5ea53ae,CUST_91d4bfbdb76d4457b1a558d5eb71d270,BENE_5a1d31acea084156a3cdf0d26df956a4,2026-01-26 22:06:25.219737,2026-05-29 22:06:25.219737,29.63
CBEN_1f53debd21d74658bdf19b1992708d2f,CUST_34522a0faaf9439b82fadf7c701d0faf,BENE_37efb1b2c072430bb1f95cee24ecda14,2025-05-05 22:06:25.219737,2026-04-16 22:06:25.219737,24.8
CBEN_1b92bcfb4d494cb1b3c5d3b5c8f33b81,CUST_1b38fce149e64a389498f6026435e610,BENE_d39ac159757341c9a0eafc54f0ce1c16,2025-10-01 22:06:25.219737,2026-05-26 22:06:25.219737,6.54
CBEN_76765bdc37d84a3c9741107938dd58f8,CUST_87939fa751da48f0bacc075808091e0d,BENE_9c5e7b11f1014b6eae6e66327fec280b,2026-02-06 22:06:25.219737,2026-04-25 22:06:25.219737,34.5
CBEN_41f039f443c5446cb8385de8a4296142,CUST_da9bdda31099495589981979234b51b3,BENE_dfe3fe8790f64401b213992331218919,2026-03-08 22:06:25.219737,2026-04-24 22:06:25.219737,12.02
CBEN_02e86383fc92481eb15df70cd795fdbb,CUST_890f93662c46481ab518b3f2c7e2d4d9,BENE_8e28f4a567694579961ea0a848eb9272,2025-06-16 22:06:25.219737,2026-05-05 22:06:25.219737,28.26
CBEN_ce1ce7982ae643b2b80a75db19290b21,CUST_5725a2f5fe5442449dca0f8663e55d03,BENE_88387de9d47248efb276bbb1167a2a1b,2025-12-20 22:06:25.219737,2026-06-08 22:06:25.219737,28.26
CBEN_a4f8ca56e62e4c11b6cf3c6eb482ee2e,CUST_3723032d5574416b98fe8ee7fdc6c8df,BENE_803004fea2214025aad9537f801501d6,2025-11-18 22:06:25.219737,2026-06-08 22:06:25.219737,2.37
CBEN_4794f41c4c534020a104d2e92ed11e18,CUST_be8b9bb76769464ebf0297476a0d968c,BENE_537fa6cd84f640afbbdbef9dce5f28a6,2025-08-03 22:06:25.219737,2026-04-17 22:06:25.219737,43.75
CBEN_98ab14f0e6104ef4a69926f2a270a25c,CUST_47ff490f9cd74bfebbe41e922f49b567,BENE_0a6cc3b52a5241aab35a05c447ec563b,2025-10-16 22:06:25.219737,2026-05-04 22:06:25.219737,15.46
