customer_device_id,customer_id,device_id,first_seen,last_seen
CDEV_c2a49813efda421cbb6bfb4c77971859,CUST_fd3450e60ded4e768a6a59f0b7161719,DEV_f90b14f6e30d46ffb11fe39af1716e6a,2026-02-22 22:06:25.197736,2026-05-18 22:06:25.197736
CDEV_7905650a7401496da67992bb8d13e3a1,CUST_4f952b9ba2f646af8a245bcb6b89d68f,DEV_7c17857e04ba4e1784fed40e70a78644,2025-11-02 22:06:25.197736,2026-06-03 22:06:25.197736
CDEV_e461387cae4a4b8cbb2ff4751c170d0e,CUST_7171b3d5db9d45e4807b091c0b6076bd,DEV_39ba96fe353842a3a6a1d80ff177726b,2026-01-26 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_da7587fb579b4b13bb6ce1793ee0a7a6,CUST_c7a523b3d587434ea325dfabcfb78748,DEV_d225534c81a14aa4977380219f8ec978,2026-04-16 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_5b9c62fb42664633b6ec353af46476e9,CUST_aed21d9e747d422d9e457fdbc9e5a67e,DEV_70c7ad9be78341ea8c9333f4f5d4cb36,2026-04-14 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_8b4257a1163342d6ae1e536860dc200a,CUST_f6ee5b0b41cd405f86f159e3d0c0b40d,DEV_8a71381d2624454ba219bf101f4c9a69,2025-10-11 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_302f1c73bfad4e99a5a59a0e693a11c9,CUST_e03cdcf635564651b7608e03f3fde005,DEV_e2a4e55b1d7b4ff58bbd0bd2a78f3dbe,2025-10-12 22:06:25.197736,2026-05-14 22:06:25.197736
CDEV_5a735c57073b4bf49aed305d930532a9,CUST_0966540d756841f193ea8d280ced2fe6,DEV_94f674366c3e446baf6e9e3382f4aba7,2026-04-17 22:06:25.197736,2026-05-25 22:06:25.197736
CDEV_14c82df2c5f541929c5a5dc02dc6abb7,CUST_3e072978197446518cd594c6ab4f65fc,DEV_af45148c07a8402181d9a7c4cfbd5ee4,2026-03-30 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_d0e02cce531048f8b2b5a6b82c913b05,CUST_799d2d956dc141bfa2d5bf8bb82f84db,DEV_4097b1bd34ae4eb081c3f3b6e75d6fff,2025-12-07 22:06:25.197736,2026-05-13 22:06:25.197736
CDEV_24466b89c5e849859d6740980ffdfb99,CUST_2caab50839ab41ccb509e9d94f77cf56,DEV_af87e3ffded24eac905d164dc13cf82a,2026-03-08 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_6ed898b410c74ac892c8d1972a205b5e,CUST_b2f9caf9257347a8b7e07884701a8129,DEV_ec87d90b4b8b4d03b5fd7fd470404745,2025-09-08 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_714391d7910d4c6abf7dce31f0277ad0,CUST_4c66648612d44d5c857b0372dc393656,DEV_dbb4b03c695c494194b080f4b3e09b40,2025-12-09 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_4d23b0bb211c4519a2dbec0e71fccc8d,CUST_fa029972140c4adfa2af8ca1bb89cc7c,DEV_2814ae474d6044ef8671d89a7fc6906a,2026-03-27 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_0daebb027f94471ba373e9fb6eb13b0f,CUST_482f3bd09cc44e6ebcdd7fcd96b506d5,DEV_251445a9b3e94264bf9932ab2a3531b6,2025-12-01 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_d478ae000d344b1f82ae43bfc078aea8,CUST_fae9d93e93064e9cabefff042f9ab814,DEV_906bd876fab74fe08a0fcf35d7748263,2026-04-05 22:06:25.197736,2026-05-21 22:06:25.197736
CDEV_eb09dd8f0a484abca9cc04ad27becdea,CUST_fa6568621f9e48a493d631fc5ed29b3c,DEV_1476b4ec46fd4b7b927f8eaa992618df,2026-01-17 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_237b21b83f9546ef9e174f9f9b40d266,CUST_40f02f70628e4f198ba987de92bce9e1,DEV_011d69f5f7a34b4ea014af81f10ff16c,2025-10-02 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_0662e07c358443d8b8508f75a97b6eea,CUST_a09b0c655a4745f3b2ce46316b7cfff2,DEV_b32b88c8569e4c9f8d41d220fc685b22,2025-12-14 22:06:25.197736,2026-05-12 22:06:25.197736
CDEV_a6020b27c7bc407cbbd1d3ace8ae1776,CUST_8f708f865e0940628b92c8ebe00a5de8,DEV_4588ba5db5e04845aedfc87f47277a63,2026-02-02 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_013f94de28a440c49e19c7cb181e094f,CUST_fefee40dbea74645a1b585d53f238060,DEV_2b745ecbde484cf2a2db34276d036914,2025-12-09 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_d306b3906a4f448cab32beef521b79b3,CUST_c26f72d0f8924e48a4fea1b666780f24,DEV_dc80ea8e603246ffa4917d8e4253f1e1,2025-10-04 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_7e1601821c6f4dbe99c38eb9e317015e,CUST_fc2029eb9cac48198a8a04d5641d70e6,DEV_3aa5232206124770a29e36d38a48b830,2026-01-31 22:06:25.197736,2026-06-06 22:06:25.197736
CDEV_f8edabf862bd48a584b266b94b324e9d,CUST_f7bd9fb326c7407aa98f088969839f45,DEV_f4fc685965b64e86b5a179f7756ce538,2025-12-05 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_b3aebf0c45684edfad8cae5d365a7914,CUST_abcd4636707140a2ad98089adb83ccdc,DEV_85c628477ed24b99b0c113a46f458261,2025-11-30 22:06:25.197736,2026-05-17 22:06:25.197736
CDEV_963aebabbbc34a8f8e7aee4249c5c722,CUST_037e1913fb9e41cab543bed6888292e2,DEV_7f01bb90cf8a423ba5eacf4c2c2a3172,2025-12-18 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_615a254462524b0894d27e1e35fe78a7,CUST_2066905e7244429ca6e1bc9e1a8a882d,DEV_b8c78a1fe37745db8965edb933476602,2025-10-07 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_542391eb15ca4be7981ec8cd792b5b00,CUST_e708cd7071ae4886ba424774945c0baa,DEV_823416c8871b454eaa15b3374fe65d9c,2026-03-11 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_90ba5fe2f01b40248afa085db7169e4c,CUST_10adeab38c57487c8e39caa68f6b0c08,DEV_be4fabcc87a04f81b5196162770cdac8,2026-04-24 22:06:25.197736,2026-05-15 22:06:25.197736
CDEV_fbaf8387ac1540bba4207837c7cfa737,CUST_164463e9fc9648daa37519e98ff72514,DEV_f388396222004e438d81c057c2aa562c,2025-11-28 22:06:25.197736,2026-06-05 22:06:25.197736
CDEV_cf1717e532f742cb9d3bf3e00fbbdd28,CUST_2127d4b3c58b47769e19a7b88bfc077d,DEV_3c8081394f87437cb528367947bc7eb1,2025-12-11 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_5ef554e83d774e3da18172c2e8fb173a,CUST_4cefc87abdce4c8399e5f2571ce2fe24,DEV_067023346f344731bf4378a5af32040b,2026-01-11 22:06:25.197736,2026-05-14 22:06:25.197736
CDEV_e2938734e630434dbb4d8286ebf02a19,CUST_190d1180c3ae4056be33ec0b83bd6b34,DEV_b687231c1026483391522a721d5a26fc,2026-03-16 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_8d5f00eb38cc41889195bf1d3d93f40a,CUST_d01a98cb35314345a12a3abb646c06b6,DEV_b9ff0ac0ea2a4aedbbbdf36a6b743675,2025-09-23 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_e0289f9f92884b04bd4afe08278e008e,CUST_81c912715f814668b2bd1dc1d18fadfa,DEV_0d854a730a674033b0ee185ac765b066,2025-09-07 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_6a28d26bfa1d4818a6068ce991b8c100,CUST_c7d011cdf8fd4b06a5442eff92282c72,DEV_7e6a4b782c5a4a23942de37fcd796de5,2025-10-12 22:06:25.197736,2026-05-15 22:06:25.197736
CDEV_2259be6cd16b4076970c3c523b5e3267,CUST_39e9a77eefc94a459fd234f115c97ad0,DEV_a1e70dcf42234f5bbdd1d9e42f32bcfc,2026-01-14 22:06:25.197736,2026-06-01 22:06:25.197736
CDEV_1578e0a505054050b88a694631b06f8e,CUST_c35129e2433b4481b7c8862af72b91de,DEV_22c8f6209c924a059f33c99e515367ef,2026-04-17 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_79e9aae8031640a2a02c6997df4b9d76,CUST_b49d7fb91e7749f9a9d77f3422d3f92e,DEV_d092ab3bc4a447ef8f6bc51a06c8a0ce,2026-01-29 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_bf820ed9628d47d7b3c60e843c80fc5f,CUST_31d0abe176a54d3482f78ff3c0651f10,DEV_f0dab39558074d7eaf96d8ca50cb7e2d,2025-12-18 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_356ea831c2474af6b472041f15229126,CUST_e875252b533147f0b172120f85ac6e04,DEV_474880dbc2174c5285a5c6e7e9224008,2026-01-23 22:06:25.197736,2026-06-01 22:06:25.197736
CDEV_7db77682dca94a8090926a7526d52822,CUST_28b6e4dfd7114889b2520d121f9f31a5,DEV_1cfd960bbc184d629e1df9fab862e583,2026-01-17 22:06:25.197736,2026-05-17 22:06:25.197736
CDEV_654350d657fe45b2a545e8f5fc3074af,CUST_592a62a76eb540499493a45e127710de,DEV_8d1d7d15a6a44a58ba1928b82119109e,2025-08-18 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_7d80c83099164f99b077b3b6d267cfec,CUST_3c5f7338fa904ac3917c0efdf4cc3420,DEV_b8ea1a6dd1cb43cbb924cb5d30173e89,2026-01-08 22:06:25.197736,2026-06-05 22:06:25.197736
CDEV_1f879ef7fc834074a1b289ebc3afd48f,CUST_e76703bb81844d3ab25b42d7a19b4551,DEV_1014480cf21e4364b9588af3821a5f86,2025-10-25 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_f48e30deb82044fc8340730f62f7b595,CUST_0934e686d3494186be22b6cc83de34ba,DEV_e8c6d81f9a034591a7574e161b9523f8,2026-02-25 22:06:25.197736,2026-05-29 22:06:25.197736
CDEV_9a682378fea14c1f880bbc1eb81f85e9,CUST_312a443928f642ba8bcc5787db94256d,DEV_2966baceec13456baa5a7b9e453ae2c2,2026-04-27 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_0fdd8be1750343018237c42b12463b9e,CUST_0a3f02ec02be4f9ead9afd7dbe24aea4,DEV_80b99e8e325148299b8369bda6bdc5fb,2026-02-21 22:06:25.197736,2026-05-24 22:06:25.197736
CDEV_aa3eaafbb6e047eabdcf2752d94571ac,CUST_4666373900f54c6399d8c4735bd03766,DEV_7e6a4b782c5a4a23942de37fcd796de5,2026-05-02 22:06:25.197736,2026-05-31 22:06:25.197736
CDEV_c090a2f04d204f6e85f2f74464b4e36d,CUST_2da0d4abfeff490184f058cff34be5ea,DEV_210c583c05474d3f8b2501b45819ecb1,2026-05-08 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_d507d43308434c60851da66592535a90,CUST_12c365900b8e4a5f88851e14e07a662e,DEV_72715fe0db95479d887768b9ef08ce01,2025-12-03 22:06:25.197736,2026-06-01 22:06:25.197736
CDEV_2f5a51cccd954ab78df9441687ffa371,CUST_1f22008fc06b4e63aa27e3f68ffa7aca,DEV_cb17f138b9274b58b4f947a78f1aedd0,2025-09-30 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_dfab69936f8846c0b11fc446bda983fc,CUST_9103094125e84a5eadf332796e425f79,DEV_ba31312657064d609e5e77b079153cc7,2025-10-03 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_c842d02f129c40d192520f889a182829,CUST_b701ca0d44844046abbc03e2410ef591,DEV_c4c4a985205a42548fb689e2d46dea0f,2025-12-06 22:06:25.197736,2026-05-25 22:06:25.197736
CDEV_95aaee7cc3774b43a6104216ba93c964,CUST_196d9ed69dee499aa57ed099ba73636f,DEV_dcbf71c67eaf46668c330481cd7560b7,2026-04-20 22:06:25.197736,2026-05-14 22:06:25.197736
CDEV_4d1676e8e549428c9e4c6d0018e6b18f,CUST_00b54c7bae9d446c88cb2abf45d64260,DEV_b8355d75646649b3a8110a8ffd7f5b2b,2025-08-28 22:06:25.197736,2026-05-19 22:06:25.197736
CDEV_ef3aef282f984e688189c6c1daba8a22,CUST_65e9b41652244980919953b12955abd8,DEV_b98d4498a3f842db8c0978a0fd04b971,2026-02-21 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_7d2f525ec1a14ae6947c463712e1d4f4,CUST_fd2636a095454b09bc05a5cd7974ceb1,DEV_1466417ead3d4a19a2aee87532d34553,2026-04-19 22:06:25.197736,2026-05-16 22:06:25.197736
CDEV_248405e14e974df19c3912c681bf79ce,CUST_126b33e1466a43ba9499ad2e8625cd52,DEV_3fe4ce9a70af4b76ad521b83078dd0aa,2026-02-17 22:06:25.197736,2026-05-25 22:06:25.197736
CDEV_8579b7e1b6044220948ed8cf168cfd55,CUST_b7753d186cef4d17b3dc5d0e596816db,DEV_91e6fb3566ba462e9444dcb2a0e671ce,2025-11-30 22:06:25.197736,2026-05-24 22:06:25.197736
CDEV_7c883a23ec4c4d0fa54690c83532779d,CUST_fb7226fb51c7432ba77d9604c3f3615f,DEV_6455da79045043ac99a826e1e75483d2,2025-08-24 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_eff202d9dd7e4200a38a5eaf9a07ec5e,CUST_72f9f591f04c48059f2880cdc673ec19,DEV_4097b1bd34ae4eb081c3f3b6e75d6fff,2025-10-08 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_efcdda6433944bfd9f1bec650b149da6,CUST_df6293077c6443f0801bd53cee08c963,DEV_1168afa6a7a0456da7628fc945848d25,2026-01-27 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_70fc56ffb33245699f7d9a4af9cdded2,CUST_39d282c28f624fbb97da7d02f047545f,DEV_9f895586b93f4d87b011dcf5ffcdcdf2,2025-08-26 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_92f5828bdbc54900ada6d4b057482bdf,CUST_7b5da3160ada44ddb2a739b820dc9f41,DEV_58f50b67c5c045a3a57e77a697bbc42f,2025-11-09 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_1bea925a8d7c425ea58f027ad02cf8b7,CUST_1dd3c8111a5b426196a3417f1314149b,DEV_f268bfa3ca0d4cc09ba05aa4506fa0f5,2025-09-04 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_f0c74be2d7a6453c96e3658d4ce5cfc2,CUST_f5df02ac6e7d40cebfba1c6b87bd1543,DEV_5aabf94cc6114342a36ef8a9f85920ed,2026-04-11 22:06:25.197736,2026-05-13 22:06:25.197736
CDEV_65e8847862e347d3b326c184652fa292,CUST_23f3db5337a34d1c91806b1d4f649ee9,DEV_0c3e78d78b1a46ca9833cf9458b449ef,2025-08-14 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_0464d35934674725801c78c24a75418f,CUST_924e207730874bc5847649151c41039a,DEV_2f3e944119fb4a43b7044739d7ec5b32,2026-01-27 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_2e02166ac4ec467192977ee84f0a303d,CUST_d22392e4ca3043f6b1c3ae20404f0380,DEV_64eae598f95341e28023946ceb6f3deb,2026-04-18 22:06:25.197736,2026-05-21 22:06:25.197736
CDEV_50f59602818d4f4a96a0128d91da2372,CUST_23e04722e4124602b54495c0b501e9d3,DEV_e8910cd57958451180a1bf78b55875a4,2025-09-17 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_a95a984ddafb407ba5812af15aca9c2f,CUST_63830ddcc8574196b11b784842bf3d65,DEV_8f732d646c8f46cf9aaf183dc121d433,2026-03-24 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_c7f73053080d4181a692949c0ec0e037,CUST_081fe965c62c4db886d54cec69055f91,DEV_75b64412f4574ec58fc04e1e31982c06,2026-02-13 22:06:25.197736,2026-05-30 22:06:25.197736
CDEV_107a674e585d4f3ba892f6908f6ea1be,CUST_8a08b446dd4a4156b5c27eb5c95baf9b,DEV_c3c7ca9757e04aa684a4ebf29b65b184,2025-09-15 22:06:25.197736,2026-05-24 22:06:25.197736
CDEV_0f9dc5af98194e4bb6a138fcbc8925b6,CUST_c68f6921241f40fa9c5662a7eb407069,DEV_c9f8fbe0cfa24d1880d673460f727733,2026-04-15 22:06:25.197736,2026-05-19 22:06:25.197736
CDEV_223df391491847dea019e5f206c46801,CUST_2fbc4065bd70488cb445a065588db76d,DEV_4d41193716df4568b03c4c7c834b30e0,2025-09-14 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_c4de131bf27645cf9589f77323e67220,CUST_8de39ab674014c94bbea83d55b5604e8,DEV_7fdfad1c28984ee6aba0c8d9b4835469,2026-03-21 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_bb01f6d08ea7411baf8785ecc81b2a76,CUST_ef13284eeee84ec9a85c4295ab2e561a,DEV_fc7cab95bdc8473d8e7c9fd96e96683c,2025-10-20 22:06:25.197736,2026-06-04 22:06:25.197736
CDEV_4ccd2af99a814fabbe89e401e25dc408,CUST_18bd13247e1e4a1d908768ff747f09be,DEV_773fba0754c440399775bc61406a0d51,2026-03-18 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_4a5e81983b9b44eba09360304d3cd35a,CUST_a5d8867cb7144a1c82fae1b9dfb8d8ba,DEV_8f689c3367cd4e36a0ff0f579c7b7c6d,2025-08-24 22:06:25.197736,2026-05-18 22:06:25.197736
CDEV_a498d36e2836476dabc5ac9c34c4e8b3,CUST_3b05b4caad9f4f4a90f7a28a919284e4,DEV_4be8d5b3e1304404ae485d2af1bcded6,2025-10-11 22:06:25.197736,2026-05-13 22:06:25.197736
CDEV_1d2ddf0d228c45e99d5091b858833494,CUST_db5f311fbfad4e8888a78c5252d1c8cc,DEV_9f11ee9f325341b386ecaaa73994d8bf,2026-02-03 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_67e9032bf9be4f1e99abebbf1e45819d,CUST_cd31f79260154583b4d4e03786160158,DEV_1f0a4fdd13364ffa9b4da0557a4a649b,2025-09-17 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_fe4b0ef5ab014185870e69c4045ed110,CUST_d74dccbb3f9e46a8b4a333f8fdf44442,DEV_4cb46df158c94b0b9097a6d807893c41,2026-02-10 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_4cdd1adcd9b841b081dfb1c446d7d8ae,CUST_7efb9e8e1a434781b73d0c62969d3253,DEV_1476b4ec46fd4b7b927f8eaa992618df,2026-04-06 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_9529a1f2a5e34ab8b006b2dde47d6ae8,CUST_02d3362a324140278f81600cff46db81,DEV_fc2afbb8328044cdaecce45910c5777e,2025-10-06 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_78e23c3840f24aeb82798a6bcc353797,CUST_6b847bcad8884b29b8efaa7ae934853d,DEV_01e51dfede7a404088dacb54a2ab2565,2025-10-24 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_e4bf0ba0aa4642dabb138fd308529974,CUST_ccffceadab34413999302ba0acb22620,DEV_c293308449ea4581be8f727c5ceccae9,2026-05-03 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_f9b30701ac2c40649fa590492f68d97b,CUST_88f3ab80d95f45358db688e39b2842a4,DEV_3806fca0c9e84910a180119636d67ed5,2025-10-18 22:06:25.197736,2026-05-12 22:06:25.197736
CDEV_52a8f2200c854f82a0952666adb4c198,CUST_6579c1aeaabd4b1191c0e4cdbc9f6753,DEV_1b12f895386547708f1d6bacf941ed0a,2025-08-25 22:06:25.197736,2026-05-18 22:06:25.197736
CDEV_99df9da63d9d45a792a2c0c3a13785ac,CUST_95403bb3e2a84d8b94e636f9cb603a18,DEV_a7596dd81064474da5bc82e072870a5f,2025-08-15 22:06:25.197736,2026-06-06 22:06:25.197736
CDEV_6240bf066c3e4d64b9d15915e86ae176,CUST_abb544cac478468d846d79bead6e0d42,DEV_97ea985060b14e829acc8305c325c584,2026-02-18 22:06:25.197736,2026-05-24 22:06:25.197736
CDEV_a3da6a36c40d47d8a8d5cafd85251b72,CUST_4ff077f258cd47da8f2ac1706a9e5ab4,DEV_38c26e355d2b4b998995280c568bc40a,2026-04-16 22:06:25.197736,2026-05-30 22:06:25.197736
CDEV_4abbaf29c6e5451fbe3b00f1155a9cd5,CUST_67fdfcd930ff4f8488480b073ce525a7,DEV_d8623db39cea4ed89c3e7cfe0bfd0b93,2026-02-16 22:06:25.197736,2026-05-28 22:06:25.197736
CDEV_33844ede6f9a48409a819b7453082ae6,CUST_effc7c6cca5a44d988c5c50d76fe9bbd,DEV_d49d82b5df16400a96baaaac94c8e6df,2026-02-12 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_00549e071d36417b844bca506ce31d97,CUST_18a28f31f2044c929fbcd2b1015f82c2,DEV_3877ccb69a03491baa3f69e9d45b0827,2025-12-25 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_8a97e76eee89406086086b5293095887,CUST_eb89b2c4387f4fc38f91b8e7cf805621,DEV_7a2e8bf322274e9d904d9eb6f164bad6,2025-11-26 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_3830db902c3b467687a554d664a4781b,CUST_244e855680dd4f89b71ea5ede591bafc,DEV_3aa5232206124770a29e36d38a48b830,2026-04-29 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_0c290cd5c3884f0d9f9349b779db76e5,CUST_b116056fdb564c888316bd821760e3a2,DEV_e0d13fb39bb841f19620378ce94ad4cf,2026-04-02 22:06:25.197736,2026-05-18 22:06:25.197736
CDEV_b5e4f41ba560421b80c6453565479715,CUST_2750d746a0344c2c8fa5e3ecc8217aa7,DEV_f90b14f6e30d46ffb11fe39af1716e6a,2025-09-22 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_8a47c95743014db6835604776a35ed3c,CUST_b22487c2898d46c8b29b0bdeee05283b,DEV_524064870c9c49d6a148f95a4064cf93,2026-03-03 22:06:25.197736,2026-06-03 22:06:25.197736
CDEV_06e50904bfea4d2ab024d2bcf5821607,CUST_17a5c6e8389a450680a034ed91db8e48,DEV_8e37d64c6287405aaa2b04b80a508677,2025-12-15 22:06:25.197736,2026-06-05 22:06:25.197736
CDEV_85e92b70507c4c53a1f454fd84e0fe93,CUST_719ba7907a8e48b4aba1da7d1a1a1d01,DEV_672ea4215dc942508efd18d00b9cdba1,2025-09-19 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_c962642340ad4cd2a307ffdf88b37a0d,CUST_868a58aadf3e466db5013bb41b14ef3c,DEV_52e68bc3f90e486e832aebe749b690be,2025-09-26 22:06:25.197736,2026-06-08 22:06:25.197736
CDEV_6965ef3d66aa4e58b4070f58b64d498a,CUST_5b6a57a3d0b24a53aac67757da5fa7c1,DEV_79d5fbcefe4146c482b463eb80637b2f,2026-01-19 22:06:25.197736,2026-06-05 22:06:25.197736
CDEV_4fa88fa6e9764ff88c50be687bfb0b9a,CUST_ffdd9c5943784b9ca80db6328380f69b,DEV_01e51dfede7a404088dacb54a2ab2565,2026-04-19 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_6396150b5a8c4ae0b2f1c5daae86168f,CUST_e5f63cdc01f94f8abd4905e1e0d005e4,DEV_08c6b33c91c042d4b915063e1675ccbf,2026-04-09 22:06:25.197736,2026-05-23 22:06:25.197736
CDEV_2767eb45b68c4b3eaecc679a7d18bedb,CUST_1b8bfae61e894f529502a6fdb545729a,DEV_7351db6641ac488db499ea14272c472d,2026-01-22 22:06:25.197736,2026-05-31 22:06:25.197736
CDEV_e7347ac44e5944f99aa2ffb8e53d772b,CUST_a89407fedccf4b4c916e793cdaabdc68,DEV_13e30ff2a5cc49369a2b92926aa19548,2026-05-08 22:06:25.197736,2026-05-20 22:06:25.197736
CDEV_bca308939b4e45f1b072cd7d3703a699,CUST_abca621783004356bb5574656473bb2d,DEV_5e3b248f9cf144309943b1dfea6d167c,2025-11-14 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_bc4d537e83eb4173a960237cbbdccea1,CUST_6c98f98528ea4e3197401d6dfbb10487,DEV_d63e198585274ff4ab4cface7a829c07,2025-12-29 22:06:25.197736,2026-05-31 22:06:25.197736
CDEV_2fffc71413374f4e80adb4b5148fc70a,CUST_d39f6d2f6dc646ffa74b122fa6cb0f2b,DEV_15cbfa41cf3748de802c5d4339d057af,2025-09-19 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_505d539debad489e9508cd06f4eedf6b,CUST_49582f6cb5484f6da70db569eb09f2bd,DEV_eccdf01fcf8b4683bc996da50fa42485,2026-04-18 22:06:25.197736,2026-05-13 22:06:25.197736
CDEV_d36cbac642e3472a9c68c383dc89ed3f,CUST_91d4bfbdb76d4457b1a558d5eb71d270,DEV_617e0203847746b69944926252f7d67b,2025-12-22 22:06:25.197736,2026-05-11 22:06:25.197736
CDEV_98b569ae46fb490eaf7dee0de0f7bc02,CUST_189cff90e92f44c4acae2bbb50edd61a,DEV_0686ec7190464579b1b078e885bf82ac,2026-01-04 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_820c59d5f7ac4189a7ef47b2efc18988,CUST_1550a877430547a1a58288cd57f5afd5,DEV_b37fd4b101d54e829bffeff6420720bb,2025-12-31 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_044edc9d2fb44219a72b6ebb40d0553c,CUST_51b7a6810e114bf9b5ec2d07ed5788e4,DEV_c6415addd9cc4eba9af06d1411358e3b,2025-11-29 22:06:25.197736,2026-05-22 22:06:25.197736
CDEV_7c051d7b910f45c988f93abecbd8aaa5,CUST_d2bd7ad960b7466aa601bc61937a6044,DEV_409cbf47350445f684c1b952c68f3814,2025-10-29 22:06:25.197736,2026-05-17 22:06:25.197736
CDEV_f5ec4f27569e4bc3bb9afa8e493f7b42,CUST_c34dd01f2aee4293af86e8ec11ad63d0,DEV_c1d461ab13a4480b9d9043242b8ddac6,2025-09-18 22:06:25.197736,2026-05-16 22:06:25.197736
CDEV_66f4009ac96b4d9e97165898f95cffb7,CUST_ff043776d614443482a7f49e607b7a35,DEV_10ec474e5d8444e09a4191118ff1cbad,2026-03-02 22:06:25.197736,2026-05-27 22:06:25.197736
CDEV_cc46c150ccae40b6bfbaaf8c47dcdfab,CUST_89ce96ac395143ef9f60b285b57d2f92,DEV_178e80989c274a768380d70a0107548f,2026-04-10 22:06:25.197736,2026-06-03 22:06:25.197736
CDEV_52a45c3f84a64452a31db5b741b46188,CUST_20556f342f3741328fd1a2d40cfd20b9,DEV_e8e036c27ee74b45b9f7fa23292d82db,2026-03-20 22:06:25.197736,2026-06-02 22:06:25.197736
CDEV_5e0bc9e1f383498697cda48d8618810c,CUST_671059e91531466cb07deb71f8518c80,DEV_6dafd5654d604cf48acd145055355d02,2026-04-05 22:06:25.197736,2026-05-18 22:06:25.197736
CDEV_25cc2c322273458197f0af60f884317d,CUST_639a818b003b48b1857d56c9525ab52a,DEV_85820821876a474893a07a2850fe4598,2025-08-25 22:06:25.197736,2026-05-17 22:06:25.197736
CDEV_c289d3a960f44140aac08fec56912128,CUST_541434c6dc344acdbe1fb923d2aa585d,DEV_2f4ad72b11824c93b95feda249791ad3,2026-04-25 22:06:25.197736,2026-05-26 22:06:25.197736
CDEV_a5701f8d2c40437cb867f87ac7fa4dd4,CUST_f17b2595de2a48f4a62e5d9db002bf85,DEV_409cbf47350445f684c1b952c68f3814,2025-10-06 22:06:25.197736,2026-05-16 22:06:25.197736
