behavior_id,customer_id,device_id,behavior_risk_score,current_city
BH003284,C00639,D00346,27.89,Nagaon
BH003285,C00691,D00998,60.17,Rewa
BH003286,C00473,D00357,60.13,Sasaram
BH003287,C01574,D00664,36.02,Adoni
BH003288,C00646,D01133,6.68,Tadepalligudem
BH003289,C00566,D00422,20.25,Alappuzha
BH003290,C00032,D01099,64.34,Davanagere
BH003291,C00893,D01486,54.77,Salem
BH003292,C00351,D01047,93.97,Bhilwara
BH003293,C00871,D00164,93.24,Rohtak
BH003294,C00840,D00303,71.91,Nagaon
BH003295,C00081,D01456,36.8,Kolkata
BH003296,C00219,D00723,43.13,Sonipat
BH003297,C01059,D01179,46.06,Kurnool
BH003298,C00589,D01353,36.62,New Delhi
BH003299,C00658,D00208,77.31,Sikar
BH003300,C00562,D00741,15.45,Pondicherry
BH003301,C01570,D01326,42.65,Satara
BH003302,C00262,D00642,75.23,Latur
BH003303,C01729,D00794,14.05,Ujjain
BH003304,C01729,D00794,17.08,Pondicherry
BH003305,C01337,D00444,38.06,Bhagalpur
BH003306,C00761,D00679,71.14,Howrah
BH003307,C01290,D01416,37.58,Ujjain
BH003308,C00025,D00920,85.47,Sirsa
BH003309,C00255,D01299,77.32,Farrukhabad
BH003310,C00196,D01434,39.9,Proddatur
BH003311,C01213,D00809,57.43,Aligarh
BH003312,C00909,D01362,40.8,Malda
BH003313,C01177,D00290,81.61,Kumbakonam
BH003314,C01188,D00800,64.85,Bharatpur
BH003315,C01643,D00006,87.0,Udupi
BH003316,C00723,D01123,66.28,Jalna
BH003317,C00001,D00440,37.79,Mangalore
BH003318,C00273,D01099,93.6,Sangli-Miraj & Kupwad
BH003319,C00586,D01124,94.52,Pimpri-Chinchwad
BH003320,C00503,D01119,33.95,Dindigul
BH003321,C00567,D00691,77.93,Raurkela Industrial Township
BH003322,C00157,D00165,8.08,Gaya
BH003323,C01480,D00817,36.91,Baranagar
BH003324,C00430,D00221,57.72,Nadiad
BH003325,C00257,D01431,7.7,Phusro
BH003326,C00084,D00944,37.71,Srikakulam
BH003327,C00240,D00663,7.43,Anand
BH003328,C01312,D00290,56.73,Rampur
BH003329,C00952,D00380,81.48,Aurangabad
BH003330,C00315,D00466,73.13,Bhilwara
BH003331,C01475,D01019,74.19,Patiala
BH003332,C01170,D00536,4.53,Rajahmundry
BH003333,C01329,D00890,56.64,Silchar
BH003334,C01266,D00740,45.07,Bareilly
BH003335,C00942,D01348,92.14,South Dumdum
BH003336,C01866,D01220,62.02,Nadiad
BH003337,C00234,D00325,87.64,Bhagalpur
BH003338,C00246,D01267,50.56,Kota
BH003339,C00147,D01274,15.89,Munger
BH003340,C00892,D01117,56.53,Hindupur
BH003341,C00724,D00774,34.9,Fatehpur
BH003342,C00792,D00548,59.68,Bhalswa Jahangir Pur
BH003343,C01174,D01083,3.32,Kochi
BH003344,C00387,D00130,54.01,Dharmavaram
BH003345,C01880,D00727,68.96,Guntur
BH003346,C00495,D00134,13.2,Dhanbad
BH003347,C00297,D00664,89.88,Rajpur Sonarpur
BH003348,C00596,D00311,76.06,Kavali
BH003349,C01111,D00532,19.63,Chandrapur
BH003350,C00580,D01220,29.36,Nagercoil
BH003351,C00383,D00773,35.05,Junagadh
BH003352,C00818,D00070,45.38,Satna
BH003353,C01034,D00494,62.42,Howrah
BH003354,C00608,D01375,77.28,Vijayawada
BH003355,C00746,D01368,94.12,Kadapa
BH003356,C01361,D01290,33.25,Pali
BH003357,C01419,D00479,10.64,Sultan Pur Majra
BH003358,C00157,D01130,73.32,Karawal Nagar
BH003359,C00254,D01410,15.66,Munger
BH003360,C00617,D00895,94.06,Dehradun
BH003361,C01666,D00083,55.2,Sonipat
BH003362,C00500,D01169,95.69,Nagercoil
BH003363,C00073,D00932,28.59,Fatehpur
BH003364,C01219,D00494,75.34,Guwahati
BH003365,C01301,D01390,77.87,Nangloi Jat
BH003366,C00594,D01267,48.85,Ichalkaranji
BH003367,C01876,D01206,4.48,Panvel
BH003368,C01411,D00383,39.66,Imphal
BH003369,C00803,D00628,85.48,Dhanbad
BH003370,C00367,D00200,3.84,Yamunanagar
BH003371,C00728,D00191,63.51,Rampur
BH003372,C00253,D00429,7.85,Bidar
BH003373,C01377,D00330,29.94,Kottayam
BH003374,C00966,D00861,21.55,Ambarnath
BH003375,C01453,D01240,53.52,Bhubaneswar
BH003376,C01424,D00469,9.53,North Dumdum
BH003377,C01045,D00075,42.48,Bongaigaon
BH003378,C00485,D00238,19.87,Tiruvottiyur
BH003379,C00889,D01259,62.07,Anand
BH003380,C01579,D01075,32.44,Bharatpur
BH003381,C01098,D00187,25.59,Malda
BH003382,C00901,D01272,37.73,Ambala
BH003383,C01814,D01176,51.74,Bettiah
BH003384,C01453,D01240,87.35,Ratlam
BH003385,C00071,D00793,11.76,Lucknow
BH003386,C01631,D00745,71.81,Mumbai
BH003387,C01322,D01373,26.9,Khora 
BH003388,C01060,D00875,90.65,Vadodara
BH003389,C00939,D00609,90.59,Bareilly
BH003390,C00382,D00134,39.67,Bhilwara
BH003391,C00037,D00961,54.92,Agartala
BH003392,C00693,D00302,64.41,Tenali
BH003393,C01744,D00702,80.04,Satara
BH003394,C01608,D00777,92.75,Rohtak
BH003395,C00703,D01311,93.16,Nagpur
BH003396,C00470,D01098,75.74,Pudukkottai
BH003397,C00416,D01420,75.78,Narasaraopet
BH003398,C00697,D00900,47.41,Udupi
BH003399,C01723,D01423,3.24,Rohtak
BH003400,C01167,D00097,44.5,Buxar
BH003401,C01850,D00172,76.77,Dehradun
BH003402,C00758,D00202,68.3,Sirsa
BH003403,C00787,D00635,24.59,Haldia
BH003404,C00491,D00755,87.42,Indore
BH003405,C01591,D00259,50.36,Visakhapatnam
BH003406,C00019,D00559,2.08,Ahmednagar
BH003407,C00118,D00744,69.44,Aurangabad
BH003408,C00372,D00246,47.12,Sambhal
BH003409,C00151,D00342,11.28,Karnal
BH003410,C01155,D00467,8.53,Navi Mumbai
BH003411,C01115,D00452,91.92,Moradabad
BH003412,C00427,D00463,5.05,Srikakulam
BH003413,C00861,D00156,9.29,Kishanganj
BH003414,C01232,D00686,81.57,Ballia
BH003415,C01799,D00284,57.33,Udupi
BH003416,C00250,D00757,7.06,Morbi
BH003417,C00726,D01499,78.19,Rewa
BH003418,C00423,D00765,56.46,Deoghar
BH003419,C00738,D00544,15.52,Durgapur
BH003420,C00018,D01339,74.85,Berhampore
BH003421,C00927,D00834,20.35,Gulbarga
BH003422,C00039,D00078,45.5,Sri Ganganagar
BH003423,C01783,D00615,29.03,Allahabad
BH003424,C00038,D00229,12.89,Tinsukia
BH003425,C01708,D00307,96.87,Chinsurah
BH003426,C01339,D00202,44.13,Miryalaguda
BH003427,C01553,D00877,55.91,Chittoor
BH003428,C00930,D00282,79.45,Alwar
BH003429,C00465,D01216,38.78,Buxar
BH003430,C01752,D00925,67.2,Raiganj
BH003431,C01415,D01099,30.66,Pali
BH003432,C00917,D01280,78.35,Meerut
BH003433,C01034,D00966,61.54,Thiruvananthapuram
BH003434,C01077,D00326,66.31,Bhimavaram
BH003435,C01521,D01287,1.12,Sonipat
BH003436,C01404,D00584,24.8,Jehanabad
BH003437,C00610,D00914,38.52,Durgapur
BH003438,C00939,D01119,37.27,Sikar
BH003439,C01104,D00277,64.02,Udaipur
BH003440,C00415,D00327,31.6,Rajkot
BH003441,C01469,D00780,93.03,Sikar
BH003442,C00936,D00101,18.45,Hubli–Dharwad
BH003443,C01892,D01476,93.64,Hubli–Dharwad
BH003444,C00562,D01460,82.26,Vijayawada
BH003445,C00369,D00867,92.14,Kochi
BH003446,C00429,D00386,5.7,Kulti
BH003447,C00514,D00622,41.09,Surendranagar Dudhrej
BH003448,C01088,D01137,34.83,Bidhannagar
BH003449,C00098,D00105,53.0,Kottayam
BH003450,C00076,D01305,19.28,Thanjavur
BH003451,C00524,D01160,29.57,Raipur
BH003452,C01272,D00521,43.38,Panvel
BH003453,C00323,D00811,42.8,Maheshtala
BH003454,C00959,D01009,43.22,Alwar
BH003455,C00170,D00174,37.39,Sangli-Miraj & Kupwad
BH003456,C01062,D01426,92.54,Nashik
BH003457,C01429,D01434,95.7,Akola
BH003458,C00839,D00989,26.07,Gulbarga
BH003459,C00743,D00763,80.0,Saharanpur
BH003460,C01882,D01316,84.43,Hospet
BH003461,C01974,D01141,23.71,Hazaribagh
BH003462,C01884,D01133,33.88,Bangalore
BH003463,C01395,D01119,7.72,Bhavnagar
BH003464,C00192,D00126,38.59,Sasaram
BH003465,C01039,D00090,86.7,Madhyamgram
BH003466,C01923,D01435,38.36,Deoghar
BH003467,C00973,D00272,63.11,Bhusawal
BH003468,C00042,D00760,40.03,Jammu
BH003469,C01365,D01306,24.91,Ongole
BH003470,C01349,D01368,12.81,Nanded
BH003471,C00751,D01043,3.01,Bhagalpur
BH003472,C00737,D00335,14.52,Bangalore
BH003473,C01137,D01230,5.0,Jamnagar
BH003474,C01698,D00915,95.53,Singrauli
BH003475,C01123,D01362,5.26,Maheshtala
BH003476,C01013,D00760,47.49,Bathinda
BH003477,C00503,D01119,46.16,Bhilai
BH003478,C01328,D00292,2.22,Aurangabad
BH003479,C01634,D00856,84.66,Ambarnath
BH003480,C00618,D00660,12.07,Nagaon
BH003481,C01119,D00165,1.25,Pune
BH003482,C00080,D00088,51.82,Machilipatnam
BH003483,C00313,D00919,59.02,Vellore
BH003484,C01429,D01434,20.9,Dhanbad
BH003485,C01472,D00945,1.65,Pondicherry
BH003486,C00653,D01173,50.2,Bhiwandi
BH003487,C00325,D01428,33.43,Bhubaneswar
BH003488,C00248,D00578,51.36,Proddatur
BH003489,C01115,D00452,22.22,Sirsa
BH003490,C01278,D00293,97.75,Navi Mumbai
BH003491,C01546,D01073,21.78,Patiala
BH003492,C00951,D00168,75.35,Srinagar
BH003493,C00230,D00034,25.86,Kalyan-Dombivli
BH003494,C01369,D01463,33.15,Baranagar
BH003495,C00154,D00539,82.97,Durg
BH003496,C00259,D01173,97.5,Baranagar
BH003497,C01568,D00629,24.47,Ghaziabad
BH003498,C00660,D00948,72.63,Guna
BH003499,C01084,D00315,77.94,Hyderabad
BH003500,C01038,D00474,29.9,Jamnagar
BH003501,C00352,D00635,16.98,Aizawl
BH003502,C01278,D00293,54.04,Pali
BH003503,C00365,D00001,95.73,Ulhasnagar
BH003504,C01916,D00835,25.62,Mau
BH003505,C01071,D00463,74.51,Kolhapur
BH003506,C00041,D00496,99.58,Meerut
BH003507,C00065,D00794,74.39,Bettiah
BH003508,C01625,D00844,51.55,Bhusawal
BH003509,C00627,D00510,95.0,Mira-Bhayandar
BH003510,C00827,D00645,4.2,Bally
BH003511,C01126,D01305,88.99,Tenali
BH003512,C01694,D00784,24.97,Bangalore
BH003513,C01423,D00837,11.81,Bulandshahr
BH003514,C00125,D01091,75.21,Nellore
BH003515,C01989,D00593,73.77,Morena
BH003516,C01810,D01342,48.48,Indore
BH003517,C01525,D00097,14.58,Nadiad
BH003518,C01859,D00897,58.47,Dewas
BH003519,C00875,D00599,17.65,Solapur
BH003520,C01492,D00374,38.48,Thane
BH003521,C01810,D00538,58.82,Nellore
BH003522,C00285,D01282,20.45,Serampore
BH003523,C01687,D01499,61.63,Jamnagar
BH003524,C00457,D00503,47.34,North Dumdum
BH003525,C00372,D00246,52.87,Delhi
BH003526,C00782,D00067,46.89,Aizawl
BH003527,C01922,D00821,34.69,Karawal Nagar
BH003528,C01312,D00881,74.75,Tadipatri
BH003529,C01480,D00817,38.82,Vijayanagaram
BH003530,C00312,D01123,52.04,Hosur
BH003531,C01072,D00065,12.31,Karnal
BH003532,C00003,D00454,10.17,Rourkela
BH003533,C01570,D00476,60.89,Pudukkottai
BH003534,C00903,D00465,50.78,Visakhapatnam
BH003535,C01919,D00510,4.01,Anantapur
BH003536,C00968,D00003,2.62,Farrukhabad
BH003537,C00179,D00678,72.95,Mangalore
BH003538,C00500,D01169,14.4,Kadapa
BH003539,C01186,D00635,81.69,Gulbarga
BH003540,C01794,D01244,52.89,Dibrugarh
BH003541,C01833,D01411,50.8,Udupi
BH003542,C01684,D00191,24.76,Guna
BH003543,C00862,D01120,23.56,Sirsa
BH003544,C00024,D00086,83.04,Bareilly
BH003545,C01480,D00817,53.03,Nangloi Jat
BH003546,C00359,D01223,22.68,Jodhpur
BH003547,C01254,D00158,67.76,Navi Mumbai
BH003548,C00241,D00977,16.12,Bardhaman
BH003549,C00018,D01339,91.2,Raipur
BH003550,C00208,D00164,5.34,Kavali
BH003551,C00921,D00113,20.72,Bathinda
BH003552,C01066,D00480,19.64,Rajpur Sonarpur
BH003553,C01715,D00308,51.33,Rampur
BH003554,C01459,D01049,18.32,Patiala
BH003555,C00266,D00921,25.69,Ambala
BH003556,C00408,D00682,16.02,Mirzapur
BH003557,C00218,D00088,72.32,Malegaon
BH003558,C01944,D00865,10.24,Howrah
BH003559,C01591,D00259,58.76,Hindupur
BH003560,C00167,D01132,65.73,Udupi
BH003561,C00827,D01434,64.21,Pune
BH003562,C01962,D00863,18.99,Tumkur
BH003563,C00953,D01436,64.14,Amritsar
BH003564,C00135,D01410,26.57,Khora 
BH003565,C00286,D00910,25.35,Serampore
BH003566,C01450,D01248,61.79,Ghaziabad
BH003567,C00487,D00271,91.27,Erode
BH003568,C01639,D01170,91.59,Satna
BH003569,C00616,D01379,55.46,Ozhukarai
BH003570,C01798,D00132,16.81,North Dumdum
BH003571,C01137,D01369,48.95,Panihati
BH003572,C01145,D01228,5.97,Kakinada
BH003573,C00618,D00043,50.46,Jamnagar
BH003574,C01799,D00284,52.05,Fatehpur
BH003575,C00086,D00692,17.51,Kirari Suleman Nagar
BH003576,C00790,D00394,56.73,Raurkela Industrial Township
BH003577,C01103,D01190,7.69,Karawal Nagar
BH003578,C01304,D00787,0.35,Ramagundam
BH003579,C01589,D01450,57.45,Shimoga
BH003580,C00039,D00078,60.84,Yamunanagar
BH003581,C00540,D00569,7.68,Adoni
BH003582,C01211,D00398,76.48,Jamnagar
BH003583,C01640,D00535,32.62,Varanasi
BH003584,C01523,D01182,23.02,Meerut
BH003585,C01031,D00967,57.74,Mangalore
BH003586,C00534,D01302,78.48,Raiganj
BH003587,C00149,D01052,99.27,Chittoor
BH003588,C00420,D00522,79.34,Gandhidham
BH003589,C00576,D00932,66.9,Hajipur
BH003590,C01587,D00756,99.15,Ajmer
BH003591,C00269,D00458,49.08,Panchkula
BH003592,C01091,D01092,28.84,Raiganj
BH003593,C01546,D01073,27.3,Jaunpur
BH003594,C00203,D00494,14.47,Serampore
BH003595,C00263,D00304,64.87,Medininagar
BH003596,C00822,D00517,63.39,Begusarai
BH003597,C01712,D00809,98.72,Satna
BH003598,C01570,D00476,21.11,Bhagalpur
BH003599,C01439,D01351,77.4,Srinagar
BH003600,C00541,D00952,79.35,Bally
BH003601,C00879,D00592,58.79,Udaipur
BH003602,C00810,D00303,18.66,Pallavaram
BH003603,C01101,D01435,75.84,Allahabad
BH003604,C01035,D01010,78.02,Unnao
BH003605,C01326,D00036,55.67,Burhanpur
BH003606,C00065,D00794,40.32,Bharatpur
BH003607,C01380,D01093,23.48,Ahmedabad
BH003608,C00818,D00070,25.64,Guna
BH003609,C00157,D00682,21.48,Ozhukarai
BH003610,C00442,D00703,58.48,Bikaner
BH003611,C01962,D00863,9.13,Singrauli
BH003612,C01392,D00449,34.61,Chapra
BH003613,C00326,D00410,99.33,Bidhannagar
BH003614,C01530,D00181,28.25,Sagar
BH003615,C01161,D00493,18.6,Dindigul
BH003616,C01283,D00487,18.92,Shimla
BH003617,C00722,D00075,32.41,Guna
BH003618,C01692,D00110,90.63,Etawah
BH003619,C01753,D00632,54.08,Karawal Nagar
BH003620,C00140,D00363,16.66,Ichalkaranji
BH003621,C01752,D00755,62.88,Guntakal
BH003622,C01847,D01438,52.19,Bally
BH003623,C00429,D00386,59.07,Suryapet
BH003624,C00390,D01375,71.22,Gaya
BH003625,C00446,D01391,57.47,Pudukkottai
BH003626,C01181,D00835,47.92,Rampur
BH003627,C00450,D01104,48.33,Rajkot
BH003628,C00592,D00583,67.3,Machilipatnam
BH003629,C01341,D01171,43.63,Tinsukia
BH003630,C01550,D01054,22.14,Hosur
BH003631,C01785,D00036,68.31,Lucknow
BH003632,C00777,D00169,76.72,Darbhanga
BH003633,C00590,D00229,33.7,Proddatur
BH003634,C01757,D00354,51.3,Kollam
BH003635,C01702,D00395,27.95,Guna
BH003636,C00524,D00149,6.97,Jodhpur
BH003637,C01047,D00247,66.73,Darbhanga
BH003638,C00069,D01171,54.92,Howrah
BH003639,C01138,D00589,50.73,Salem
BH003640,C01474,D01177,28.65,Panihati
BH003641,C01553,D00877,97.38,Muzaffarpur
BH003642,C01618,D00130,40.52,Warangal
BH003643,C00980,D01426,44.64,Berhampur
BH003644,C01427,D00825,92.45,Bhimavaram
BH003645,C00675,D01462,36.6,Mira-Bhayandar
BH003646,C00244,D00027,37.46,Tezpur
BH003647,C01470,D01258,0.46,Ahmedabad
BH003648,C01315,D01143,91.52,Suryapet
BH003649,C01504,D00672,7.41,Ramgarh
BH003650,C00817,D01453,0.45,Kulti
BH003651,C01702,D00395,2.23,Rajkot
BH003652,C01620,D00908,68.16,Nangloi Jat
BH003653,C00631,D00927,27.9,Bardhaman
BH003654,C00152,D01330,31.98,Guntakal
BH003655,C00430,D00296,94.17,Bettiah
BH003656,C00604,D00496,38.57,Kanpur
BH003657,C00624,D01400,63.75,Gwalior
BH003658,C01644,D01170,75.51,Thiruvananthapuram
BH003659,C01873,D01185,22.05,Gwalior
BH003660,C00979,D01469,35.66,Raebareli
BH003661,C00434,D00049,78.1,Kottayam
BH003662,C00356,D00796,65.69,Hyderabad
BH003663,C00249,D01485,80.05,Phusro
BH003664,C00572,D00148,46.63,Jalandhar
BH003665,C00698,D00818,89.14,Anand
BH003666,C00821,D00101,47.71,Hajipur
BH003667,C01131,D00053,82.5,Indore
BH003668,C00393,D01154,63.69,Kulti
BH003669,C01438,D00177,42.44,Aurangabad
BH003670,C00446,D00086,47.16,Kakinada
BH003671,C00852,D00921,7.17,Raebareli
BH003672,C00956,D01398,18.08,Dehradun
BH003673,C00433,D00429,72.39,Tirupati
BH003674,C00839,D00989,44.04,Phagwara
BH003675,C00636,D00184,82.81,Mango
BH003676,C01922,D00821,52.57,Sangli-Miraj & Kupwad
BH003677,C00895,D00701,36.33,Srikakulam
BH003678,C01534,D01269,98.28,Sangli-Miraj & Kupwad
BH003679,C00462,D01442,57.19,Solapur
BH003680,C01928,D00879,39.51,Asansol
BH003681,C01564,D00170,83.97,Navi Mumbai
BH003682,C01201,D00495,18.21,Motihari
BH003683,C01995,D00243,7.71,Tirunelveli
BH003684,C01291,D01241,96.0,Hosur
BH003685,C01281,D01136,95.88,Kirari Suleman Nagar
BH003686,C00232,D00406,10.81,Guwahati
BH003687,C00290,D01202,69.87,Sikar
BH003688,C00233,D01019,48.55,Chandigarh
BH003689,C01990,D00223,55.24,Lucknow
BH003690,C00800,D00806,25.17,Kamarhati
BH003691,C01548,D00014,81.33,Malegaon
BH003692,C01100,D00111,68.82,Bidhannagar
BH003693,C01875,D00548,99.89,Jalna
BH003694,C00351,D01047,58.43,Danapur
BH003695,C01235,D00027,77.59,Miryalaguda
BH003696,C01930,D01428,54.87,Tadipatri
BH003697,C01556,D00906,12.77,Gorakhpur
BH003698,C01123,D01362,76.75,Ramagundam
BH003699,C01052,D01100,56.82,Gopalpur
BH003700,C00019,D00559,92.64,Unnao
BH003701,C00762,D00333,77.45,Chandrapur
BH003702,C00493,D00572,60.77,Shimla
BH003703,C00834,D01477,0.33,Bidhannagar
BH003704,C01108,D01114,6.24,Srinagar
BH003705,C01780,D00164,25.61,Pimpri-Chinchwad
BH003706,C01351,D00113,55.97,Rewa
BH003707,C00638,D00533,87.57,Tenali
BH003708,C01060,D00875,7.24,Saharanpur
BH003709,C01042,D00278,76.88,Nizamabad
BH003710,C01010,D00449,47.96,Pondicherry
BH003711,C00827,D01161,74.14,Delhi
BH003712,C01324,D01066,64.59,Nashik
BH003713,C00851,D01211,43.57,Tinsukia
BH003714,C00456,D01114,66.72,Dewas
BH003715,C00016,D00866,52.0,Bulandshahr
BH003716,C01144,D00054,16.39,Bulandshahr
BH003717,C00323,D00811,89.83,Uluberia
BH003718,C00715,D01292,78.76,Malegaon
BH003719,C01164,D01279,55.14,Malda
BH003720,C01083,D00434,29.93,Amaravati
BH003721,C01764,D00055,93.5,Muzaffarnagar
BH003722,C01284,D01127,28.43,Dharmavaram
BH003723,C01897,D00024,67.88,Motihari
BH003724,C01671,D00711,27.3,Bhiwandi
BH003725,C01590,D00217,79.32,Shimla
BH003726,C01365,D00452,64.66,Vijayawada
BH003727,C00177,D00699,33.37,Raebareli
BH003728,C00694,D00287,66.68,Bahraich
BH003729,C01022,D01135,48.98,Tenali
BH003730,C01532,D00415,54.03,Kozhikode
BH003731,C01877,D01462,25.63,Gaya
BH003732,C00307,D00732,47.92,Mango
BH003733,C00629,D01406,49.79,Mau
BH003734,C00033,D00536,39.23,Kalyan-Dombivli
BH003735,C01408,D01095,80.84,Kakinada
BH003736,C00849,D00972,12.96,Alappuzha
BH003737,C00235,D00467,29.55,Durg
BH003738,C01323,D00741,44.32,Shimla
BH003739,C01499,D00802,77.67,Madhyamgram
BH003740,C00590,D00229,91.53,Orai
BH003741,C01926,D00537,3.15,Muzaffarpur
BH003742,C01751,D01017,94.65,Aizawl
BH003743,C01685,D00298,62.92,Giridih
BH003744,C01175,D00549,0.37,Jalgaon
BH003745,C01574,D00664,80.49,Junagadh
BH003746,C01086,D01433,67.59,Gulbarga
BH003747,C00258,D00660,60.56,Coimbatore
BH003748,C00381,D00983,49.43,Bhilai
BH003749,C01910,D01277,63.66,Hubli–Dharwad
BH003750,C00315,D00466,5.36,Ramagundam
BH003751,C00203,D01087,20.55,Vasai-Virar
BH003752,C01007,D00898,23.66,Arrah
BH003753,C01879,D01190,86.98,Nagaon
BH003754,C01391,D00001,69.58,Bongaigaon
BH003755,C01358,D00165,71.59,Ranchi
BH003756,C01866,D01220,5.77,Panihati
BH003757,C01792,D00684,45.37,Madurai
BH003758,C00943,D00552,62.96,Uluberia
BH003759,C00588,D01407,42.61,Katni
BH003760,C00028,D01001,39.86,Kolhapur
BH003761,C00612,D00837,6.59,Ongole
BH003762,C01896,D00133,73.48,Berhampore
BH003763,C00512,D00231,42.24,Kolkata
BH003764,C01548,D00979,77.95,Bangalore
BH003765,C00390,D01375,38.12,Rohtak
BH003766,C01249,D00350,11.19,Begusarai
BH003767,C00841,D01349,13.87,Giridih
BH003768,C01456,D00514,13.23,Naihati
BH003769,C00494,D01438,70.27,Vijayanagaram
BH003770,C00705,D00109,70.16,Buxar
BH003771,C01721,D00440,85.8,Kakinada
BH003772,C01649,D01080,73.01,Saharsa
BH003773,C00395,D00475,19.79,Bellary
BH003774,C01127,D00170,82.88,Srinagar
BH003775,C01335,D00775,97.51,Dehradun
BH003776,C00766,D00970,92.78,Khandwa
BH003777,C01397,D00447,36.35,Alwar
BH003778,C00069,D01321,45.92,Karaikudi
BH003779,C01057,D00678,89.93,Ajmer
BH003780,C01393,D00488,23.86,Chinsurah
BH003781,C00397,D01225,31.09,Tezpur
BH003782,C00667,D00807,34.77,Katihar
BH003783,C01555,D00922,74.89,Bhimavaram
BH003784,C00869,D01487,51.38,Chandrapur
BH003785,C01984,D00871,57.0,Sultan Pur Majra
BH003786,C00825,D00663,77.72,Saharsa
BH003787,C01583,D00920,54.89,Alwar
BH003788,C00109,D00997,15.51,Muzaffarnagar
BH003789,C00677,D00087,34.92,Jorhat
BH003790,C01285,D00095,87.97,Kurnool
BH003791,C00925,D01088,12.92,Mumbai
BH003792,C00825,D00273,62.28,Bhiwandi
BH003793,C01611,D01267,18.83,Suryapet
BH003794,C01984,D00268,90.17,Jamalpur
BH003795,C01884,D01144,13.09,Durgapur
BH003796,C01770,D01373,96.96,Ichalkaranji
BH003797,C00995,D00940,57.18,Rajahmundry
BH003798,C00125,D01091,6.85,Bhatpara
BH003799,C00680,D01388,69.18,Jamalpur
BH003800,C00124,D00851,60.03,Ulhasnagar
BH003801,C00771,D00482,0.19,Dharmavaram
BH003802,C01905,D00085,99.94,Vellore
BH003803,C01008,D00036,11.09,Jamshedpur
BH003804,C00264,D01084,5.55,Junagadh
BH003805,C00242,D00482,72.32,Nellore
BH003806,C00412,D01281,98.11,Faridabad
BH003807,C01312,D00290,40.39,Bijapur
BH003808,C01408,D01095,62.9,Bhind
BH003809,C01557,D00284,92.21,Dindigul
BH003810,C01036,D00034,7.82,Pimpri-Chinchwad
BH003811,C00718,D00711,41.46,Kolhapur
BH003812,C01727,D00391,55.49,Jehanabad
BH003813,C01004,D01410,95.4,Faridabad
BH003814,C00069,D01321,20.56,Gopalpur
BH003815,C00921,D00113,74.46,Bangalore
BH003816,C01087,D00546,13.25,Kishanganj
BH003817,C01768,D00868,33.78,Jamshedpur
BH003818,C00913,D01218,22.11,Tezpur
BH003819,C00882,D00249,13.18,Giridih
BH003820,C01204,D01486,72.5,Panihati
BH003821,C00077,D00796,72.31,Belgaum
BH003822,C01880,D00727,86.46,Tirunelveli
BH003823,C00546,D01228,15.47,Nagercoil
BH003824,C00270,D00730,21.7,Begusarai
BH003825,C00191,D01499,29.23,Bhind
BH003826,C00178,D00145,49.98,Hazaribagh
BH003827,C01867,D01328,2.17,South Dumdum
BH003828,C01199,D01035,54.9,Chapra
BH003829,C01616,D01472,8.09,Rampur
BH003830,C01640,D00535,15.34,Nagercoil
BH003831,C01284,D01083,39.55,Ambala
BH003832,C00654,D01123,41.74,Coimbatore
BH003833,C00724,D00315,50.0,Mumbai
BH003834,C01550,D01054,48.22,Thiruvananthapuram
BH003835,C01262,D00239,17.82,Jodhpur
BH003836,C00814,D00840,0.21,Solapur
BH003837,C00080,D00088,72.49,Indore
BH003838,C00703,D01311,5.42,Bhalswa Jahangir Pur
BH003839,C00165,D00834,42.99,Kozhikode
BH003840,C00240,D00663,17.15,Amroha
BH003841,C01097,D00770,36.03,Karawal Nagar
BH003842,C01699,D01084,2.9,Pimpri-Chinchwad
BH003843,C00733,D00857,87.91,Nizamabad
BH003844,C01263,D00874,0.91,Mumbai
BH003845,C01456,D01417,73.07,Bahraich
BH003846,C00381,D00983,58.95,Hindupur
BH003847,C00994,D00325,12.96,Vadodara
BH003848,C01451,D00260,29.52,Sagar
BH003849,C00515,D00984,71.98,Agra
BH003850,C01342,D00516,41.02,Ambala
BH003851,C00294,D00291,29.16,Surat
BH003852,C00244,D00631,92.41,Ambattur
BH003853,C01755,D01209,94.15,Sri Ganganagar
BH003854,C01781,D00590,51.79,Mysore
BH003855,C01786,D00715,71.65,Sambhal
BH003856,C01400,D00101,25.05,Guwahati
BH003857,C01265,D01066,24.14,Katihar
BH003858,C00069,D01171,14.74,Hosur
BH003859,C00232,D00691,53.67,Nagercoil
BH003860,C00467,D00142,21.18,Warangal
BH003861,C00346,D00612,75.94,Amaravati
BH003862,C00881,D00157,48.92,Ujjain
BH003863,C00957,D00011,36.25,Kalyan-Dombivli
BH003864,C01211,D00398,96.04,Bokaro
BH003865,C00911,D00016,40.69,Miryalaguda
BH003866,C01164,D01279,32.69,Rampur
BH003867,C01237,D01019,93.81,Kota
BH003868,C01152,D01154,13.56,Karaikudi
BH003869,C00638,D00751,69.61,Agartala
BH003870,C01907,D00310,92.58,New Delhi
BH003871,C01619,D01408,65.9,Parbhani
BH003872,C00467,D01029,99.09,Tiruchirappalli
BH003873,C00527,D00538,69.59,Jabalpur
BH003874,C01711,D01144,48.36,Panvel
BH003875,C01148,D01304,22.89,Nagercoil
BH003876,C00895,D00701,50.01,Karnal
BH003877,C00791,D00801,33.68,Srikakulam
