transaction_id,customer_id,device_id,receiver_account,transaction_amount,transaction_timestamp,fraud_flag
T0007675,C00338,D01333,B000312,109.36,2026-04-26 12:04:38,0
T0007676,C01069,D00605,B001632,129.37,2025-09-15 11:35:43,1
T0007677,C01423,D00060,B001544,207.53,2026-03-27 22:08:43,0
T0007678,C01946,D01432,B002585,501.54,2025-10-13 19:01:57,0
T0007679,C01538,D00917,B002955,11.46,2025-09-05 08:44:46,0
T0007680,C01743,D01088,B000809,8.24,2025-06-15 00:30:44,0
T0007681,C01877,D00470,B001246,416.01,2025-08-01 07:50:19,0
T0007682,C01710,D00583,B000272,113.21,2025-11-22 14:55:37,0
T0007683,C01869,D01382,B000312,143.14,2025-11-27 13:03:19,0
T0007684,C01890,D01311,B000121,98.79,2026-01-05 14:04:49,0
T0007685,C00573,D01128,B001848,14.75,2025-11-23 23:01:32,1
T0007686,C00829,D00514,B000998,219.21,2025-07-03 14:39:57,0
T0007687,C01481,D00382,B000838,206.29,2025-07-24 21:20:23,0
T0007688,C01298,D00862,B001198,56.03,2025-12-19 04:42:55,0
T0007689,C00901,D01272,B002345,54.84,2025-06-23 10:54:13,0
T0007690,C01785,D00051,B000307,272.88,2025-08-28 09:33:26,0
T0007691,C01605,D00951,B002701,11.27,2025-06-17 19:12:33,0
T0007692,C01490,D00361,B002629,319.43,2026-04-12 22:00:39,0
T0007693,C00202,D00514,B002028,44.49,2026-05-29 19:59:47,0
T0007694,C01828,D00994,B000547,134.84,2026-01-05 10:04:33,0
T0007695,C00698,D00997,B001381,412.32,2025-09-25 02:05:43,0
T0007696,C01500,D00399,B001728,170.04,2026-03-10 18:13:46,0
T0007697,C00461,D00071,B000248,80.28,2026-03-15 22:36:15,0
T0007698,C01489,D00344,B000329,175.45,2025-11-18 22:28:31,0
T0007699,C00860,D00881,B002115,63.23,2025-11-06 11:32:20,0
T0007700,C00986,D00842,B001984,48.71,2025-09-26 13:27:27,1
T0007701,C00869,D00673,B002177,856.32,2025-06-23 14:31:09,0
T0007702,C00888,D00986,B000878,208.42,2026-01-23 03:34:33,0
T0007703,C00762,D00333,B002770,155.23,2025-07-23 16:31:35,0
T0007704,C00949,D00542,B002357,65.84,2026-03-29 17:17:27,0
T0007705,C01982,D00654,B002686,7.56,2025-08-22 12:17:56,0
T0007706,C01614,D00494,B002955,4.73,2026-05-18 09:40:32,0
T0007707,C00003,D00454,B000006,121.18,2026-03-30 10:42:45,0
T0007708,C01325,D01347,B001737,215.34,2025-06-21 13:17:23,0
T0007709,C01509,D01423,B000750,115.63,2025-08-23 02:25:21,0
T0007710,C01737,D00570,B000001,275.63,2025-06-17 02:56:50,0
T0007711,C00022,D01000,B002036,5.1,2025-08-30 17:09:25,0
T0007712,C01546,D01073,B001175,68.53,2026-03-07 19:39:47,0
T0007713,C01949,D00640,B001260,40.59,2026-01-30 19:51:30,0
T0007714,C00180,D00250,B002214,88.93,2025-08-30 08:32:40,0
T0007715,C01323,D01332,B001246,11.27,2026-03-21 13:00:59,0
T0007716,C01047,D00575,B002467,462.3,2026-02-13 06:25:55,0
T0007717,C01432,D00748,B000673,37.9,2025-08-30 12:07:26,0
T0007718,C00342,D00231,B001650,383.25,2025-08-31 00:13:28,0
T0007719,C00053,D00903,B001927,83.24,2025-10-07 21:21:01,0
T0007720,C01987,D01298,B001176,635.29,2026-05-15 20:28:31,0
T0007721,C01445,D01163,B001329,121.14,2025-12-08 04:12:38,0
T0007722,C01188,D00800,B001715,400.68,2026-02-15 12:23:13,0
T0007723,C00037,D00981,B000529,0.8,2026-03-16 15:27:45,0
T0007724,C00709,D00083,B001060,206.89,2025-10-19 23:08:26,1
T0007725,C00336,D00686,B000978,350.03,2025-09-21 15:07:40,0
T0007726,C00765,D00886,B001292,22.57,2025-09-23 23:20:13,0
T0007727,C01514,D01323,B001174,15.16,2026-05-30 19:59:44,0
T0007728,C00309,D01009,B000596,82.9,2025-11-13 21:57:57,0
T0007729,C00519,D00795,B000010,406.99,2025-09-01 14:46:09,0
T0007730,C01138,D01106,B002058,117.26,2026-03-08 04:31:40,1
T0007731,C01970,D00279,B000410,112.44,2025-06-10 19:28:16,0
T0007732,C01077,D00326,B002577,22.82,2026-02-24 07:58:44,0
T0007733,C01204,D01486,B001594,0.12,2025-08-31 01:10:00,0
T0007734,C01236,D00684,B002621,249.22,2025-10-29 07:00:09,0
T0007735,C01630,D00342,B001007,13.75,2025-07-28 00:30:32,0
T0007736,C01484,D00062,B001760,150.71,2026-03-27 22:44:53,0
T0007737,C00431,D01424,B002169,369.09,2025-10-20 22:58:13,0
T0007738,C01051,D00192,B000862,35.1,2025-12-27 02:43:48,0
T0007739,C01475,D01019,B000420,164.17,2025-11-07 21:01:53,0
T0007740,C00776,D00207,B000582,12.3,2026-03-24 18:32:57,0
T0007741,C00077,D00796,B002601,138.86,2025-06-12 23:17:14,0
T0007742,C01456,D01040,B001966,26.86,2026-02-13 18:43:05,0
T0007743,C01005,D00977,B001475,199.74,2026-03-18 10:30:06,0
T0007744,C01188,D00800,B002116,53.77,2025-08-01 21:09:06,0
T0007745,C01874,D01302,B002062,93.37,2026-04-14 16:27:25,0
T0007746,C01903,D00545,B002527,137.23,2026-02-16 18:04:23,0
T0007747,C00118,D00744,B002948,28.18,2025-08-25 00:40:58,0
T0007748,C01358,D00601,B000362,203.01,2026-01-25 18:24:13,0
T0007749,C00921,D00113,B001820,54.07,2025-07-15 04:08:59,0
T0007750,C01103,D01190,B002748,162.87,2025-07-25 16:14:46,0
T0007751,C01437,D01381,B000425,25.85,2026-02-27 19:16:35,0
T0007752,C00093,D00629,B001794,174.77,2026-03-05 09:34:55,0
T0007753,C00882,D00249,B001481,20.58,2025-08-30 09:13:36,0
T0007754,C00996,D00418,B001971,83.1,2026-05-13 08:38:45,0
T0007755,C00525,D01284,B000227,42.59,2026-05-09 23:17:12,0
T0007756,C00495,D00138,B002278,206.97,2025-11-02 07:58:43,0
T0007757,C01021,D00007,B000446,45.58,2025-07-12 00:42:49,0
T0007758,C00561,D00390,B001675,320.2,2026-03-23 21:01:06,0
T0007759,C00167,D00536,B001234,333.59,2025-10-04 02:07:42,1
T0007760,C00488,D01153,B000748,32.81,2025-12-17 03:27:30,0
T0007761,C00826,D01449,B001427,142.73,2025-07-23 14:16:58,0
T0007762,C00302,D00140,B002144,13.77,2025-08-04 15:21:28,0
T0007763,C00024,D00810,B002773,74.52,2025-06-09 01:18:27,0
T0007764,C01728,D01126,B002917,187.41,2026-03-20 05:59:41,0
T0007765,C01075,D01407,B000056,161.57,2026-01-10 14:27:37,0
T0007766,C01870,D01229,B002813,147.0,2025-11-10 17:04:44,0
T0007767,C01165,D01077,B001097,49.81,2025-06-21 05:33:23,0
T0007768,C01796,D00807,B001339,71.23,2025-09-14 06:37:15,1
T0007769,C00548,D00187,B001914,16.3,2026-01-13 05:06:36,0
T0007770,C00707,D01226,B000925,190.42,2026-03-17 17:43:46,0
T0007771,C01949,D00640,B001564,105.14,2026-04-05 03:41:53,0
T0007772,C01267,D01245,B000252,185.04,2026-05-05 04:15:30,0
T0007773,C01478,D01090,B001822,42.94,2025-12-18 16:01:43,0
T0007774,C00307,D00732,B001759,58.83,2025-06-10 15:10:12,0
T0007775,C01859,D00897,B000347,61.02,2026-01-15 06:05:44,0
T0007776,C00664,D00667,B000140,3.91,2025-06-22 08:26:43,1
T0007777,C01018,D00517,B001489,62.57,2025-09-08 02:17:06,0
T0007778,C01754,D00760,B002505,243.91,2026-03-31 22:42:09,0
T0007779,C01829,D00546,B000997,341.39,2025-10-12 08:06:18,0
T0007780,C01417,D00352,B000444,109.54,2026-02-17 03:26:31,0
T0007781,C00493,D00572,B002776,91.18,2026-02-28 10:43:20,1
T0007782,C01906,D00530,B000289,4.7,2025-12-04 03:50:48,0
T0007783,C01960,D01492,B000027,317.05,2025-11-22 11:35:36,1
T0007784,C00825,D00273,B002531,1.96,2025-08-02 07:34:16,0
T0007785,C01948,D00639,B001419,434.38,2025-06-23 16:33:46,0
T0007786,C00449,D01435,B001059,100.77,2025-06-17 00:15:06,0
T0007787,C00729,D00565,B000869,62.77,2026-03-10 02:13:48,0
T0007788,C00197,D00386,B002196,386.99,2025-12-28 18:17:15,0
T0007789,C00634,D01006,B000777,3.7,2025-08-31 00:06:39,0
T0007790,C01585,D00014,B002687,130.63,2025-11-06 05:57:42,0
T0007791,C00916,D01130,B000816,119.42,2026-05-31 03:08:39,0
T0007792,C00107,D00843,B001298,37.14,2026-04-20 02:17:09,0
T0007793,C00670,D00271,B001431,84.03,2025-08-10 20:40:25,0
T0007794,C01380,D01093,B002902,158.45,2025-10-27 12:52:42,1
T0007795,C01720,D01342,B000855,194.81,2026-04-22 04:08:39,0
T0007796,C00230,D00034,B002126,0.11,2025-12-06 03:04:26,0
T0007797,C00597,D01134,B002059,414.34,2026-05-11 21:41:15,0
T0007798,C00131,D00081,B000102,26.96,2025-09-25 03:55:54,0
T0007799,C01184,D01480,B002173,39.9,2025-08-13 19:27:09,0
T0007800,C00565,D00597,B001806,45.87,2025-08-20 07:02:08,0
T0007801,C01650,D01005,B002378,5.78,2025-08-16 17:14:33,0
T0007802,C00813,D00656,B000961,19.7,2025-10-20 08:49:35,1
T0007803,C01315,D01433,B000232,644.1,2025-10-08 01:28:35,0
T0007804,C00154,D00920,B002412,56.8,2026-01-28 02:56:37,0
T0007805,C01147,D00536,B002339,18.38,2025-08-03 13:14:46,0
T0007806,C01337,D00444,B001674,16.97,2025-07-12 02:34:51,0
T0007807,C00725,D01463,B002512,190.66,2026-01-04 18:02:28,0
T0007808,C00140,D00363,B000064,289.21,2025-07-15 01:29:52,0
T0007809,C00496,D00539,B001261,44.55,2025-07-12 04:59:25,0
T0007810,C01275,D00894,B002628,3.17,2025-07-19 10:55:05,0
T0007811,C00106,D00406,B001039,37.86,2026-04-05 05:05:47,0
T0007812,C00627,D01465,B002115,8.73,2025-12-03 20:11:30,0
T0007813,C00461,D00071,B002977,16.37,2025-12-06 07:13:19,1
T0007814,C00761,D00613,B002394,84.72,2025-08-08 08:40:13,0
T0007815,C00633,D00781,B000443,39.19,2025-10-29 13:43:36,0
T0007816,C01760,D00890,B002756,108.83,2025-12-29 15:57:17,0
T0007817,C00453,D00779,B002115,43.85,2025-11-15 05:56:32,0
T0007818,C01761,D00091,B000227,423.36,2025-06-17 04:20:37,0
T0007819,C01700,D00406,B000444,354.58,2026-04-12 01:23:34,0
T0007820,C01709,D00206,B002852,125.49,2025-11-07 15:55:55,0
T0007821,C00676,D00332,B002354,65.64,2026-05-22 05:15:53,0
T0007822,C01648,D01366,B001019,71.98,2025-12-26 03:16:12,0
T0007823,C01898,D00791,B001092,79.62,2025-08-03 18:36:47,0
T0007824,C00312,D00184,B000171,195.06,2025-12-29 01:50:26,0
T0007825,C00667,D00807,B000312,90.12,2026-01-07 04:03:42,0
T0007826,C01499,D00552,B000075,291.45,2026-06-01 09:19:52,0
T0007827,C00056,D00294,B001115,432.61,2026-06-04 13:43:58,0
T0007828,C01863,D00192,B002768,61.41,2026-05-29 09:07:10,0
T0007829,C00345,D01168,B002591,123.38,2026-05-15 11:17:58,0
T0007830,C00268,D00746,B002760,14.98,2026-04-07 12:14:51,0
T0007831,C00994,D00126,B002591,33.56,2025-12-29 23:43:27,0
T0007832,C00224,D00649,B001022,80.03,2025-08-15 23:22:03,1
T0007833,C01856,D00247,B001078,34.64,2025-11-11 08:28:12,0
T0007834,C00333,D01276,B000054,313.8,2026-05-27 02:51:18,0
T0007835,C00791,D00801,B000741,25.85,2026-01-04 00:05:32,0
T0007836,C00542,D01097,B001493,91.23,2025-06-20 19:50:23,0
T0007837,C00827,D01434,B002177,139.6,2026-03-25 08:22:47,1
T0007838,C01349,D01368,B000167,176.58,2025-08-05 06:33:53,1
T0007839,C01466,D00917,B002359,72.45,2026-03-12 07:26:38,0
T0007840,C01886,D00220,B001342,305.0,2025-09-27 00:03:06,0
T0007841,C00763,D00986,B001287,126.01,2026-02-23 03:46:55,0
T0007842,C01403,D00194,B000437,86.84,2026-06-03 03:05:17,0
T0007843,C00102,D01422,B002919,10.44,2025-09-03 05:57:42,0
T0007844,C01269,D00316,B002173,93.74,2025-06-26 16:00:23,0
T0007845,C01785,D00403,B002600,257.83,2025-11-27 03:30:55,0
T0007846,C01721,D00440,B001111,143.0,2026-03-08 05:16:19,0
T0007847,C00190,D00961,B001861,267.71,2026-03-29 04:12:17,0
T0007848,C00008,D01412,B001700,102.19,2025-07-31 18:59:55,0
T0007849,C01866,D00826,B002197,18.91,2025-11-19 03:38:19,0
T0007850,C00595,D00547,B000963,2.06,2025-07-14 12:10:53,0
T0007851,C01299,D00608,B002033,54.19,2025-11-19 00:03:49,0
T0007852,C00739,D00449,B001443,179.59,2025-07-22 01:56:46,0
T0007853,C00094,D00805,B001129,234.28,2026-01-16 23:12:59,0
T0007854,C01585,D00847,B002299,52.59,2025-07-18 02:08:50,0
T0007855,C00877,D01494,B001758,102.67,2025-06-30 14:28:22,0
T0007856,C01046,D01204,B000442,82.0,2026-05-08 08:37:13,0
T0007857,C00803,D00628,B000657,79.28,2026-03-12 23:28:35,0
T0007858,C00479,D00012,B001373,39.47,2026-02-17 04:39:44,0
T0007859,C00123,D00312,B000823,21.99,2025-11-30 13:56:10,0
T0007860,C00739,D00989,B000317,32.85,2025-08-31 12:24:53,0
T0007861,C00404,D00303,B000448,8.54,2026-01-30 18:51:18,0
T0007862,C01837,D00541,B002076,33.12,2026-01-16 12:42:06,0
T0007863,C00385,D00954,B002367,1.39,2025-10-28 15:11:04,0
T0007864,C00913,D01218,B000929,148.03,2025-12-18 03:56:33,0
T0007865,C01821,D00459,B001558,57.05,2025-10-26 15:30:46,1
T0007866,C01432,D00748,B000697,542.59,2026-01-21 11:22:05,0
T0007867,C01119,D01120,B002141,32.3,2025-07-04 20:02:14,0
T0007868,C01911,D00183,B000493,63.66,2026-05-30 10:43:52,0
T0007869,C01445,D00671,B002789,66.44,2025-07-30 09:55:17,0
T0007870,C00031,D00816,B001831,1.27,2026-01-28 06:52:01,0
T0007871,C01773,D01475,B001953,274.15,2025-10-07 21:45:36,0
T0007872,C01288,D00110,B001996,4.88,2026-03-25 22:48:44,0
T0007873,C00700,D00949,B002342,422.46,2026-05-30 04:18:42,0
T0007874,C00114,D00109,B000995,333.95,2025-09-13 01:06:10,0
T0007875,C00538,D00064,B000354,115.03,2026-03-07 21:04:25,0
T0007876,C01224,D01482,B001283,117.66,2025-08-14 20:09:29,1
T0007877,C01839,D00105,B001512,159.1,2026-02-28 20:04:17,0
T0007878,C01053,D00494,B002242,73.42,2025-11-09 11:05:08,0
T0007879,C00137,D01008,B000357,156.29,2026-02-09 05:42:28,0
T0007880,C00099,D00692,B000481,6.87,2025-09-30 01:39:44,0
T0007881,C00667,D00807,B002017,8.33,2026-04-19 07:32:22,0
T0007882,C00716,D00050,B001944,91.66,2025-11-16 08:21:41,0
T0007883,C00196,D01434,B002758,119.65,2025-10-07 13:22:17,0
T0007884,C01403,D00194,B001437,328.14,2026-02-04 00:56:53,0
T0007885,C00467,D00142,B002121,16.58,2025-11-01 22:30:16,0
T0007886,C01483,D01425,B000294,259.44,2026-03-05 22:20:16,0
T0007887,C01038,D00474,B002512,35.37,2026-06-04 01:29:36,0
T0007888,C01176,D00318,B000419,75.15,2026-03-16 14:43:33,0
T0007889,C00613,D00907,B002388,57.1,2025-07-29 18:35:42,0
T0007890,C00573,D00806,B000776,76.66,2025-07-27 10:42:57,0
T0007891,C01757,D00354,B000149,24.47,2025-12-29 07:39:43,0
T0007892,C00957,D00011,B001747,105.05,2026-04-07 11:38:25,0
T0007893,C01731,D00532,B000989,242.65,2025-06-08 20:28:31,0
T0007894,C01063,D00200,B002216,87.38,2025-07-02 11:37:07,0
T0007895,C00287,D00561,B000801,101.18,2026-02-05 06:47:40,0
T0007896,C00048,D00947,B000072,283.34,2025-06-12 17:01:14,0
T0007897,C01482,D00756,B001395,183.66,2025-06-27 14:06:46,1
T0007898,C00045,D01165,B000553,101.14,2025-06-27 12:27:20,1
T0007899,C00733,D00857,B002518,44.7,2025-08-20 12:28:49,1
T0007900,C00172,D00498,B000217,324.33,2026-01-28 15:17:36,1
T0007901,C01010,D00449,B000569,129.06,2026-05-25 00:26:28,0
T0007902,C00936,D00101,B002033,37.49,2025-07-21 08:24:16,0
T0007903,C00874,D00347,B000243,47.03,2025-06-26 14:33:30,0
T0007904,C00426,D00836,B001581,243.78,2026-04-20 17:04:47,0
T0007905,C00680,D01388,B000958,6.77,2026-04-08 21:27:33,0
T0007906,C00671,D01248,B002691,725.99,2025-08-27 08:59:25,0
T0007907,C00533,D01260,B001409,20.95,2025-12-11 03:26:32,0
T0007908,C01969,D01173,B000778,238.5,2025-09-07 10:05:32,0
T0007909,C01728,D00669,B002943,75.32,2025-11-21 13:29:19,0
T0007910,C01658,D00092,B001724,101.65,2025-08-06 23:28:11,1
T0007911,C00778,D00018,B002499,318.85,2025-11-24 09:15:36,0
T0007912,C01448,D01397,B001046,79.89,2025-11-25 04:55:17,0
T0007913,C01435,D00370,B001828,115.66,2025-10-05 14:40:02,0
T0007914,C00235,D00467,B000283,7.58,2025-07-25 10:30:45,0
T0007915,C01751,D00831,B001779,0.35,2026-01-21 00:07:27,0
T0007916,C00636,D00184,B000641,42.12,2025-10-10 18:07:58,0
T0007917,C01893,D00880,B000710,171.19,2025-12-31 09:32:37,0
T0007918,C00087,D00817,B002646,19.39,2025-07-31 13:27:20,0
T0007919,C00376,D00030,B001064,18.12,2026-04-14 22:48:30,0
T0007920,C01743,D01332,B002524,79.39,2025-10-27 13:33:25,0
T0007921,C01324,D01066,B001232,156.55,2026-02-25 13:36:23,0
T0007922,C01853,D01355,B000262,186.76,2026-06-03 07:15:05,0
T0007923,C00571,D00300,B002444,29.48,2025-08-21 17:53:37,0
T0007924,C00912,D00275,B001501,12.44,2025-12-06 16:54:22,0
T0007925,C00333,D00545,B002102,423.01,2026-03-17 05:40:32,0
T0007926,C01266,D00740,B000827,45.3,2025-11-10 01:24:59,0
T0007927,C00877,D01494,B001422,287.95,2025-10-07 16:49:33,0
T0007928,C00120,D00694,B002512,298.71,2025-11-26 12:42:57,1
T0007929,C00262,D00642,B002638,222.11,2026-04-18 15:01:02,0
T0007930,C01434,D01350,B000862,27.74,2025-09-12 23:56:44,0
T0007931,C01394,D00272,B001235,258.73,2026-01-09 04:36:19,0
T0007932,C01048,D01206,B001376,219.96,2026-03-06 20:20:24,0
T0007933,C01589,D00355,B001860,136.22,2026-05-16 08:08:34,0
T0007934,C01038,D00474,B002132,61.69,2025-09-13 22:25:12,0
T0007935,C01151,D00830,B001523,45.68,2025-06-20 15:28:07,0
T0007936,C00441,D00022,B000788,19.5,2026-02-10 17:35:01,0
T0007937,C01412,D00029,B001392,106.93,2025-10-16 00:58:12,0
T0007938,C00132,D00781,B002062,132.02,2026-05-03 23:12:46,0
T0007939,C00587,D00261,B000088,66.79,2025-10-04 20:09:32,0
T0007940,C00886,D00692,B001048,96.76,2025-07-04 03:32:02,0
T0007941,C01972,D00601,B001315,67.77,2025-10-04 07:06:23,0
T0007942,C00216,D00642,B002722,153.67,2026-02-22 21:18:27,0
T0007943,C00080,D00088,B000665,347.29,2026-04-29 11:37:07,0
T0007944,C00211,D01395,B002385,26.85,2026-02-22 07:23:25,0
T0007945,C00745,D01362,B001711,72.05,2025-10-12 16:47:31,0
T0007946,C00460,D01237,B002276,22.78,2025-11-26 08:09:54,0
T0007947,C00532,D01242,B000519,147.1,2025-06-25 12:51:44,0
T0007948,C00839,D00989,B001690,195.77,2025-10-01 17:13:04,0
T0007949,C01529,D00431,B001082,403.04,2025-08-28 08:06:39,0
T0007950,C01861,D00096,B002647,49.04,2026-02-25 16:48:29,1
T0007951,C00660,D00948,B001609,449.99,2026-02-26 12:41:21,0
T0007952,C01766,D00921,B002049,9.8,2025-09-25 19:49:41,0
T0007953,C01569,D01310,B002617,138.58,2025-12-08 13:23:55,0
T0007954,C01241,D00709,B001732,8.82,2025-10-23 17:31:05,0
T0007955,C00382,D00314,B002893,336.33,2025-11-15 04:46:32,0
T0007956,C00390,D01375,B001101,113.19,2026-04-09 07:33:51,0
T0007957,C01394,D00651,B002938,166.0,2026-02-05 00:37:18,0
T0007958,C01508,D00827,B000062,267.19,2025-06-18 16:53:56,0
T0007959,C01163,D01266,B000821,24.43,2026-05-14 21:52:09,0
T0007960,C00206,D00129,B001387,5.9,2026-05-24 22:52:46,0
T0007961,C01981,D00923,B001791,316.65,2025-07-09 14:27:37,0
T0007962,C00332,D01286,B001526,56.74,2025-09-27 12:57:10,0
T0007963,C00676,D00332,B002769,20.71,2025-12-26 09:04:50,0
T0007964,C00030,D00526,B002523,94.8,2025-09-29 03:35:28,0
T0007965,C01043,D00440,B001529,136.81,2025-07-05 03:37:47,1
T0007966,C01426,D01473,B002331,4.72,2025-12-01 14:56:09,0
T0007967,C01167,D00097,B000444,48.22,2025-11-15 20:00:14,0
T0007968,C01324,D01066,B002571,5.0,2026-03-08 11:39:47,0
T0007969,C01151,D00830,B000483,81.8,2026-05-04 21:51:33,0
T0007970,C01973,D00769,B002713,338.21,2026-03-19 15:59:29,1
T0007971,C00291,D00662,B000062,608.15,2026-05-29 00:07:34,0
T0007972,C01737,D00570,B001624,152.02,2026-03-13 21:54:14,0
T0007973,C01841,D00183,B000838,26.45,2026-01-03 10:02:55,0
T0007974,C01802,D00872,B000803,354.43,2025-11-17 06:06:27,0
T0007975,C01215,D00185,B001780,108.93,2025-10-06 08:03:51,0
T0007976,C01658,D00092,B001101,25.04,2025-09-19 18:57:11,0
T0007977,C00183,D00381,B000275,382.13,2026-04-07 16:27:21,1
T0007978,C01375,D01008,B000346,212.49,2026-04-04 13:13:19,0
T0007979,C01262,D00239,B000847,197.35,2025-10-15 20:44:26,0
T0007980,C01915,D00335,B002804,185.26,2025-12-18 20:59:09,0
T0007981,C01535,D00860,B000062,33.54,2026-03-04 23:00:00,0
T0007982,C01015,D00636,B000840,35.55,2025-12-22 00:06:54,0
T0007983,C01355,D00099,B002349,174.85,2025-06-25 13:36:56,0
T0007984,C01142,D00644,B002498,37.22,2026-03-29 07:27:38,0
T0007985,C00388,D00577,B001227,86.62,2025-07-18 02:51:18,0
T0007986,C01847,D01402,B001073,228.49,2025-12-22 10:00:26,0
T0007987,C01576,D01298,B000416,229.84,2026-04-14 06:24:40,0
T0007988,C01449,D00881,B002905,90.57,2025-09-28 06:09:07,0
T0007989,C01560,D01295,B002098,235.67,2026-05-11 01:06:23,0
T0007990,C00092,D00837,B002440,273.6,2025-11-21 13:45:52,0
T0007991,C01476,D00656,B002535,159.53,2025-07-19 01:14:23,0
T0007992,C00650,D00381,B001237,38.9,2025-11-27 21:27:20,0
T0007993,C00598,D00649,B000245,48.03,2025-09-08 09:36:10,0
T0007994,C00030,D00526,B002118,56.72,2025-06-30 20:37:43,0
T0007995,C00982,D00700,B002464,18.63,2026-06-08 07:19:34,0
T0007996,C01862,D00972,B001044,47.86,2025-09-03 09:02:53,1
T0007997,C00375,D01397,B001242,35.27,2026-03-25 05:38:31,0
T0007998,C00656,D00036,B002865,91.14,2025-09-21 12:28:27,0
T0007999,C01768,D00332,B000868,358.61,2026-05-22 21:10:58,0
T0008000,C01483,D01425,B000246,16.55,2025-11-18 06:03:13,0
T0008001,C00054,D00504,B002900,191.09,2025-09-26 09:02:44,0
T0008002,C00284,D00303,B002340,174.37,2026-05-17 17:05:29,0
T0008003,C01685,D00298,B001383,15.1,2025-12-18 20:32:29,0
T0008004,C00381,D00130,B001772,383.76,2026-06-08 08:10:24,0
T0008005,C00363,D01269,B002245,126.06,2025-09-14 07:30:28,0
T0008006,C00210,D00653,B001574,67.82,2026-06-07 17:08:26,0
T0008007,C01917,D00974,B002200,211.92,2025-12-22 20:26:21,1
T0008008,C01648,D01366,B002512,44.63,2025-07-14 16:37:54,0
T0008009,C01725,D00930,B000063,177.39,2026-05-08 22:50:08,0
T0008010,C01381,D00400,B000416,6.08,2025-08-13 15:41:36,0
T0008011,C01406,D01397,B000307,274.33,2025-07-01 20:44:03,0
T0008012,C01330,D00062,B001802,89.18,2026-03-08 05:59:44,1
T0008013,C01374,D01138,B000980,151.88,2025-11-20 12:37:37,0
T0008014,C00971,D00378,B000211,37.51,2025-08-30 20:59:12,0
T0008015,C01326,D00036,B001961,169.55,2025-09-19 01:56:48,0
T0008016,C01128,D00985,B001507,221.92,2025-09-16 11:07:48,0
T0008017,C00177,D00699,B002805,96.14,2026-01-17 20:17:09,0
T0008018,C00472,D01430,B000031,144.24,2025-12-11 18:03:49,0
T0008019,C01780,D00470,B001568,91.41,2025-10-18 22:19:28,0
T0008020,C01655,D01488,B001030,336.78,2025-12-13 08:18:56,0
T0008021,C00138,D01161,B000967,103.33,2025-06-26 19:58:50,1
T0008022,C00206,D00129,B001623,276.59,2026-04-28 06:06:42,0
T0008023,C01250,D00442,B002836,242.43,2025-11-04 02:30:21,0
T0008024,C00289,D00929,B000809,79.27,2025-07-14 08:39:38,0
T0008025,C00620,D00906,B000056,39.22,2026-01-07 20:35:43,1
T0008026,C00423,D00765,B000482,78.15,2026-01-24 14:28:27,0
T0008027,C00729,D00565,B000803,262.49,2025-09-16 09:23:44,0
T0008028,C01454,D00471,B000361,38.74,2025-12-25 13:17:16,0
T0008029,C00627,D01465,B002892,111.49,2026-03-30 06:48:52,0
T0008030,C00171,D00264,B001331,246.06,2025-09-14 03:50:48,0
T0008031,C01055,D01426,B000571,65.42,2026-03-10 06:10:30,0
T0008032,C01407,D00209,B002096,154.17,2025-07-25 17:48:18,0
T0008033,C01486,D01269,B002440,42.28,2026-01-26 22:21:33,0
T0008034,C01255,D00075,B002442,17.36,2026-04-18 00:29:14,0
T0008035,C00728,D00191,B002252,237.26,2025-11-07 19:45:02,0
T0008036,C01314,D00836,B000489,15.63,2025-11-14 10:12:21,0
T0008037,C01017,D00495,B001588,47.49,2026-03-30 22:07:32,0
T0008038,C01956,D00740,B000589,289.77,2025-09-16 06:48:01,0
T0008039,C01418,D01498,B001325,63.8,2026-02-25 19:08:24,0
T0008040,C00319,D00087,B001886,542.04,2025-06-18 02:31:08,0
T0008041,C00018,D01339,B000060,584.82,2026-02-13 00:46:22,0
T0008042,C00404,D00599,B000086,46.85,2025-12-14 19:44:05,0
T0008043,C01333,D00890,B001036,6.28,2025-06-16 03:49:17,0
T0008044,C00034,D00245,B002479,183.15,2026-04-24 21:17:36,0
T0008045,C00412,D01281,B000685,89.94,2026-02-12 23:20:14,0
T0008046,C00313,D00919,B001664,15.93,2026-04-28 21:25:53,0
T0008047,C00536,D01019,B001167,184.41,2025-09-07 17:57:44,0
T0008048,C00997,D00589,B001971,4.75,2026-04-28 15:34:02,0
T0008049,C00888,D00986,B001597,306.26,2025-10-16 17:22:17,0
T0008050,C01753,D00632,B002105,22.39,2025-11-03 16:40:44,0
T0008051,C00399,D00336,B000365,20.43,2025-10-12 10:06:40,0
T0008052,C00423,D01499,B002520,28.98,2026-05-09 17:20:07,0
T0008053,C01509,D00456,B000553,483.83,2025-12-06 04:18:29,0
T0008054,C01700,D00406,B001828,177.22,2026-04-24 17:58:12,0
T0008055,C01365,D01306,B002322,242.45,2026-02-22 18:22:31,0
T0008056,C00608,D01375,B002213,76.03,2025-07-16 01:03:15,0
T0008057,C00632,D01171,B001731,61.49,2026-02-25 17:57:27,0
T0008058,C01997,D00926,B000856,40.08,2025-12-12 17:53:35,0
T0008059,C01195,D00602,B000616,98.28,2026-06-03 12:07:59,0
T0008060,C01678,D00979,B000754,120.39,2025-09-12 09:57:16,0
T0008061,C01988,D00858,B002911,149.86,2025-07-25 13:13:08,0
