behavior_id,customer_id,device_id,device_fingerprint,ip_address,current_country,current_city,previous_country,previous_city,location_change_flag,login_timestamp,logout_timestamp,session_duration_minutes,transactions_last_1h,transactions_last_24h,avg_session_duration,typing_speed_score,mouse_movement_score,device_risk_score,behavior_risk_score,account_takeover_suspected,created_at
BEH000477,CUST11232,DEV00747,f44ee553f6d64d11,72.132.89.84,India,New Williamshire,India,West Danielletown,False,2026-05-28 14:40:00,2026-05-28 14:57:00,37,1,6,15.4,91.23,88.65,15.0,10.0,False,2026-05-28 14:40:00
BEH000478,CUST11606,DEV00300,89e856840f434864,188.40.99.123,India,Goodmanhaven,India,Thomasville,False,2026-06-08 08:10:00,2026-06-08 08:32:00,5,2,4,15.4,72.85,76.97,15.0,10.0,False,2026-06-08 08:10:00
BEH000479,CUST10844,DEV01153,584f857ea17447de,182.2.16.173,India,New Stephenchester,India,Rachelfurt,False,2026-05-07 13:28:00,2026-05-07 14:10:00,41,0,3,15.4,70.71,67.51,15.0,10.0,False,2026-05-07 13:28:00
BEH000480,CUST11130,DEV00670,aa712fab06f54cd8,89.202.84.103,India,West Jamestown,India,Aliciamouth,False,2026-05-13 19:31:00,2026-05-13 19:41:00,19,0,3,15.4,92.8,75.22,15.0,10.0,False,2026-05-13 19:31:00
BEH000481,CUST10548,DEV01310,132290b33cbf4c77,12.50.174.123,India,Gonzalezfort,India,Reginaville,False,2026-05-04 13:34:00,2026-05-04 14:17:00,29,2,3,15.4,67.86,55.63,15.0,10.0,False,2026-05-04 13:34:00
BEH000482,CUST10348,DEV00384,1f12d9fb90384700,56.239.130.148,India,Marquezfort,India,Bakerland,False,2026-04-30 08:09:00,2026-04-30 08:37:00,18,1,4,15.4,63.58,63.51,15.0,10.0,False,2026-04-30 08:09:00
BEH000483,CUST11379,DEV01061,ecce465724f04ef8,77.101.53.32,India,Pamelaburgh,India,West Bradbury,False,2026-05-21 04:12:00,2026-05-21 04:24:00,8,2,4,15.4,74.01,98.82,15.0,10.0,False,2026-05-21 04:12:00
BEH000484,CUST10840,DEV01206,62477684c3bb412b,28.208.119.39,India,Port Maryberg,India,Port Robert,False,2026-05-25 14:41:00,2026-05-25 14:48:00,35,2,6,15.4,80.81,87.01,15.0,10.0,False,2026-05-25 14:41:00
BEH000485,CUST11985,DEV00628,c9083e17c0084fab,12.77.25.164,India,Lake Williamburgh,India,Josephton,False,2026-05-30 02:52:00,2026-05-30 03:29:00,16,2,4,15.4,76.07,59.23,15.0,10.0,False,2026-05-30 02:52:00
BEH000486,CUST10616,DEV00955,b4b2dde77c8c41b9,154.60.226.251,India,North Roberto,India,South Karenview,False,2026-05-31 04:49:00,2026-05-31 05:07:00,9,0,3,15.4,92.23,66.97,15.0,10.0,False,2026-05-31 04:49:00
BEH000487,CUST10596,DEV01367,e7cacc229d4b488c,57.118.143.26,India,Lake Dennis,India,Port Joseph,False,2026-06-04 14:45:00,2026-06-04 15:20:00,38,0,1,15.4,82.1,74.23,15.0,10.0,False,2026-06-04 14:45:00
BEH000488,CUST10844,DEV01153,9f21badab01f44a2,182.2.16.173,India,Gallegosshire,India,Osbornefort,False,2026-04-26 08:32:00,2026-04-26 09:01:00,28,1,3,15.4,86.77,94.18,15.0,10.0,False,2026-04-26 08:32:00
BEH000489,CUST11457,DEV00766,27a91088f7734994,98.123.12.120,India,Emilyport,India,Clayhaven,False,2026-05-12 15:36:00,2026-05-12 16:18:00,20,0,6,15.4,90.42,58.02,15.0,10.0,False,2026-05-12 15:36:00
BEH000490,CUST10902,DEV00805,f14f6624eae64e98,86.201.209.114,India,Josephburgh,India,Gloverberg,False,2026-05-13 07:50:00,2026-05-13 08:09:00,32,0,6,15.4,82.59,79.69,15.0,10.0,False,2026-05-13 07:50:00
BEH000491,CUST11477,DEV01208,ea2be7f5a5de4ff7,83.247.77.190,India,New Margaret,India,Maryfurt,False,2026-05-21 07:51:00,2026-05-21 08:28:00,19,0,3,15.4,65.68,69.61,15.0,10.0,False,2026-05-21 07:51:00
BEH000492,CUST10797,DEV00195,2cbccb6182c24e0c,11.118.21.95,India,West Kristenport,India,New Jacquelineberg,False,2026-05-25 19:10:00,2026-05-25 19:46:00,41,0,4,15.4,73.28,63.96,15.0,10.0,False,2026-05-25 19:10:00
BEH000493,CUST11143,DEV00249,38699d6218fa404c,172.209.225.163,India,East David,India,Lake Emilyview,False,2026-04-24 04:43:00,2026-04-24 05:02:00,44,1,2,15.4,70.48,90.17,15.0,10.0,False,2026-04-24 04:43:00
BEH000494,CUST11342,DEV00007,c01f911dd2264925,158.198.173.102,India,Lake Sandra,India,Whiteside,False,2026-05-16 16:51:00,2026-05-16 17:30:00,26,0,1,15.4,73.72,95.73,15.0,10.0,False,2026-05-16 16:51:00
BEH000495,CUST10830,DEV00301,9050aa4db4bc439b,45.168.228.26,India,Jamesfort,India,Parrishtown,False,2026-05-22 11:37:00,2026-05-22 12:13:00,22,2,6,15.4,76.44,65.29,15.0,10.0,False,2026-05-22 11:37:00
BEH000496,CUST10799,DEV00856,b11b3e0494824eb1,210.76.30.112,India,New Todd,India,Sarahchester,False,2026-06-05 16:39:00,2026-06-05 16:55:00,43,2,4,15.4,75.44,80.07,15.0,10.0,False,2026-06-05 16:39:00
BEH000497,CUST10712,DEV01013,41fa935fc9964e13,130.243.191.168,India,Shannonfort,India,Davidburgh,False,2026-04-25 01:30:00,2026-04-25 01:37:00,9,2,2,15.4,66.51,83.71,15.0,10.0,False,2026-04-25 01:30:00
BEH000498,CUST11493,DEV00944,ddb75b8f724e4aca,209.108.246.198,India,Teresaburgh,India,Matthewville,False,2026-05-17 18:21:00,2026-05-17 18:34:00,30,0,6,15.4,91.94,94.89,15.0,10.0,False,2026-05-17 18:21:00
BEH000499,CUST11607,DEV01159,47dc49a00b0a450c,46.67.110.93,India,East Johnhaven,India,Brianshire,False,2026-04-25 01:55:00,2026-04-25 02:23:00,31,0,1,15.4,91.81,66.94,15.0,10.0,False,2026-04-25 01:55:00
BEH000500,CUST10954,DEV00661,f2308a1e69ea452b,221.102.206.238,India,Hallton,India,Davisview,False,2026-05-05 08:35:00,2026-05-05 08:50:00,24,2,2,15.4,81.98,77.42,15.0,10.0,False,2026-05-05 08:35:00
BEH000501,CUST10053,DEV00942,c77de1b2b609460c,3.100.122.63,India,Lake Darlene,India,Bartonstad,False,2026-05-23 12:13:00,2026-05-23 12:45:00,15,0,2,15.4,68.68,76.11,15.0,10.0,False,2026-05-23 12:13:00
BEH000502,CUST10891,DEV00776,5fb36a6945444e28,31.114.180.88,India,Patrickville,India,Philipchester,False,2026-06-02 14:06:00,2026-06-02 14:26:00,43,1,4,15.4,71.34,97.01,15.0,10.0,False,2026-06-02 14:06:00
BEH000503,CUST11910,DEV00074,97505d4ac54a462a,55.166.167.18,India,North Christina,India,Wilkinsville,False,2026-05-26 10:13:00,2026-05-26 10:18:00,7,2,5,15.4,60.73,70.33,15.0,10.0,False,2026-05-26 10:13:00
BEH000504,CUST10119,DEV00019,e1898aa5a30d4cf4,139.96.166.36,India,Dawnchester,India,North Jefferyton,False,2026-06-04 15:04:00,2026-06-04 15:26:00,15,1,2,15.4,84.07,87.96,15.0,10.0,False,2026-06-04 15:04:00
BEH000505,CUST11781,DEV00980,7cbf77478d7949d6,147.78.215.109,India,Jacobland,India,Danielfort,False,2026-05-15 15:47:00,2026-05-15 16:16:00,29,0,6,15.4,94.7,68.52,15.0,10.0,False,2026-05-15 15:47:00
BEH000506,CUST11952,DEV00300,02882d3af20f4f40,220.99.88.38,India,Port Cindytown,India,West Jacquelineport,False,2026-05-03 22:37:00,2026-05-03 23:19:00,24,2,4,15.4,60.18,58.42,15.0,10.0,False,2026-05-03 22:37:00
BEH000507,CUST10522,DEV01013,f8f277a1989b4145,66.149.27.141,India,Deborahfort,India,East Patriciaton,False,2026-05-08 16:09:00,2026-05-08 16:16:00,25,1,6,15.4,76.75,89.37,15.0,10.0,False,2026-05-08 16:09:00
BEH000508,CUST10943,DEV00152,aedf50faa6d440e6,93.75.124.163,India,Port Jamie,India,East David,False,2026-05-17 08:15:00,2026-05-17 08:50:00,25,1,6,15.4,64.18,67.09,15.0,10.0,False,2026-05-17 08:15:00
BEH000509,CUST10148,DEV00008,2354ebca05624f35,86.37.117.145,India,South Robert,India,Williamsfort,False,2026-06-03 04:12:00,2026-06-03 04:28:00,7,1,1,15.4,79.41,84.27,15.0,10.0,False,2026-06-03 04:12:00
BEH000510,CUST10327,DEV00716,f6a57530143544eb,222.148.96.58,India,North Elizabeth,India,New Troyshire,False,2026-05-04 07:42:00,2026-05-04 08:21:00,17,2,4,15.4,82.37,60.4,15.0,10.0,False,2026-05-04 07:42:00
BEH000511,CUST11440,DEV01214,9de912d160ad4cd3,125.54.133.255,India,Kristentown,India,Aprilview,False,2026-04-24 12:22:00,2026-04-24 13:06:00,13,2,1,15.4,66.25,85.87,15.0,10.0,False,2026-04-24 12:22:00
BEH000512,CUST10211,DEV00011,bfde5615d88c4ed9,116.245.51.137,India,East Judyshire,India,Bradfordland,False,2026-05-09 10:29:00,2026-05-09 10:36:00,12,0,3,15.4,93.19,63.45,15.0,10.0,False,2026-05-09 10:29:00
BEH000513,CUST11988,DEV00252,c440a5d23fee48f0,9.22.61.117,India,East Melinda,India,West Marie,False,2026-05-08 04:00:00,2026-05-08 04:41:00,36,0,3,15.4,85.89,70.51,15.0,10.0,False,2026-05-08 04:00:00
BEH000514,CUST10372,DEV01487,03ae19cadf9346b6,173.246.116.143,India,New Renee,India,West Briannaville,False,2026-06-01 16:55:00,2026-06-01 17:27:00,34,1,2,15.4,88.49,78.05,15.0,10.0,False,2026-06-01 16:55:00
BEH000515,CUST11537,DEV01406,6a65f0f0c0fe4ab4,192.186.164.167,India,Brettside,India,West Isaac,False,2026-06-07 16:04:00,2026-06-07 16:45:00,33,1,6,15.4,83.76,88.21,15.0,10.0,False,2026-06-07 16:04:00
BEH000516,CUST10899,DEV00146,beb51a8c90f34e32,111.56.129.18,India,Robertsberg,India,Mistybury,False,2026-05-05 08:09:00,2026-05-05 08:31:00,28,0,2,15.4,69.66,85.71,15.0,10.0,False,2026-05-05 08:09:00
BEH000517,CUST11848,DEV00536,91129a01b50e4b89,216.9.167.91,India,Noblefurt,India,West Kevintown,False,2026-06-04 03:31:00,2026-06-04 04:08:00,33,1,1,15.4,86.75,90.52,15.0,10.0,False,2026-06-04 03:31:00
BEH000518,CUST10127,DEV00007,61456e5e8cc6438f,54.241.236.235,India,Douglasbury,India,East Melissa,False,2026-05-01 11:56:00,2026-05-01 12:03:00,35,2,2,15.4,79.81,80.12,15.0,10.0,False,2026-05-01 11:56:00
BEH000519,CUST11446,DEV00749,d1c87c6881674037,217.48.65.108,India,Port Bradleytown,India,New Nicholehaven,False,2026-05-17 11:44:00,2026-05-17 12:00:00,15,1,3,15.4,84.07,77.03,15.0,10.0,False,2026-05-17 11:44:00
BEH000520,CUST10035,DEV01388,856ce6eabbf242b9,132.86.203.45,India,Burnsland,India,East Vincent,False,2026-05-26 00:13:00,2026-05-26 00:39:00,28,1,1,15.4,62.7,77.75,15.0,10.0,False,2026-05-26 00:13:00
BEH000521,CUST10554,DEV01235,b5ecf539469d4cde,145.1.63.157,India,Hesterfurt,India,Trujilloburgh,False,2026-05-02 05:57:00,2026-05-02 06:42:00,12,1,1,15.4,94.52,66.22,15.0,10.0,False,2026-05-02 05:57:00
BEH000522,CUST11647,DEV00193,175df7d6464b4d54,197.147.5.165,India,East Scott,India,Madisonshire,False,2026-05-30 11:21:00,2026-05-30 11:40:00,8,2,3,15.4,72.67,68.44,15.0,10.0,False,2026-05-30 11:21:00
BEH000523,CUST10516,DEV01032,83dd43caf0834116,107.222.59.243,India,Newtonshire,India,Robertland,False,2026-05-10 14:12:00,2026-05-10 14:41:00,43,1,6,15.4,80.14,91.91,15.0,10.0,False,2026-05-10 14:12:00
BEH000524,CUST10735,DEV01206,c71030dfa88242e1,32.254.173.219,India,Port Hollyfort,India,Collierburgh,False,2026-05-05 04:18:00,2026-05-05 05:01:00,37,0,5,15.4,76.31,98.13,15.0,10.0,False,2026-05-05 04:18:00
BEH000525,CUST11344,DEV00313,fb59a61fddfd4578,114.120.153.180,India,Port Erik,India,Andreatown,False,2026-05-24 16:28:00,2026-05-24 16:45:00,23,0,3,15.4,90.31,88.91,15.0,10.0,False,2026-05-24 16:28:00
BEH000526,CUST10798,DEV01380,3eb0eb787133404d,206.204.93.176,India,Lake Veronica,India,Hornfort,False,2026-05-16 10:15:00,2026-05-16 10:43:00,18,0,6,15.4,75.7,89.01,15.0,10.0,False,2026-05-16 10:15:00
BEH000527,CUST10301,DEV00757,f6f3d9d3643d4656,82.10.49.28,India,Jaredborough,India,Lake Robertfort,False,2026-05-21 22:43:00,2026-05-21 23:11:00,16,0,4,15.4,74.56,94.18,15.0,10.0,False,2026-05-21 22:43:00
BEH000528,CUST11782,DEV00841,5d93edfad8214058,10.72.139.125,India,South Daniel,India,East Richard,False,2026-05-16 02:22:00,2026-05-16 02:56:00,30,2,2,15.4,69.39,86.65,15.0,10.0,False,2026-05-16 02:22:00
BEH000529,CUST11099,DEV00800,8a84a2d9cc5e4397,129.105.158.119,India,Sharonfurt,India,East Jeremy,False,2026-06-06 03:36:00,2026-06-06 03:53:00,12,0,4,15.4,81.57,83.14,15.0,10.0,False,2026-06-06 03:36:00
BEH000530,CUST11017,DEV00039,6e60d9e5124d4e44,3.5.168.192,India,South Deborah,India,South Benjamin,False,2026-05-10 07:45:00,2026-05-10 08:01:00,7,0,4,15.4,89.59,82.49,15.0,10.0,False,2026-05-10 07:45:00
BEH000531,CUST10512,DEV00499,2be5fa738ef84590,218.151.22.0,India,Keithstad,India,Caitlinfort,False,2026-05-13 16:19:00,2026-05-13 16:56:00,45,1,2,15.4,68.59,56.55,15.0,10.0,False,2026-05-13 16:19:00
BEH000532,CUST10798,DEV01380,ac01252ed9e440a9,206.204.93.176,India,Rebeccaside,India,New Dennisberg,False,2026-05-22 05:18:00,2026-05-22 05:45:00,25,0,5,15.4,71.77,88.2,15.0,10.0,False,2026-05-22 05:18:00
BEH000533,CUST10525,DEV00070,f7cab660524a4677,149.160.211.65,India,Davidtown,India,Kevinland,False,2026-04-26 02:17:00,2026-04-26 02:31:00,6,2,6,15.4,78.37,64.45,15.0,10.0,False,2026-04-26 02:17:00
BEH000534,CUST10256,DEV00016,5c677f1ce1b5437d,191.165.205.200,India,Aaronfort,India,North Edwardmouth,False,2026-05-05 04:18:00,2026-05-05 04:47:00,18,1,4,15.4,90.16,86.94,15.0,10.0,False,2026-05-05 04:18:00
BEH000535,CUST10754,DEV00602,c5aac126a6a74232,159.163.151.57,India,East Douglas,India,East Candicetown,False,2026-06-02 09:43:00,2026-06-02 10:22:00,9,1,2,15.4,84.67,77.92,15.0,10.0,False,2026-06-02 09:43:00
BEH000536,CUST10989,DEV00528,16a4209642074434,85.69.118.250,India,East Dana,India,East Stephanie,False,2026-04-30 01:26:00,2026-04-30 01:53:00,39,1,5,15.4,68.97,96.17,15.0,10.0,False,2026-04-30 01:26:00
BEH000537,CUST11786,DEV01296,f85ec9fc88634a2d,39.12.167.94,India,New Kellyborough,India,Port Jessica,False,2026-05-09 01:37:00,2026-05-09 01:42:00,32,0,1,15.4,92.5,95.72,15.0,10.0,False,2026-05-09 01:37:00
BEH000538,CUST10055,DEV00101,dbfff21d66a54dc5,155.121.165.246,India,South Morgan,India,Lake Kathrynfurt,False,2026-06-05 15:23:00,2026-06-05 15:49:00,20,1,6,15.4,68.44,72.58,15.0,10.0,False,2026-06-05 15:23:00
BEH000539,CUST10405,DEV00596,46ec6cd946234739,93.180.14.221,India,Jesseton,India,Lynnside,False,2026-06-06 09:41:00,2026-06-06 10:00:00,40,1,3,15.4,89.63,71.24,15.0,10.0,False,2026-06-06 09:41:00
BEH000540,CUST10522,DEV01013,daf05e6f09b84fff,66.149.27.141,India,Brownchester,India,Darrellton,False,2026-05-23 04:54:00,2026-05-23 05:32:00,37,1,6,15.4,68.99,84.58,15.0,10.0,False,2026-05-23 04:54:00
BEH000541,CUST11280,DEV01171,3075470ab35946f4,192.193.123.173,India,Vanessafurt,India,Port Mary,False,2026-05-27 03:29:00,2026-05-27 03:42:00,38,1,2,15.4,79.62,67.13,15.0,10.0,False,2026-05-27 03:29:00
BEH000542,CUST11735,DEV01233,e53d69956c17405e,175.36.83.83,India,Clarkside,India,East Larryview,False,2026-05-22 12:03:00,2026-05-22 12:48:00,20,2,3,15.4,67.47,67.56,15.0,10.0,False,2026-05-22 12:03:00
BEH000543,CUST11027,DEV00442,5314fea51e97423e,219.76.136.149,India,South Toddbury,India,Glennville,False,2026-05-12 06:34:00,2026-05-12 07:19:00,31,0,2,15.4,70.93,63.04,15.0,10.0,False,2026-05-12 06:34:00
BEH000544,CUST11725,DEV01218,7e6169b15550446d,168.180.68.150,India,Theresamouth,India,Jenniferside,False,2026-05-14 00:38:00,2026-05-14 00:47:00,11,0,3,15.4,76.72,61.05,15.0,10.0,False,2026-05-14 00:38:00
BEH000545,CUST10555,DEV00756,f5f7287a20674013,134.246.127.49,India,Joshuahaven,India,East Michaelland,False,2026-05-22 20:07:00,2026-05-22 20:36:00,27,0,5,15.4,76.62,89.02,15.0,10.0,False,2026-05-22 20:07:00
BEH000546,CUST11487,DEV00427,1294c7ef87cc49b5,67.240.104.166,India,Joshuafort,India,Lake Patricia,False,2026-05-26 10:31:00,2026-05-26 11:10:00,41,0,1,15.4,90.89,93.41,15.0,10.0,False,2026-05-26 10:31:00
BEH000547,CUST11484,DEV01009,6e533061c6ba4958,41.66.247.5,India,Patrickborough,India,North Margarethaven,False,2026-05-27 02:45:00,2026-05-27 03:21:00,45,1,6,15.4,61.79,62.26,15.0,10.0,False,2026-05-27 02:45:00
BEH000548,CUST10780,DEV00208,46285100101e446c,13.104.210.52,India,New Rodney,India,Shieldshaven,False,2026-04-27 17:50:00,2026-04-27 17:57:00,14,0,2,15.4,81.71,78.24,15.0,10.0,False,2026-04-27 17:50:00
BEH000549,CUST10568,DEV00535,0c389e6856b845b7,38.252.36.201,India,Bowmanburgh,India,Port Kristin,False,2026-05-02 17:17:00,2026-05-02 17:32:00,13,2,5,15.4,63.21,79.25,15.0,10.0,False,2026-05-02 17:17:00
BEH000550,CUST10251,DEV00011,53f1cab9859b47fd,116.245.51.137,India,Lake Maryville,India,East Michellechester,False,2026-06-08 07:03:00,2026-06-08 07:40:00,27,2,5,15.4,72.27,70.72,15.0,10.0,False,2026-06-08 07:03:00
BEH000551,CUST10910,DEV01009,cb0a217d3df343eb,138.92.214.34,India,East Jonathan,India,Josemouth,False,2026-05-17 22:46:00,2026-05-17 23:18:00,14,0,1,15.4,84.82,78.43,15.0,10.0,False,2026-05-17 22:46:00
BEH000552,CUST11699,DEV01185,07e9f95ebfc9460d,154.91.75.44,India,Lake Chad,India,Kingview,False,2026-05-23 04:23:00,2026-05-23 04:43:00,24,1,2,15.4,72.1,66.03,15.0,10.0,False,2026-05-23 04:23:00
BEH000553,CUST11832,DEV00818,0af8679d2e324427,21.29.88.183,India,West Patricia,India,East Laura,False,2026-05-07 22:51:00,2026-05-07 23:22:00,36,2,5,15.4,93.61,63.51,15.0,10.0,False,2026-05-07 22:51:00
BEH000554,CUST10841,DEV01260,f330a47aa0284e86,29.115.212.137,India,Garciahaven,India,Garystad,False,2026-05-08 01:54:00,2026-05-08 02:37:00,6,0,6,15.4,70.44,94.78,15.0,10.0,False,2026-05-08 01:54:00
BEH000555,CUST11669,DEV00099,2c9cc21a3b794743,37.164.81.78,India,Thomasfort,India,New Jason,False,2026-05-01 12:34:00,2026-05-01 13:08:00,9,1,6,15.4,87.53,90.37,15.0,10.0,False,2026-05-01 12:34:00
BEH000556,CUST10683,DEV00712,03b6a5429e4e4fe4,151.104.25.103,India,Angelaborough,India,Thomasborough,False,2026-05-10 01:41:00,2026-05-10 02:07:00,23,2,1,15.4,61.12,89.29,15.0,10.0,False,2026-05-10 01:41:00
BEH000557,CUST11254,DEV00678,9b0e60c98ca84e40,209.89.12.65,India,Lake Monicaburgh,India,Lake Arthur,False,2026-05-25 16:17:00,2026-05-25 17:00:00,20,0,1,15.4,67.66,82.28,15.0,10.0,False,2026-05-25 16:17:00
BEH000558,CUST11554,DEV00115,d7a15190e2144fc0,45.190.148.148,India,West Williamside,India,Lake Anthony,False,2026-04-29 19:30:00,2026-04-29 19:46:00,12,1,4,15.4,84.79,73.38,15.0,10.0,False,2026-04-29 19:30:00
BEH000559,CUST11168,DEV01330,4a082269d705417a,125.205.214.238,India,North Audrey,India,Hickmantown,False,2026-05-22 05:43:00,2026-05-22 06:17:00,28,1,5,15.4,62.18,64.11,15.0,10.0,False,2026-05-22 05:43:00
BEH000560,CUST11423,DEV01363,7b3266f5b99c4964,106.173.14.193,India,South Elizabethtown,India,East Reneeshire,False,2026-05-11 16:00:00,2026-05-11 16:07:00,27,2,2,15.4,80.85,66.62,15.0,10.0,False,2026-05-11 16:00:00
BEH000561,CUST10367,DEV00205,8f058db893e84560,188.245.83.128,India,Port Brenda,India,West Patricia,False,2026-06-03 17:55:00,2026-06-03 18:28:00,9,2,6,15.4,82.51,80.41,15.0,10.0,False,2026-06-03 17:55:00
BEH000562,CUST10310,DEV00878,efd86762e41843f3,140.27.15.205,India,Morganton,India,New Robertbury,False,2026-06-07 13:42:00,2026-06-07 13:58:00,26,1,4,15.4,69.73,61.95,15.0,10.0,False,2026-06-07 13:42:00
BEH000563,CUST10342,DEV01437,781a573cb98e4333,212.5.251.105,India,Lake Andreberg,India,Lake David,False,2026-05-06 18:21:00,2026-05-06 18:47:00,14,2,4,15.4,65.46,89.39,15.0,10.0,False,2026-05-06 18:21:00
BEH000564,CUST10983,DEV00698,0a4a45cd043a4eea,53.174.3.65,India,South Cheryl,India,Elizabethside,False,2026-05-07 21:58:00,2026-05-07 22:16:00,44,2,3,15.4,92.02,93.82,15.0,10.0,False,2026-05-07 21:58:00
BEH000565,CUST11007,DEV00909,82d6aeef904f4876,167.113.252.21,India,Brandonstad,India,Jacksontown,False,2026-05-09 18:53:00,2026-05-09 19:14:00,33,1,4,15.4,92.06,65.42,15.0,10.0,False,2026-05-09 18:53:00
BEH000566,CUST10432,DEV00282,10d371fbb73747ff,122.202.78.10,India,North Teresafort,India,New Jamie,False,2026-05-04 17:02:00,2026-05-04 17:35:00,21,0,4,15.4,80.24,77.85,15.0,10.0,False,2026-05-04 17:02:00
BEH000567,CUST10705,DEV00553,bb555dd7f4ee42ab,41.170.32.23,India,Duffyhaven,India,Lake Robertberg,False,2026-06-02 11:50:00,2026-06-02 12:29:00,31,1,3,15.4,90.85,88.4,15.0,10.0,False,2026-06-02 11:50:00
BEH000568,CUST11950,DEV00396,7695c16c3f1f4d7e,83.43.76.40,India,North Brandonfurt,India,Gordonview,False,2026-05-20 09:28:00,2026-05-20 09:51:00,30,1,6,15.4,87.8,98.99,15.0,10.0,False,2026-05-20 09:28:00
BEH000569,CUST11179,DEV00827,c0cdc8d4be504623,120.64.181.136,India,Colemanland,India,West Jennifermouth,False,2026-05-30 05:37:00,2026-05-30 06:03:00,43,2,3,15.4,62.97,69.12,15.0,10.0,False,2026-05-30 05:37:00
BEH000570,CUST10388,DEV00569,bb03e625a0a34a42,217.227.14.104,India,Tiffanymouth,India,West Michael,False,2026-04-29 13:21:00,2026-04-29 13:57:00,9,2,5,15.4,80.93,71.56,15.0,10.0,False,2026-04-29 13:21:00
BEH000571,CUST11520,DEV00306,a76e7568a27a47b9,95.177.166.26,India,Lake Jocelyn,India,Port Jennifer,False,2026-05-18 06:58:00,2026-05-18 07:03:00,25,2,4,15.4,68.0,83.75,15.0,10.0,False,2026-05-18 06:58:00
BEH000572,CUST11876,DEV00785,04c0f8dffb7241fa,30.187.133.197,India,North Erin,India,West Elizabethport,False,2026-04-29 21:56:00,2026-04-29 22:08:00,18,2,3,15.4,70.28,70.23,15.0,10.0,False,2026-04-29 21:56:00
BEH000573,CUST10452,DEV00551,f99b2c9e92ec4e0f,135.27.102.70,India,South Melissa,India,Port Erinville,False,2026-04-26 17:15:00,2026-04-26 17:37:00,12,2,3,15.4,90.84,81.77,15.0,10.0,False,2026-04-26 17:15:00
BEH000574,CUST11671,DEV00829,3dcaa3c24ec447a5,25.198.53.81,India,Newmanport,India,Goodtown,False,2026-06-04 10:23:00,2026-06-04 10:44:00,40,2,4,15.4,81.28,76.34,15.0,10.0,False,2026-06-04 10:23:00
BEH000575,CUST11153,DEV00791,126690a3d86a4823,120.209.3.203,India,Tammychester,India,Lake Markshire,False,2026-06-05 03:01:00,2026-06-05 03:12:00,19,1,4,15.4,94.08,67.86,15.0,10.0,False,2026-06-05 03:01:00
BEH000576,CUST11142,DEV00150,79d5302951fd4790,126.158.34.49,India,Michaelmouth,India,Reynoldston,False,2026-04-30 21:24:00,2026-04-30 21:56:00,37,0,6,15.4,85.45,86.5,15.0,10.0,False,2026-04-30 21:24:00
BEH000577,CUST10447,DEV01280,2a3af434b93f459f,108.167.59.198,India,South Robertoville,India,East Tammy,False,2026-06-03 04:46:00,2026-06-03 05:24:00,10,0,5,15.4,65.76,98.44,15.0,10.0,False,2026-06-03 04:46:00
BEH000578,CUST10009,DEV01143,16b3eb9b96e548fe,99.75.20.253,India,West Nancychester,India,South Michaelbury,False,2026-05-13 03:24:00,2026-05-13 04:07:00,32,1,3,15.4,71.65,67.74,15.0,10.0,False,2026-05-13 03:24:00
BEH000579,CUST11983,DEV00536,4c40a9db8524411c,76.234.133.0,India,Anthonyview,India,South Vincent,False,2026-04-30 01:43:00,2026-04-30 02:17:00,8,1,6,15.4,69.18,72.64,15.0,10.0,False,2026-04-30 01:43:00
BEH000580,CUST11099,DEV00800,a864e575b6364563,129.105.158.119,India,Lisaton,India,Port Seanborough,False,2026-04-27 21:25:00,2026-04-27 21:58:00,28,0,4,15.4,79.55,64.29,15.0,10.0,False,2026-04-27 21:25:00
BEH000581,CUST11843,DEV00995,7a8998497bb445a0,131.115.167.147,India,Lake Juliaberg,India,Kristinaberg,False,2026-04-29 03:55:00,2026-04-29 04:19:00,22,2,6,15.4,61.61,66.24,15.0,10.0,False,2026-04-29 03:55:00
BEH000582,CUST10762,DEV00876,906069b391f047e9,151.22.156.120,India,East Jose,India,Jennifermouth,False,2026-06-02 23:44:00,2026-06-03 00:06:00,43,2,6,15.4,84.44,61.23,15.0,10.0,False,2026-06-02 23:44:00
BEH000583,CUST11782,DEV00841,117fb7062d7d4840,10.72.139.125,India,Lake Aaronburgh,India,East Michelle,False,2026-04-24 23:34:00,2026-04-25 00:00:00,5,1,2,15.4,62.9,56.38,15.0,10.0,False,2026-04-24 23:34:00
BEH000584,CUST11699,DEV01185,876cdeda2a7b4591,154.91.75.44,India,Greenehaven,India,Matthewstown,False,2026-05-18 09:58:00,2026-05-18 10:22:00,6,1,3,15.4,75.81,59.21,15.0,10.0,False,2026-05-18 09:58:00
BEH000585,CUST11697,DEV00034,40d8eee24c844d5f,207.162.194.151,India,East Richardmouth,India,South Robintown,False,2026-05-11 04:08:00,2026-05-11 04:19:00,37,2,3,15.4,82.02,84.2,15.0,10.0,False,2026-05-11 04:08:00
BEH000586,CUST11660,DEV00268,e2121990c81c4523,53.223.20.231,India,Jeremyfort,India,Lake Jacquelinebury,False,2026-05-16 21:13:00,2026-05-16 21:19:00,16,0,2,15.4,79.64,85.54,15.0,10.0,False,2026-05-16 21:13:00
BEH000587,CUST10079,DEV00890,5ad1c26093db48e3,108.3.0.34,India,South Daniel,India,Russellshire,False,2026-05-15 02:28:00,2026-05-15 03:06:00,24,2,3,15.4,90.66,69.39,15.0,10.0,False,2026-05-15 02:28:00
