case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
CASE00148,Mule,Fraud Case 148,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-148,2026-06-08 20:07:51.071977
CASE00149,Mule,Fraud Case 149,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-149,2026-06-08 20:07:51.071977
CASE00150,ATO,Fraud Case 150,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-150,2026-06-08 20:07:51.071977
CASE00151,Mule,Fraud Case 151,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-151,2026-06-08 20:07:51.071977
CASE00152,ATO,Fraud Case 152,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-152,2026-06-08 20:07:51.071977
CASE00153,Mule,Fraud Case 153,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-153,2026-06-08 20:07:51.071977
CASE00154,Card,Fraud Case 154,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-154,2026-06-08 20:07:51.071977
CASE00155,Card,Fraud Case 155,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-155,2026-06-08 20:07:51.071977
CASE00156,ATO,Fraud Case 156,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-156,2026-06-08 20:07:51.071977
CASE00157,Card,Fraud Case 157,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-157,2026-06-08 20:07:51.071977
CASE00158,Card,Fraud Case 158,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-158,2026-06-08 20:07:51.071977
CASE00159,ATO,Fraud Case 159,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-159,2026-06-08 20:07:51.071977
CASE00160,ATO,Fraud Case 160,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-160,2026-06-08 20:07:51.071977
CASE00161,Mule,Fraud Case 161,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-161,2026-06-08 20:07:51.071977
CASE00162,Mule,Fraud Case 162,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-162,2026-06-08 20:07:51.071977
CASE00163,ATO,Fraud Case 163,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-163,2026-06-08 20:07:51.071977
CASE00164,Mule,Fraud Case 164,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-164,2026-06-08 20:07:51.071977
CASE00165,Mule,Fraud Case 165,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-165,2026-06-08 20:07:51.071977
CASE00166,Card,Fraud Case 166,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-166,2026-06-08 20:07:51.071977
CASE00167,AML,Fraud Case 167,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-167,2026-06-08 20:07:51.071977
CASE00168,Mule,Fraud Case 168,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-168,2026-06-08 20:07:51.071977
CASE00169,Mule,Fraud Case 169,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-169,2026-06-08 20:07:51.071977
CASE00170,ATO,Fraud Case 170,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-170,2026-06-08 20:07:51.071977
CASE00171,Card,Fraud Case 171,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-171,2026-06-08 20:07:51.071977
CASE00172,Card,Fraud Case 172,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-172,2026-06-08 20:07:51.071977
CASE00173,ATO,Fraud Case 173,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-173,2026-06-08 20:07:51.071977
CASE00174,ATO,Fraud Case 174,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-174,2026-06-08 20:07:51.071977
CASE00175,AML,Fraud Case 175,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-175,2026-06-08 20:07:51.071977
CASE00176,Mule,Fraud Case 176,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-176,2026-06-08 20:07:51.071977
CASE00177,ATO,Fraud Case 177,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-177,2026-06-08 20:07:51.071977
CASE00178,Card,Fraud Case 178,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-178,2026-06-08 20:07:51.071977
CASE00179,AML,Fraud Case 179,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-179,2026-06-08 20:07:51.071977
CASE00180,AML,Fraud Case 180,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-180,2026-06-08 20:07:51.071977
CASE00181,ATO,Fraud Case 181,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-181,2026-06-08 20:07:51.071977
CASE00182,ATO,Fraud Case 182,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-182,2026-06-08 20:07:51.071977
CASE00183,ATO,Fraud Case 183,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-183,2026-06-08 20:07:51.071977
CASE00184,Mule,Fraud Case 184,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-184,2026-06-08 20:07:51.071977
CASE00185,AML,Fraud Case 185,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-185,2026-06-08 20:07:51.071977
CASE00186,Mule,Fraud Case 186,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-186,2026-06-08 20:07:51.071977
CASE00187,ATO,Fraud Case 187,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-187,2026-06-08 20:07:51.071977
CASE00188,ATO,Fraud Case 188,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-188,2026-06-08 20:07:51.071977
CASE00189,ATO,Fraud Case 189,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-189,2026-06-08 20:07:51.071977
CASE00190,Mule,Fraud Case 190,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-190,2026-06-08 20:07:51.071977
CASE00191,Card,Fraud Case 191,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-191,2026-06-08 20:07:51.071977
CASE00192,Card,Fraud Case 192,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-192,2026-06-08 20:07:51.071977
CASE00193,Card,Fraud Case 193,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-193,2026-06-08 20:07:51.071977
CASE00194,Mule,Fraud Case 194,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-194,2026-06-08 20:07:51.071977
CASE00195,ATO,Fraud Case 195,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-195,2026-06-08 20:07:51.071977
CASE00196,Card,Fraud Case 196,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-196,2026-06-08 20:07:51.071977
CASE00197,ATO,Fraud Case 197,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-197,2026-06-08 20:07:51.071977
CASE00198,AML,Fraud Case 198,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-198,2026-06-08 20:07:51.071977
CASE00199,AML,Fraud Case 199,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-199,2026-06-08 20:07:51.071977
CASE00200,Mule,Fraud Case 200,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-200,2026-06-08 20:07:51.071977
CASE00201,Card,Fraud Case 201,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-201,2026-06-08 20:07:51.071977
CASE00202,Mule,Fraud Case 202,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-202,2026-06-08 20:07:51.071977
CASE00203,ATO,Fraud Case 203,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-203,2026-06-08 20:07:51.071977
CASE00204,Mule,Fraud Case 204,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-204,2026-06-08 20:07:51.071977
CASE00205,AML,Fraud Case 205,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-205,2026-06-08 20:07:51.071977
CASE00206,AML,Fraud Case 206,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-206,2026-06-08 20:07:51.071977
CASE00207,Card,Fraud Case 207,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-207,2026-06-08 20:07:51.071977
CASE00208,AML,Fraud Case 208,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-208,2026-06-08 20:07:51.071977
CASE00209,ATO,Fraud Case 209,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-209,2026-06-08 20:07:51.071977
CASE00210,Mule,Fraud Case 210,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-210,2026-06-08 20:07:51.071977
CASE00211,Mule,Fraud Case 211,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-211,2026-06-08 20:07:51.071977
CASE00212,Mule,Fraud Case 212,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-212,2026-06-08 20:07:51.071977
CASE00213,ATO,Fraud Case 213,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-213,2026-06-08 20:07:51.071977
CASE00214,AML,Fraud Case 214,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-214,2026-06-08 20:07:51.071977
CASE00215,Card,Fraud Case 215,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-215,2026-06-08 20:07:51.071977
CASE00216,Card,Fraud Case 216,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-216,2026-06-08 20:07:51.071977
CASE00217,AML,Fraud Case 217,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-217,2026-06-08 20:07:51.071977
CASE00218,AML,Fraud Case 218,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-218,2026-06-08 20:07:51.071977
CASE00219,AML,Fraud Case 219,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-219,2026-06-08 20:07:51.071977
CASE00220,Mule,Fraud Case 220,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-220,2026-06-08 20:07:51.071977
CASE00221,ATO,Fraud Case 221,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-221,2026-06-08 20:07:51.071977
CASE00222,Card,Fraud Case 222,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-222,2026-06-08 20:07:51.071977
CASE00223,ATO,Fraud Case 223,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-223,2026-06-08 20:07:51.071977
CASE00224,ATO,Fraud Case 224,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-224,2026-06-08 20:07:51.071977
CASE00225,ATO,Fraud Case 225,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-225,2026-06-08 20:07:51.071977
CASE00226,ATO,Fraud Case 226,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-226,2026-06-08 20:07:51.071977
CASE00227,Card,Fraud Case 227,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-227,2026-06-08 20:07:51.071977
CASE00228,Card,Fraud Case 228,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-228,2026-06-08 20:07:51.071977
CASE00229,ATO,Fraud Case 229,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-229,2026-06-08 20:07:51.071977
CASE00230,Mule,Fraud Case 230,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-230,2026-06-08 20:07:51.071977
CASE00231,Card,Fraud Case 231,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-231,2026-06-08 20:07:51.071977
CASE00232,AML,Fraud Case 232,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-232,2026-06-08 20:07:51.071977
CASE00233,Mule,Fraud Case 233,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-233,2026-06-08 20:07:51.071977
CASE00234,Card,Fraud Case 234,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-234,2026-06-08 20:07:51.071977
CASE00235,ATO,Fraud Case 235,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-235,2026-06-08 20:07:51.071977
CASE00236,AML,Fraud Case 236,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-236,2026-06-08 20:07:51.071977
CASE00237,ATO,Fraud Case 237,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-237,2026-06-08 20:07:51.071977
CASE00238,Mule,Fraud Case 238,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-238,2026-06-08 20:07:51.071977
CASE00239,Card,Fraud Case 239,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-239,2026-06-08 20:07:51.071977
CASE00240,Mule,Fraud Case 240,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-240,2026-06-08 20:07:51.071977
CASE00241,ATO,Fraud Case 241,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-241,2026-06-08 20:07:51.071977
CASE00242,Card,Fraud Case 242,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-242,2026-06-08 20:07:51.071977
CASE00243,Card,Fraud Case 243,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-243,2026-06-08 20:07:51.071977
CASE00244,Mule,Fraud Case 244,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-244,2026-06-08 20:07:51.071977
CASE00245,Card,Fraud Case 245,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-245,2026-06-08 20:07:51.071977
CASE00246,Mule,Fraud Case 246,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-246,2026-06-08 20:07:51.071977
CASE00247,AML,Fraud Case 247,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-247,2026-06-08 20:07:51.071977
CASE00248,Mule,Fraud Case 248,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-248,2026-06-08 20:07:51.071977
CASE00249,Mule,Fraud Case 249,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-249,2026-06-08 20:07:51.071977
CASE00250,Mule,Fraud Case 250,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-250,2026-06-08 20:07:51.071977
CASE00251,ATO,Fraud Case 251,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-251,2026-06-08 20:07:51.071977
CASE00252,Card,Fraud Case 252,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-252,2026-06-08 20:07:51.071977
CASE00253,ATO,Fraud Case 253,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-253,2026-06-08 20:07:51.071977
CASE00254,Card,Fraud Case 254,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-254,2026-06-08 20:07:51.071977
CASE00255,AML,Fraud Case 255,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-255,2026-06-08 20:07:51.071977
CASE00256,Mule,Fraud Case 256,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-256,2026-06-08 20:07:51.071977
CASE00257,AML,Fraud Case 257,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-257,2026-06-08 20:07:51.071977
CASE00258,ATO,Fraud Case 258,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-258,2026-06-08 20:07:51.071977
CASE00259,ATO,Fraud Case 259,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-259,2026-06-08 20:07:51.071977
CASE00260,ATO,Fraud Case 260,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-260,2026-06-08 20:07:51.071977
CASE00261,AML,Fraud Case 261,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-261,2026-06-08 20:07:51.071977
CASE00262,AML,Fraud Case 262,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-262,2026-06-08 20:07:51.071977
CASE00263,ATO,Fraud Case 263,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-263,2026-06-08 20:07:51.071977
CASE00264,Card,Fraud Case 264,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-264,2026-06-08 20:07:51.071977
CASE00265,Mule,Fraud Case 265,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-265,2026-06-08 20:07:51.071977
CASE00266,ATO,Fraud Case 266,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-266,2026-06-08 20:07:51.071977
CASE00267,AML,Fraud Case 267,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-267,2026-06-08 20:07:51.071977
CASE00268,AML,Fraud Case 268,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-268,2026-06-08 20:07:51.071977
CASE00269,ATO,Fraud Case 269,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-269,2026-06-08 20:07:51.071977
CASE00270,AML,Fraud Case 270,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-270,2026-06-08 20:07:51.071977
CASE00271,AML,Fraud Case 271,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-271,2026-06-08 20:07:51.071977
CASE00272,Mule,Fraud Case 272,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-272,2026-06-08 20:07:51.071977
CASE00273,Card,Fraud Case 273,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-273,2026-06-08 20:07:51.071977
CASE00274,Card,Fraud Case 274,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-274,2026-06-08 20:07:51.071977
CASE00275,Card,Fraud Case 275,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-275,2026-06-08 20:07:51.071977
CASE00276,Mule,Fraud Case 276,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-276,2026-06-08 20:07:51.071977
CASE00277,Card,Fraud Case 277,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-277,2026-06-08 20:07:51.071977
CASE00278,ATO,Fraud Case 278,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-278,2026-06-08 20:07:51.071977
CASE00279,Mule,Fraud Case 279,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-279,2026-06-08 20:07:51.071977
CASE00280,Mule,Fraud Case 280,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-280,2026-06-08 20:07:51.071977
CASE00281,ATO,Fraud Case 281,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-281,2026-06-08 20:07:51.071977
CASE00282,Card,Fraud Case 282,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-282,2026-06-08 20:07:51.071977
CASE00283,Card,Fraud Case 283,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-283,2026-06-08 20:07:51.071977
CASE00284,AML,Fraud Case 284,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-284,2026-06-08 20:07:51.071977
CASE00285,Card,Fraud Case 285,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-285,2026-06-08 20:07:51.071977
CASE00286,ATO,Fraud Case 286,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-286,2026-06-08 20:07:51.071977
CASE00287,Mule,Fraud Case 287,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-287,2026-06-08 20:07:51.071977
CASE00288,AML,Fraud Case 288,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-288,2026-06-08 20:07:51.071977
CASE00289,Card,Fraud Case 289,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-289,2026-06-08 20:07:51.071977
CASE00290,ATO,Fraud Case 290,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-290,2026-06-08 20:07:51.071977
CASE00291,Mule,Fraud Case 291,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-291,2026-06-08 20:07:51.071977
CASE00292,AML,Fraud Case 292,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-292,2026-06-08 20:07:51.071977
CASE00293,AML,Fraud Case 293,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-293,2026-06-08 20:07:51.071977
CASE00294,Mule,Fraud Case 294,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-294,2026-06-08 20:07:51.071977
CASE00295,ATO,Fraud Case 295,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-295,2026-06-08 20:07:51.071977
