behavior_id,customer_id,device_id,current_city,behavior_risk_score
BH001426,C00955,D00986,Latur,37.44
BH001427,C01519,D00143,Vasai-Virar,86.0
BH001428,C00315,D00077,Shahjahanpur,50.17
BH001429,C00484,D00664,Burhanpur,81.86
BH001430,C01287,D00769,Dehradun,70.04
BH001431,C01106,D00132,Kirari Suleman Nagar,59.07
BH001432,C01508,D01138,Alappuzha,30.25
BH001433,C01112,D00630,Pondicherry,49.26
BH001434,C00884,D01436,Sasaram,63.4
BH001435,C01699,D00332,Erode,96.16
BH001436,C01804,D00804,Nashik,75.76
BH001437,C01207,D01283,Vadodara,98.62
BH001438,C00881,D01329,Agra,9.53
BH001439,C01788,D00730,Muzaffarnagar,16.59
BH001440,C00957,D00628,Bhiwani,96.0
BH001441,C00564,D00737,Tiruchirappalli,88.34
BH001442,C00684,D01212,Alwar,73.52
BH001443,C01087,D00101,Patiala,82.95
BH001444,C01109,D01268,Visakhapatnam,97.27
BH001445,C00657,D01480,Davanagere,71.06
BH001446,C00979,D01206,Medininagar,40.45
BH001447,C00353,D00686,Kakinada,73.97
BH001448,C00546,D01109,Bhopal,48.23
BH001449,C01349,D01498,Ulhasnagar,77.89
BH001450,C00743,D00579,Eluru,92.4
BH001451,C01766,D00914,Khammam,87.49
BH001452,C01510,D01075,Korba,8.02
BH001453,C01200,D01403,Barasat,16.88
BH001454,C00326,D00475,Patiala,18.36
BH001455,C00718,D00635,Adoni,75.5
BH001456,C01093,D01234,Bhimavaram,35.27
BH001457,C01630,D01084,Anantapur,93.38
BH001458,C00831,D00825,Saharsa,75.69
BH001459,C00615,D00515,Ballia,17.21
BH001460,C00843,D00175,Guwahati,58.9
BH001461,C00516,D00569,Sri Ganganagar,64.61
BH001462,C00186,D01299,Hospet,79.29
BH001463,C00504,D00806,Tinsukia,8.72
BH001464,C01167,D00684,Berhampore,59.4
BH001465,C01614,D01407,Bhusawal,60.55
BH001466,C01342,D00383,Gorakhpur,39.44
BH001467,C01703,D01214,Anantapuram,3.98
BH001468,C00840,D00036,Faridabad,0.02
BH001469,C01882,D00643,Nagercoil,82.8
BH001470,C00108,D00699,Lucknow,43.03
BH001471,C00380,D01435,Begusarai,47.72
BH001472,C00584,D01341,Berhampore,3.93
BH001473,C01469,D00917,Malda,61.45
BH001474,C00103,D00498,Sikar,57.49
BH001475,C00504,D00806,Thrissur,76.3
BH001476,C01104,D01471,Tirunelveli,17.76
BH001477,C00329,D00968,Jalna,83.64
BH001478,C00192,D01154,Bettiah,94.96
BH001479,C00456,D01284,Kumbakonam,85.22
BH001480,C01424,D00944,Nanded,41.99
BH001481,C00044,D00044,Rajahmundry,46.14
BH001482,C01350,D01243,Firozabad,32.04
BH001483,C00576,D00190,Sambalpur,11.09
BH001484,C01404,D00788,Bhusawal,41.8
BH001485,C01722,D01150,Loni,47.4
BH001486,C00893,D00395,Jaipur,39.09
BH001487,C00448,D00981,Bareilly,52.57
BH001488,C01924,D00019,Khandwa,1.03
BH001489,C01173,D00638,Baranagar,22.83
BH001490,C00356,D00449,Udaipur,27.14
BH001491,C00185,D00479,Ozhukarai,82.62
BH001492,C01350,D01243,Bilaspur,85.74
BH001493,C01379,D01095,Mahbubnagar,20.56
BH001494,C01777,D00482,Vellore,78.65
BH001495,C00235,D01071,Ranchi,64.29
BH001496,C01624,D00238,Shivpuri,25.9
BH001497,C01460,D00431,Ahmednagar,96.5
BH001498,C00614,D01241,Guntakal,93.87
BH001499,C01466,D00860,Arrah,38.91
BH001500,C00566,D00913,Shimla,11.63
BH001501,C01534,D01447,Ongole,45.98
BH001502,C00951,D01286,Aizawl,65.85
BH001503,C00796,D01189,Chennai,47.66
BH001504,C00861,D00191,Tiruvottiyur,42.2
BH001505,C01419,D01379,Orai,79.0
BH001506,C01238,D01025,Raiganj,18.01
BH001507,C01997,D01132,Hubli–Dharwad,81.88
BH001508,C01803,D00949,Rourkela,80.89
BH001509,C00970,D00420,Chandigarh,85.83
BH001510,C00205,D01323,Lucknow,1.98
BH001511,C00178,D00250,Thoothukudi,61.97
BH001512,C01157,D01018,Nanded,17.24
BH001513,C01429,D01400,Madanapalle,4.12
BH001514,C00346,D01175,Siwan,56.04
BH001515,C00912,D00847,Panihati,26.66
BH001516,C00548,D00895,Bhimavaram,76.86
BH001517,C00345,D01107,Bareilly,26.87
BH001518,C00878,D00961,Pondicherry,79.61
BH001519,C01027,D00402,Tirunelveli,57.26
BH001520,C00919,D01359,Chinsurah,16.55
BH001521,C01791,D00127,Tadepalligudem,77.27
BH001522,C00758,D01161,Morbi,37.85
BH001523,C01559,D00155,Indore,41.8
BH001524,C01163,D00686,Kadapa,28.09
BH001525,C00958,D00871,Khammam,19.79
BH001526,C00889,D01495,Kolhapur,70.61
BH001527,C00130,D01302,Nagpur,97.93
BH001528,C00007,D01498,Mira-Bhayandar,22.71
BH001529,C01791,D00127,Danapur,62.58
BH001530,C00641,D00722,Sambalpur,74.19
BH001531,C00549,D00660,Jhansi,9.14
BH001532,C01488,D00284,Meerut,23.45
BH001533,C01598,D00036,Katihar,83.52
BH001534,C00067,D00917,Imphal,78.1
BH001535,C00977,D00024,Raichur,26.19
BH001536,C00876,D01205,Jodhpur,30.47
BH001537,C01734,D00637,Miryalaguda,73.7
BH001538,C00602,D01248,Avadi,45.56
BH001539,C01959,D00065,Thrissur,27.58
BH001540,C00937,D00329,Aurangabad,39.62
BH001541,C00769,D00764,Madanapalle,54.22
BH001542,C00925,D00126,Kamarhati,87.85
BH001543,C00526,D00547,Sagar,84.91
BH001544,C00270,D00060,Chennai,75.5
BH001545,C00828,D01096,Faridabad,36.77
BH001546,C00609,D00279,Srikakulam,51.95
BH001547,C01673,D00260,Junagadh,93.84
BH001548,C00306,D00063,Darbhanga,47.54
BH001549,C01425,D00402,Mathura,57.69
BH001550,C00226,D01476,Darbhanga,77.71
BH001551,C00631,D00949,Narasaraopet,4.1
BH001552,C00931,D00970,Anand,2.04
BH001553,C02000,D00253,Muzaffarpur,36.33
BH001554,C01542,D01267,Jaunpur,3.33
BH001555,C01843,D00152,Gorakhpur,22.79
BH001556,C00508,D01047,Motihari,26.7
BH001557,C00871,D00206,Bhatpara,50.92
BH001558,C00433,D00914,Anantapur,39.64
BH001559,C01321,D00161,Kochi,66.59
BH001560,C00046,D00642,Imphal,47.1
BH001561,C01621,D01407,Maheshtala,54.8
BH001562,C00278,D01215,Srikakulam,73.49
BH001563,C00862,D00206,Pali,88.79
BH001564,C00974,D00440,Phagwara,77.61
BH001565,C01259,D00292,Bilaspur,77.11
BH001566,C00926,D00940,Bhubaneswar,32.91
BH001567,C01029,D01191,Ramagundam,67.63
BH001568,C01656,D00930,Munger,38.72
BH001569,C01539,D00777,Buxar,57.26
BH001570,C00419,D01153,Hyderabad,67.97
BH001571,C00347,D01420,Bhopal,98.74
BH001572,C00050,D00915,Tadepalligudem,84.38
BH001573,C01636,D01353,Kharagpur,84.82
BH001574,C01729,D00132,Chittoor,57.1
BH001575,C00285,D00684,Bhiwani,69.45
BH001576,C00121,D00961,Korba,64.79
BH001577,C01149,D01115,Kirari Suleman Nagar,76.5
BH001578,C01567,D01321,Shimoga,54.51
BH001579,C00823,D01117,Jabalpur,2.97
BH001580,C00801,D01344,Sangli-Miraj & Kupwad,18.68
BH001581,C00126,D01111,Darbhanga,40.22
BH001582,C00334,D00958,Noida,93.09
BH001583,C01385,D01495,Bhiwandi,47.46
BH001584,C01933,D00162,Raichur,76.67
BH001585,C01043,D01125,Korba,67.29
BH001586,C01161,D00055,Burhanpur,49.05
BH001587,C01151,D01293,Amritsar,41.87
BH001588,C00662,D00621,Suryapet,77.26
BH001589,C00478,D00962,Serampore,9.04
BH001590,C01511,D00785,Sultan Pur Majra,53.39
BH001591,C01685,D00760,Unnao,61.07
BH001592,C00352,D00465,Moradabad,58.73
BH001593,C00324,D01154,Tiruvottiyur,20.62
BH001594,C01425,D00402,Pali,97.25
BH001595,C00179,D00578,Gangtok,77.11
BH001596,C01962,D00299,Karaikudi,30.25
BH001597,C01311,D00539,Medininagar,69.23
BH001598,C00232,D01462,Chandigarh,35.88
BH001599,C01159,D01476,Bangalore,97.84
BH001600,C00921,D00386,Ramgarh,99.39
BH001601,C01227,D00826,Tenali,6.35
BH001602,C00697,D00063,Farrukhabad,18.99
BH001603,C00754,D01020,Panipat,99.62
BH001604,C01087,D00101,Pondicherry,95.86
BH001605,C00557,D00724,Panipat,56.14
BH001606,C01050,D00165,Sikar,77.58
BH001607,C01349,D00697,Hosur,81.17
BH001608,C01429,D01400,Miryalaguda,78.28
BH001609,C01421,D01110,Nashik,46.59
BH001610,C01104,D00398,Thiruvananthapuram,41.43
BH001611,C01029,D00187,Mumbai,38.64
BH001612,C00772,D01349,Tenali,66.33
BH001613,C01389,D01241,Maheshtala,34.37
BH001614,C01322,D00001,Jorhat,10.3
BH001615,C01333,D01046,Jalna,88.25
BH001616,C01190,D00487,Gwalior,90.13
BH001617,C01340,D00949,Dehri,32.86
BH001618,C00410,D00012,Adoni,77.47
BH001619,C00235,D01071,Darbhanga,5.44
BH001620,C01227,D00826,Madanapalle,41.23
BH001621,C00612,D01109,Bihar Sharif,44.63
BH001622,C00099,D00577,Kishanganj,3.11
BH001623,C01289,D00165,Proddatur,51.76
BH001624,C01840,D00871,Srinagar,45.43
BH001625,C00824,D01486,Ballia,52.87
BH001626,C01231,D01239,Bhiwandi,55.03
BH001627,C01334,D00194,Tiruchirappalli,83.29
BH001628,C01726,D00901,Bangalore,75.23
BH001629,C00062,D00081,Kolkata,45.76
BH001630,C01058,D01409,Tinsukia,65.98
BH001631,C01979,D01464,Srikakulam,95.14
BH001632,C00377,D01007,Parbhani,64.68
BH001633,C01293,D01193,Bhusawal,8.88
BH001634,C00859,D00054,Shimla,42.3
BH001635,C01214,D00487,Pune,71.92
BH001636,C01812,D01013,Jodhpur,85.86
BH001637,C00352,D00465,Singrauli,40.61
BH001638,C00272,D01049,Mahbubnagar,55.75
BH001639,C01087,D00101,Bally,84.07
BH001640,C00492,D00390,Gaya,45.63
BH001641,C01302,D00844,Bhilwara,99.43
BH001642,C00863,D00195,Tirunelveli,67.25
BH001643,C01808,D01462,Rohtak,28.06
BH001644,C00448,D00980,Panvel,80.31
BH001645,C00782,D01211,Nadiad,65.1
BH001646,C01315,D00644,Ozhukarai,33.4
BH001647,C01069,D00589,Haridwar,82.13
BH001648,C00993,D01426,Amritsar,8.12
BH001649,C00023,D01458,Hajipur,74.64
BH001650,C01660,D00629,Kadapa,93.04
BH001651,C00293,D00001,Rajkot,16.23
BH001652,C01796,D00175,Bihar Sharif,21.49
BH001653,C01222,D00037,Patna,58.56
BH001654,C01923,D01246,Aurangabad,95.68
BH001655,C00940,D01322,Gandhinagar,24.86
BH001656,C00375,D01208,Bhagalpur,56.99
BH001657,C00830,D00271,Durgapur,5.88
BH001658,C01250,D00443,Amravati,64.9
BH001659,C00920,D00299,Dehradun,13.19
BH001660,C01545,D01495,Mangalore,24.23
BH001661,C00652,D00253,Purnia,84.45
BH001662,C01826,D00640,Ulhasnagar,4.2
BH001663,C00727,D01242,Bhopal,69.84
BH001664,C00871,D00610,Haridwar,50.12
BH001665,C00163,D00406,Parbhani,78.98
BH001666,C01596,D01306,Jhansi,67.97
BH001667,C01989,D00708,Kolhapur,87.37
BH001668,C01694,D00080,Raurkela Industrial Township,84.04
BH001669,C01841,D01277,Kochi,11.89
BH001670,C01791,D00053,Motihari,57.0
BH001671,C01021,D00928,Ranchi,51.78
BH001672,C00567,D00896,Meerut,41.11
BH001673,C00405,D00334,Ambattur,23.08
BH001674,C00079,D00347,Tirunelveli,40.32
BH001675,C00950,D01177,Shahjahanpur,77.55
BH001676,C01987,D00972,Pondicherry,28.37
BH001677,C00151,D00665,Tiruvottiyur,37.28
BH001678,C00636,D00718,Narasaraopet,96.78
BH001679,C01752,D00459,Hubli–Dharwad,90.51
BH001680,C00277,D01381,Darbhanga,5.05
BH001681,C00526,D01169,Amritsar,60.48
BH001682,C00793,D01097,Tadepalligudem,16.58
BH001683,C00842,D00016,Durgapur,1.11
BH001684,C00854,D00778,Srinagar,7.27
BH001685,C00930,D00873,Dehradun,17.69
BH001686,C01828,D00314,Dharmavaram,37.7
BH001687,C01209,D00432,Kalyan-Dombivli,65.73
BH001688,C00317,D00359,Hosur,21.53
BH001689,C01540,D01329,Agra,86.52
BH001690,C00819,D00986,Kota,71.01
BH001691,C00924,D00007,Mumbai,37.22
BH001692,C01600,D00168,Ambala,1.24
BH001693,C00249,D01429,Anantapur,25.48
BH001694,C00354,D01499,Kochi,52.33
BH001695,C01776,D01118,Raiganj,89.52
BH001696,C01666,D00742,Mysore,9.56
BH001697,C00410,D00511,Raurkela Industrial Township,97.6
BH001698,C01228,D01447,Sri Ganganagar,15.48
BH001699,C00259,D00015,Ratlam,0.98
BH001700,C00010,D00043,Anantapuram,28.96
BH001701,C00102,D00264,Madanapalle,97.89
BH001702,C01431,D00399,Aizawl,92.99
BH001703,C00301,D00574,Bardhaman,72.44
BH001704,C01934,D00576,Pondicherry,95.66
BH001705,C00625,D01210,Amravati,85.29
BH001706,C01784,D01041,Bhiwandi,73.11
BH001707,C01156,D00172,Yamunanagar,21.77
BH001708,C00243,D00318,Haldia,20.41
BH001709,C01663,D00320,Berhampore,32.14
BH001710,C01846,D00419,Bhopal,84.36
BH001711,C00963,D00502,Bettiah,3.32
BH001712,C01256,D01347,Kirari Suleman Nagar,64.44
BH001713,C01706,D00173,Mumbai,38.37
BH001714,C00328,D01225,Allahabad,29.69
BH001715,C00024,D00629,Kumbakonam,62.11
BH001716,C01453,D01384,Ramgarh,5.56
BH001717,C00375,D01269,Loni,33.68
BH001718,C00476,D01424,Kottayam,57.02
BH001719,C00993,D00337,Junagadh,42.81
BH001720,C01931,D00648,Gorakhpur,62.24
BH001721,C00535,D00496,Panipat,12.51
BH001722,C01921,D00223,Ahmedabad,64.9
BH001723,C01756,D00210,Kota,40.23
BH001724,C00270,D00925,Salem,8.52
BH001725,C01350,D00897,Raebareli,24.6
BH001726,C01916,D00757,Buxar,44.86
BH001727,C00837,D00086,Ratlam,10.05
BH001728,C01078,D00504,Latur,57.19
BH001729,C00984,D01289,Vadodara,75.77
BH001730,C01335,D00584,Kharagpur,84.96
BH001731,C00014,D00427,Nashik,24.79
BH001732,C01924,D00019,Saharanpur,49.08
BH001733,C00247,D01321,Amaravati,31.8
BH001734,C01976,D01342,Jaunpur,65.66
BH001735,C00988,D00205,Mangalore,85.04
BH001736,C00199,D00294,Shimoga,5.18
BH001737,C01004,D01487,Mau,19.64
BH001738,C00348,D00168,Morena,49.63
BH001739,C01988,D01054,Bhopal,6.21
BH001740,C00859,D00054,Jorhat,75.76
BH001741,C01561,D00342,Raurkela Industrial Township,17.93
BH001742,C00093,D01424,Agartala,69.5
BH001743,C01707,D01042,Chinsurah,59.08
BH001744,C01057,D01305,Nellore,19.34
BH001745,C00942,D01044,Bhalswa Jahangir Pur,18.99
BH001746,C01499,D00629,Kolhapur,81.04
BH001747,C01745,D00007,Ranchi,27.51
BH001748,C00919,D00413,Lucknow,55.0
BH001749,C00001,D01405,Salem,49.34
BH001750,C00053,D01151,Bhiwani,74.98
BH001751,C01095,D01164,Bhilai,86.6
BH001752,C01587,D01123,Serampore,31.52
BH001753,C00135,D01400,Singrauli,69.18
BH001754,C00964,D00689,Hapur,32.14
BH001755,C01593,D01401,Karaikudi,78.64
BH001756,C01290,D01243,Tinsukia,97.75
BH001757,C01410,D01074,Varanasi,8.98
BH001758,C01424,D00944,Khammam,96.1
BH001759,C00341,D01394,Kozhikode,7.85
BH001760,C00721,D00394,Ulhasnagar,19.26
BH001761,C00524,D00473,Shimla,60.5
BH001762,C00151,D00826,Imphal,50.89
BH001763,C00706,D00772,Tadipatri,54.46
BH001764,C00162,D00968,Vijayanagaram,32.1
BH001765,C01711,D01024,Shahjahanpur,26.06
BH001766,C01472,D00179,Medininagar,39.24
BH001767,C00750,D00321,Kottayam,60.23
BH001768,C00240,D01009,Bulandshahr,4.69
BH001769,C01008,D00326,Bikaner,0.27
BH001770,C00584,D00107,Anantapuram,58.78
BH001771,C01828,D00024,Thiruvananthapuram,71.68
BH001772,C00654,D01160,Nizamabad,11.72
BH001773,C00566,D01484,Kishanganj,99.45
BH001774,C00510,D00876,Darbhanga,17.82
BH001775,C01648,D01212,Junagadh,68.1
BH001776,C01206,D00435,Rajpur Sonarpur,39.37
BH001777,C00329,D00935,Cuttack,23.85
BH001778,C00762,D00087,Rourkela,68.45
BH001779,C00571,D01200,Tadipatri,66.01
BH001780,C01094,D00728,Ghaziabad,1.24
BH001781,C00803,D00983,Guntakal,15.74
BH001782,C01430,D00552,Satara,9.05
BH001783,C01846,D00335,Purnia,28.25
BH001784,C00896,D00511,Howrah,60.03
BH001785,C01776,D01118,Jorhat,72.24
BH001786,C00702,D00587,Meerut,13.22
BH001787,C00114,D00167,Guwahati,60.49
BH001788,C00960,D01372,Ahmedabad,26.36
BH001789,C00043,D00134,Faridabad,76.21
BH001790,C01722,D01187,Bhiwani,48.74
BH001791,C01036,D01104,Ujjain,99.24
BH001792,C00088,D01130,Faridabad,16.82
BH001793,C01392,D00711,Farrukhabad,59.95
BH001794,C01260,D01160,Nanded,54.09
BH001795,C01481,D01054,Bangalore,86.57
BH001796,C00162,D00968,Ambattur,19.97
BH001797,C01754,D01404,Kalyan-Dombivli,81.08
BH001798,C00776,D00081,Guwahati,9.62
BH001799,C01101,D00536,Ichalkaranji,55.35
BH001800,C01149,D00254,Aurangabad,34.29
BH001801,C01640,D00206,Warangal,24.1
BH001802,C01348,D00352,Tenali,11.14
BH001803,C01344,D01309,Kolkata,3.23
BH001804,C00932,D00931,Tinsukia,67.22
BH001805,C00326,D00475,Gwalior,1.81
BH001806,C00463,D00461,Bhavnagar,67.81
BH001807,C00975,D00760,Varanasi,95.2
BH001808,C00745,D00840,Yamunanagar,27.85
BH001809,C00984,D00091,Mangalore,69.82
BH001810,C01618,D01499,Avadi,86.35
BH001811,C01391,D00173,Gandhidham,77.26
BH001812,C01882,D01352,Madanapalle,89.54
BH001813,C00164,D01019,Belgaum,75.07
BH001814,C00593,D01354,Faridabad,74.59
BH001815,C01686,D01387,Durgapur,72.92
BH001816,C01181,D00442,Srinagar,42.12
BH001817,C01624,D00183,Dibrugarh,80.39
BH001818,C00836,D00660,Mumbai,87.28
BH001819,C00369,D00138,Ujjain,32.67
BH001820,C01555,D01181,Danapur,92.28
BH001821,C00745,D00987,Bidar,97.62
BH001822,C00283,D00635,Sri Ganganagar,7.37
BH001823,C01095,D01164,Kollam,1.64
BH001824,C00766,D00856,Ratlam,81.3
BH001825,C01858,D01263,Phagwara,0.59
BH001826,C01858,D01263,Thoothukudi,51.69
BH001827,C00100,D00922,Shimla,92.81
BH001828,C00107,D01481,Kishanganj,23.65
BH001829,C00812,D00141,Purnia,23.87
BH001830,C01699,D00332,Shivpuri,37.1
BH001831,C00265,D00796,Noida,53.09
BH001832,C01313,D00416,Pondicherry,64.7
BH001833,C00879,D01110,Allahabad,83.74
BH001834,C01278,D00337,Jhansi,58.78
BH001835,C00023,D01123,Kakinada,58.66
BH001836,C01214,D00487,Dehradun,98.84
BH001837,C00121,D00961,Ahmednagar,63.91
BH001838,C00294,D01269,Salem,13.53
BH001839,C01246,D00048,Yamunanagar,33.9
BH001840,C01411,D00817,Hospet,76.74
BH001841,C00943,D00549,Dindigul,56.84
BH001842,C01426,D00603,Dewas,23.13
BH001843,C00230,D01159,Mathura,64.93
BH001844,C00383,D01403,Gudivada,4.17
BH001845,C01277,D00557,Shimla,4.3
BH001846,C01768,D00339,Hapur,34.88
BH001847,C01669,D01227,Panchkula,93.44
BH001848,C01355,D01173,Tenali,25.78
BH001849,C00560,D01406,Katihar,59.05
BH001850,C00281,D00471,Sambhal,31.9
BH001851,C01531,D01470,Etawah,69.35
BH001852,C01896,D00533,Akola,22.51
BH001853,C00186,D01299,Ratlam,55.74
BH001854,C01292,D00363,Narasaraopet,71.84
BH001855,C01220,D01367,Solapur,34.79
BH001856,C00718,D00635,Hospet,28.34
BH001857,C01719,D01441,Dhanbad,76.21
BH001858,C00816,D00233,Hyderabad,15.69
BH001859,C00344,D01227,Mehsana,14.94
BH001860,C01011,D01092,Motihari,5.23
BH001861,C01433,D00534,Karaikudi,37.99
BH001862,C00481,D01294,Jamnagar,10.25
BH001863,C00861,D00191,Dehri,30.96
BH001864,C00867,D00101,Ghaziabad,44.76
BH001865,C00607,D00332,Silchar,86.37
BH001866,C00316,D00954,Serampore,90.18
BH001867,C00832,D01272,Pali,13.11
BH001868,C00724,D00597,Jalna,36.6
BH001869,C00748,D00620,Gurgaon,7.1
BH001870,C01956,D01376,Hospet,68.09
BH001871,C00139,D00164,Chandrapur,23.04
BH001872,C01487,D00906,Sasaram,42.32
BH001873,C01657,D00291,Tirupati,31.6
BH001874,C00111,D01255,Adoni,52.66
BH001875,C01172,D00709,Hajipur,37.34
BH001876,C00368,D01394,Thrissur,30.22
BH001877,C00429,D00499,Sambhal,59.07
BH001878,C00630,D00953,Jalandhar,56.72
BH001879,C00116,D00103,Coimbatore,37.54
BH001880,C00542,D00206,Yamunanagar,21.38
BH001881,C01393,D01040,Lucknow,69.44
BH001882,C01880,D00640,Bahraich,58.35
BH001883,C00654,D00092,Mehsana,12.31
BH001884,C01912,D00923,Bangalore,8.0
BH001885,C01317,D00707,Sambalpur,43.47
BH001886,C01523,D01243,Ambattur,84.76
BH001887,C00829,D00697,Ballia,21.48
BH001888,C00677,D01368,Mehsana,88.52
BH001889,C01135,D01486,Katihar,19.48
BH001890,C00661,D00086,Gwalior,26.38
BH001891,C01374,D00150,Mango,39.6
BH001892,C01956,D01376,Kishanganj,37.43
BH001893,C00960,D00824,Bijapur,77.2
BH001894,C01988,D00587,Gopalpur,99.38
BH001895,C01422,D00768,Bikaner,84.76
BH001896,C01642,D01144,Chittoor,54.21
BH001897,C00501,D01164,Dehri,80.57
BH001898,C00206,D01224,Tadipatri,16.39
BH001899,C01236,D00509,Baranagar,43.25
BH001900,C00496,D01481,Dewas,18.97
BH001901,C01674,D01088,Bhiwani,69.02
BH001902,C01237,D00211,Gopalpur,21.27
BH001903,C01398,D00402,Bahraich,21.03
BH001904,C01763,D00432,Kozhikode,28.91
BH001905,C00082,D00653,Jabalpur,86.86
BH001906,C01888,D00782,Jamalpur,32.22
BH001907,C01563,D00501,Bhimavaram,81.55
BH001908,C01915,D00871,Salem,37.61
BH001909,C01761,D00478,Erode,25.83
BH001910,C00900,D00392,Baranagar,91.84
BH001911,C01274,D00547,Chinsurah,22.38
BH001912,C01096,D00379,Sangli-Miraj & Kupwad,65.17
BH001913,C00096,D00834,Suryapet,23.83
BH001914,C00374,D00427,Udaipur,57.52
BH001915,C00515,D00112,Aizawl,6.53
BH001916,C01264,D00890,Satara,22.8
BH001917,C01636,D01353,Sambhal,51.63
BH001918,C00601,D00271,Bhilwara,21.24
BH001919,C00609,D00002,Anantapuram,65.98
BH001920,C01239,D01167,Bettiah,88.95
BH001921,C00019,D01482,Hosur,33.14
BH001922,C00658,D00548,Durgapur,32.83
BH001923,C00551,D00031,Latur,34.21
BH001924,C01837,D00530,Nagpur,5.76
BH001925,C01897,D00115,Raiganj,32.36
BH001926,C01165,D01224,Morbi,20.17
BH001927,C01965,D00316,Karaikudi,12.43
BH001928,C00008,D00935,Bhubaneswar,78.86
BH001929,C00504,D01128,Bhalswa Jahangir Pur,67.34
BH001930,C00378,D01024,Jaipur,99.29
BH001931,C01485,D00120,Bhusawal,91.36
BH001932,C01010,D00768,Tezpur,46.74
BH001933,C00448,D00973,Adoni,93.92
BH001934,C00849,D01307,Guwahati,95.49
BH001935,C00823,D01117,Pudukkottai,73.01
BH001936,C00058,D00962,Rourkela,0.34
BH001937,C01144,D00809,Sikar,5.24
BH001938,C00776,D00081,Anand,33.51
BH001939,C00642,D00397,Khammam,62.39
BH001940,C01631,D00406,Kishanganj,13.53
BH001941,C00590,D00367,Imphal,72.79
BH001942,C00077,D01014,Suryapet,79.11
BH001943,C00610,D00944,Bhilwara,13.23
BH001944,C01016,D00891,Ramagundam,1.85
BH001945,C01328,D00447,Bokaro,47.32
BH001946,C01554,D00354,Rajpur Sonarpur,50.63
BH001947,C00877,D00219,Tirunelveli,42.02
BH001948,C00761,D00191,Motihari,84.19
BH001949,C00881,D01211,Pallavaram,1.38
BH001950,C00082,D00653,Mysore,70.66
BH001951,C00391,D01237,Hajipur,63.43
BH001952,C01626,D00266,Tiruppur,88.3
BH001953,C01630,D01356,Chinsurah,94.59
BH001954,C01493,D01257,Erode,28.27
BH001955,C00918,D01394,Korba,31.51
BH001956,C00995,D01367,Ratlam,10.45
BH001957,C01896,D01187,Tumkur,98.09
BH001958,C01432,D00697,Raurkela Industrial Township,67.94
BH001959,C01534,D01363,Bhilwara,83.86
BH001960,C01451,D00398,Patna,84.21
BH001961,C01226,D00523,Srinagar,25.77
BH001962,C01872,D00464,Kurnool,3.44
BH001963,C01516,D00014,Medininagar,88.87
BH001964,C01667,D00982,Kadapa,1.42
BH001965,C00578,D01076,Dhanbad,14.29
BH001966,C00854,D00778,Dehradun,29.66
BH001967,C00262,D01099,Khora ,74.53
BH001968,C01998,D01487,Unnao,25.73
BH001969,C00781,D00950,Haridwar,13.08
BH001970,C00322,D00386,Dhanbad,66.05
BH001971,C01865,D00260,Munger,32.95
BH001972,C00591,D00948,Khammam,22.8
BH001973,C00034,D00791,Patna,69.98
BH001974,C00374,D00518,Ajmer,45.04
BH001975,C01519,D00429,Gangtok,13.75
BH001976,C00396,D01383,Pune,97.22
BH001977,C01441,D01246,Bulandshahr,93.9
BH001978,C00615,D00830,Solapur,82.67
BH001979,C01903,D00601,Patiala,34.1
BH001980,C01465,D00750,Mysore,74.65
BH001981,C01426,D00603,Begusarai,6.42
BH001982,C01052,D00062,Hindupur,52.64
BH001983,C01862,D00561,Ramgarh,20.5
BH001984,C01077,D00006,Shimoga,5.78
BH001985,C01347,D01064,Khandwa,97.25
BH001986,C00595,D00667,Surat,38.79
BH001987,C00102,D00048,Raebareli,69.75
BH001988,C01498,D00088,Lucknow,69.79
BH001989,C00524,D00473,Hapur,40.08
BH001990,C00958,D01426,Vasai-Virar,97.95
BH001991,C01228,D01278,Haldia,97.25
BH001992,C01984,D00074,Berhampore,39.14
BH001993,C01543,D01047,Nanded,51.53
BH001994,C01407,D00266,Hapur,62.35
BH001995,C01162,D01201,Shimoga,19.28
BH001996,C01390,D01134,Alappuzha,24.14
BH001997,C00008,D00935,Burhanpur,15.42
BH001998,C00809,D00741,Tiruppur,5.07
BH001999,C01113,D00325,Khammam,57.39
BH002000,C00289,D01223,Karnal,8.37
BH002001,C00821,D00189,Bijapur,0.74
BH002002,C00858,D00834,Siwan,35.63
BH002003,C00653,D00075,Madanapalle,68.44
BH002004,C00833,D01201,Noida,33.05
BH002005,C01363,D00748,Bhilai,32.25
BH002006,C01540,D01329,Kamarhati,88.85
BH002007,C00722,D00801,Mirzapur,99.12
BH002008,C00353,D01002,Sultan Pur Majra,47.03
BH002009,C00563,D00045,Ahmedabad,0.68
BH002010,C00792,D00156,Saharsa,33.76
BH002011,C01612,D00011,Alwar,80.84
BH002012,C01753,D00134,Srikakulam,29.12
BH002013,C00118,D00395,Jalgaon,7.13
BH002014,C00784,D01336,Ulhasnagar,25.54
BH002015,C00219,D00566,Raipur,17.51
BH002016,C00526,D00547,Kochi,26.0
BH002017,C01577,D00332,Bellary,93.3
BH002018,C00011,D00088,Munger,80.17
BH002019,C01707,D01042,Asansol,20.16
BH002020,C00833,D01429,Mysore,99.81
BH002021,C00035,D00353,Eluru,83.65
BH002022,C01681,D01262,Gandhidham,86.73
