transaction_id,customer_id,device_id,merchant_id,receiver_account,transaction_amount,transaction_timestamp,fraud_flag
T0007536,C01564,D00656,M0082,B000668,181.24,2026-04-05 00:52:50,0
T0007537,C01720,D01221,M0002,B000077,233.41,2026-04-01 17:27:41,0
T0007538,C01855,D00738,M0071,B000507,64.84,2025-12-24 00:14:47,0
T0007539,C00353,D00686,M0051,B002159,77.79,2026-05-08 19:10:22,0
T0007540,C00490,D01256,M0027,B001821,75.05,2025-08-24 11:08:55,0
T0007541,C00177,D01267,M0036,B002462,31.96,2026-04-23 13:08:34,1
T0007542,C01161,D00055,M0050,B001683,9.48,2025-08-05 20:07:03,0
T0007543,C01738,D00995,M0020,B000236,134.08,2025-12-28 07:17:30,0
T0007544,C01821,D01249,M0016,B002698,679.46,2026-03-24 09:37:41,0
T0007545,C01832,D00564,M0033,B002088,27.38,2026-01-27 23:33:17,0
T0007546,C00090,D01175,M0027,B000623,7.17,2026-04-14 20:49:30,0
T0007547,C00588,D01235,M0049,B000353,226.8,2025-12-11 19:40:11,0
T0007548,C01437,D00704,M0062,B002650,43.67,2026-05-12 06:48:00,0
T0007549,C01797,D00826,M0067,B001604,265.48,2025-09-30 04:51:58,0
T0007550,C01051,D00660,M0008,B002531,182.58,2025-11-18 22:26:51,0
T0007551,C00951,D00375,M0049,B001933,436.91,2025-09-16 10:29:28,0
T0007552,C00838,D00928,M0046,B001608,78.87,2025-11-07 18:25:32,0
T0007553,C01830,D00328,M0042,B002397,162.69,2025-10-26 06:35:56,0
T0007554,C01218,D01483,M0058,B002506,93.78,2025-06-23 07:08:55,0
T0007555,C00942,D00297,M0086,B000931,149.38,2025-10-08 06:44:35,0
T0007556,C00746,D01320,M0008,B002048,89.57,2026-05-29 19:50:55,0
T0007557,C01335,D00565,M0062,B001754,31.36,2026-03-31 11:06:05,0
T0007558,C01931,D00791,M0009,B002599,106.36,2026-03-11 22:17:37,0
T0007559,C01292,D00363,M0036,B001638,112.8,2025-09-27 19:11:04,0
T0007560,C01703,D01214,M0063,B000276,249.59,2025-12-05 03:32:42,0
T0007561,C00459,D00885,M0032,B001927,199.5,2025-06-18 07:12:22,0
T0007562,C00244,D00919,M0099,B001948,163.5,2026-02-25 17:25:10,0
T0007563,C01986,D01465,M0021,B001973,18.05,2025-08-02 11:01:39,0
T0007564,C00894,D00706,M0093,B000240,191.28,2026-01-16 17:27:00,0
T0007565,C01905,D01141,M0068,B002386,104.06,2026-01-03 01:51:44,1
T0007566,C00874,D00552,M0072,B002064,336.79,2025-09-29 08:10:51,0
T0007567,C00433,D00914,M0031,B001349,378.62,2026-03-18 12:58:27,0
T0007568,C00472,D00952,M0047,B001562,8.51,2025-08-06 12:07:51,0
T0007569,C01440,D00454,M0010,B002954,257.76,2025-12-19 00:19:23,0
T0007570,C01433,D00534,M0029,B002015,5.76,2026-02-05 19:29:08,0
T0007571,C00884,D01436,M0050,B000812,68.63,2026-01-23 21:01:42,1
T0007572,C01008,D00326,M0077,B000448,117.23,2025-12-26 13:45:05,0
T0007573,C01533,D00339,M0043,B002308,24.04,2026-02-15 05:54:58,0
T0007574,C01960,D00522,M0097,B001269,205.75,2026-05-17 08:23:22,0
T0007575,C01279,D00459,M0056,B001572,1.26,2025-06-27 21:16:13,0
T0007576,C00449,D00203,M0018,B002826,27.7,2025-11-06 11:24:54,0
T0007577,C01189,D00044,M0048,B000729,130.41,2026-04-06 11:54:32,0
T0007578,C01218,D01259,M0004,B001122,187.97,2026-06-04 03:22:51,0
T0007579,C00951,D01286,M0032,B001613,372.69,2025-11-23 04:40:37,0
T0007580,C00004,D01304,M0014,B001720,183.37,2026-03-12 03:18:43,0
T0007581,C01213,D00398,M0069,B002016,167.11,2025-09-18 16:43:42,0
T0007582,C01128,D00631,M0069,B000586,75.22,2026-04-26 11:32:05,0
T0007583,C01228,D01447,M0019,B002304,0.19,2025-11-11 00:10:29,0
T0007584,C01962,D00694,M0026,B001535,19.2,2026-04-03 15:12:30,0
T0007585,C01059,D00985,M0070,B002993,114.71,2026-05-01 00:58:44,0
T0007586,C00380,D00970,M0002,B002209,168.65,2026-04-20 22:59:30,1
T0007587,C00377,D01391,M0096,B000021,81.05,2025-06-26 13:03:33,0
T0007588,C01690,D00515,M0082,B001263,196.78,2025-11-15 16:51:40,0
T0007589,C01290,D00659,M0041,B002805,110.68,2025-08-21 18:40:01,0
T0007590,C01048,D01280,M0050,B000291,11.56,2025-11-27 22:26:11,0
T0007591,C00559,D00778,M0033,B002398,31.98,2026-03-19 05:01:09,0
T0007592,C00985,D01412,M0068,B001926,274.89,2025-08-28 02:51:19,0
T0007593,C01559,D00621,M0028,B002580,193.6,2026-01-03 14:32:21,0
T0007594,C01826,D01048,M0048,B002703,337.73,2025-11-03 01:30:09,0
T0007595,C00766,D00856,M0049,B002466,18.76,2025-12-12 23:21:54,0
T0007596,C00808,D01494,M0083,B002064,694.15,2025-09-25 20:27:16,0
T0007597,C00011,D00088,M0011,B000225,35.25,2026-03-24 00:05:03,0
T0007598,C00936,D00800,M0004,B002060,1.78,2026-06-07 22:35:11,0
T0007599,C00583,D00137,M0094,B002767,894.17,2025-09-03 16:57:56,0
T0007600,C00901,D00263,M0059,B001008,49.5,2025-06-20 10:18:11,0
T0007601,C01025,D00572,M0076,B001567,165.4,2025-09-24 15:21:19,0
T0007602,C00934,D00921,M0039,B002170,29.16,2026-02-10 10:09:29,0
T0007603,C01353,D00363,M0077,B002695,130.21,2026-04-29 15:51:51,0
T0007604,C00924,D00007,M0094,B002921,351.57,2026-06-02 07:02:54,0
T0007605,C00168,D00887,M0033,B001500,57.89,2025-07-30 19:50:44,0
T0007606,C00181,D00757,M0082,B001825,166.41,2025-07-31 00:07:32,0
T0007607,C00674,D00529,M0004,B001297,31.22,2025-10-21 16:58:59,0
T0007608,C01869,D00557,M0049,B000583,147.04,2025-10-10 22:47:53,0
T0007609,C00748,D00430,M0085,B002592,61.52,2025-12-24 01:50:41,0
T0007610,C01862,D00561,M0099,B001099,35.59,2025-09-12 02:12:27,0
T0007611,C01221,D00925,M0044,B002473,56.35,2025-11-28 04:57:35,0
T0007612,C00923,D00896,M0096,B000232,29.56,2025-10-05 12:26:23,0
T0007613,C00420,D00751,M0083,B002299,348.29,2025-10-24 21:27:31,0
T0007614,C00236,D01462,M0082,B002985,75.92,2026-05-07 11:07:45,0
T0007615,C01268,D00444,M0053,B002658,42.21,2025-12-28 05:56:07,0
T0007616,C00126,D01111,M0038,B001774,89.24,2025-08-26 08:14:00,0
T0007617,C00182,D00130,M0049,B002289,57.97,2025-12-17 20:47:48,0
T0007618,C01038,D00104,M0054,B000263,204.63,2025-06-27 00:26:23,0
T0007619,C01837,D01184,M0065,B002726,532.21,2025-07-05 23:46:46,0
T0007620,C01213,D00398,M0096,B002231,86.45,2026-03-31 17:42:49,0
T0007621,C01400,D00563,M0032,B001845,296.03,2025-11-08 13:19:45,0
T0007622,C01291,D00929,M0081,B000595,125.16,2026-05-28 04:31:12,0
T0007623,C00779,D00037,M0062,B002765,25.66,2026-02-07 01:17:00,0
T0007624,C00413,D00458,M0067,B000421,175.98,2026-03-04 16:46:21,0
T0007625,C00746,D01320,M0011,B000165,108.06,2025-12-25 20:09:31,0
T0007626,C00934,D00921,M0085,B001393,157.73,2025-09-03 09:21:15,0
T0007627,C01367,D01289,M0057,B002954,330.67,2025-12-23 19:19:47,0
T0007628,C01186,D01425,M0012,B002561,87.09,2025-09-04 07:00:53,0
T0007629,C01251,D01151,M0006,B002106,347.16,2025-10-22 17:26:24,0
T0007630,C00985,D01412,M0078,B000996,208.35,2026-04-17 16:27:36,0
T0007631,C00856,D01088,M0086,B002993,100.59,2026-01-31 12:24:04,1
T0007632,C01007,D01409,M0025,B000068,138.66,2025-07-09 10:44:44,0
T0007633,C00326,D00475,M0087,B002253,59.09,2026-02-03 05:32:08,0
T0007634,C01110,D00350,M0080,B002474,616.55,2026-03-09 18:24:22,0
T0007635,C00105,D00134,M0003,B001163,165.1,2025-12-23 21:54:26,0
T0007636,C00501,D00941,M0023,B000762,6.73,2026-02-17 01:28:37,0
T0007637,C01361,D01017,M0070,B001308,59.32,2026-01-02 15:50:19,0
T0007638,C00069,D01161,M0086,B000529,146.45,2026-03-27 05:19:21,0
T0007639,C01668,D00124,M0057,B001726,8.7,2026-01-24 14:40:54,0
T0007640,C01584,D00058,M0093,B002294,3.63,2025-08-15 20:46:25,0
T0007641,C00525,D01267,M0014,B000252,89.68,2025-12-30 11:57:49,0
T0007642,C00988,D00678,M0005,B001133,60.68,2025-09-17 02:31:21,0
T0007643,C00194,D00787,M0019,B001775,86.52,2025-12-30 12:51:06,0
T0007644,C00901,D00519,M0004,B002938,45.71,2025-11-10 14:05:28,0
T0007645,C00680,D00046,M0064,B001765,27.0,2026-01-29 14:56:14,1
T0007646,C01604,D01169,M0067,B001341,175.26,2025-10-18 09:19:06,0
T0007647,C01344,D01309,M0046,B002588,108.41,2026-04-19 00:41:14,0
T0007648,C01175,D00588,M0020,B001601,33.5,2026-01-21 23:46:47,0
T0007649,C01163,D00686,M0085,B000033,57.76,2025-11-22 04:24:25,0
T0007650,C01824,D01253,M0055,B001815,134.4,2026-03-29 18:50:26,0
T0007651,C01880,D00640,M0058,B000340,11.25,2026-02-27 05:25:43,0
T0007652,C01514,D01306,M0079,B001529,23.93,2026-03-05 17:41:30,0
T0007653,C01202,D00360,M0046,B001344,11.41,2026-03-08 08:54:22,0
T0007654,C00406,D01232,M0057,B001454,250.95,2026-02-01 00:37:19,0
T0007655,C00393,D01442,M0096,B000935,209.4,2025-07-03 21:12:35,0
T0007656,C01950,D00467,M0081,B000192,209.95,2026-04-10 20:07:31,0
T0007657,C01656,D00930,M0082,B002382,188.99,2025-07-23 14:39:31,0
T0007658,C00725,D01255,M0050,B001726,166.02,2026-02-22 21:02:18,0
T0007659,C00162,D00968,M0056,B000438,97.22,2025-08-14 12:02:45,0
T0007660,C00740,D00121,M0026,B002614,154.2,2026-05-27 02:42:24,0
T0007661,C01175,D00223,M0001,B000212,5.87,2025-09-20 01:18:10,0
T0007662,C00620,D00784,M0015,B002148,145.72,2025-08-03 05:16:07,0
T0007663,C01964,D00287,M0019,B002353,225.68,2025-10-30 15:53:48,0
T0007664,C00872,D00639,M0043,B000900,104.08,2025-11-26 05:20:07,0
T0007665,C00868,D01127,M0023,B002321,66.36,2025-09-27 19:14:53,0
T0007666,C00006,D00459,M0042,B001154,48.74,2025-10-28 02:11:03,0
T0007667,C00711,D01328,M0032,B002979,154.42,2025-11-02 05:33:31,0
T0007668,C01454,D00232,M0087,B001149,177.04,2025-12-05 07:39:57,0
T0007669,C00802,D00674,M0085,B000164,307.15,2025-09-08 13:43:09,0
T0007670,C01474,D00936,M0004,B001367,62.86,2025-12-05 07:11:41,0
T0007671,C01000,D00605,M0003,B002529,220.3,2026-04-01 04:26:17,0
T0007672,C01325,D00958,M0086,B002244,123.61,2026-02-09 11:49:49,0
T0007673,C01634,D00691,M0048,B001141,321.63,2025-07-20 03:08:06,0
T0007674,C00240,D00143,M0091,B000836,112.56,2025-10-05 07:20:35,0
T0007675,C00583,D00475,M0047,B001344,109.36,2025-09-12 17:30:42,0
T0007676,C01035,D01061,M0065,B002159,129.37,2025-07-30 12:01:16,0
T0007677,C00735,D00857,M0072,B000036,207.53,2025-11-30 18:12:31,0
T0007678,C01305,D01138,M0078,B002898,501.54,2025-09-08 06:24:40,0
T0007679,C01571,D00520,M0017,B001409,11.46,2025-08-29 02:25:06,0
T0007680,C01045,D00421,M0049,B002889,8.24,2025-10-02 13:13:39,0
T0007681,C00302,D00046,M0097,B002122,416.01,2025-07-24 01:08:39,1
T0007682,C01936,D00515,M0011,B001555,113.21,2026-04-05 16:21:11,0
T0007683,C01586,D01494,M0059,B002353,143.14,2025-08-16 13:34:58,0
T0007684,C00318,D01345,M0042,B002473,98.79,2025-06-18 08:57:31,0
T0007685,C00298,D00327,M0043,B000555,14.75,2026-05-07 02:46:49,0
T0007686,C00757,D00865,M0085,B000437,219.21,2025-08-11 09:07:27,0
T0007687,C00536,D01249,M0034,B002794,206.29,2025-07-09 19:47:41,0
T0007688,C01861,D01428,M0056,B001867,56.03,2025-08-29 16:01:37,0
T0007689,C00331,D01129,M0021,B001180,54.84,2025-09-24 19:02:10,0
T0007690,C01322,D00001,M0076,B000018,272.88,2026-06-01 22:35:07,0
T0007691,C01965,D00316,M0044,B001830,11.27,2025-11-15 13:02:05,0
T0007692,C01285,D00686,M0069,B000395,319.43,2025-12-11 09:01:18,1
T0007693,C01708,D00837,M0078,B001098,44.49,2026-06-06 02:05:10,0
T0007694,C00508,D00568,M0012,B001194,134.84,2025-09-16 08:00:02,0
T0007695,C01378,D01142,M0067,B001772,412.32,2026-04-11 20:14:17,0
T0007696,C01300,D01463,M0071,B001766,170.04,2025-07-11 09:12:23,0
T0007697,C01491,D01205,M0052,B002860,80.28,2025-07-19 12:11:13,0
T0007698,C00842,D00016,M0031,B000826,175.45,2026-02-01 15:18:06,1
T0007699,C01664,D00289,M0025,B002580,63.23,2026-06-07 15:59:12,0
T0007700,C01849,D00001,M0018,B000559,48.71,2025-10-22 17:51:47,0
T0007701,C01381,D01248,M0061,B002427,856.32,2025-07-23 15:02:16,0
T0007702,C00828,D01096,M0021,B002864,208.42,2026-01-15 18:37:00,0
T0007703,C01522,D00259,M0044,B000912,155.23,2026-03-08 21:46:42,1
T0007704,C00957,D00628,M0047,B001476,65.84,2026-01-02 02:33:36,0
T0007705,C01250,D00357,M0027,B000576,7.56,2026-05-18 21:40:02,0
T0007706,C01712,D00590,M0058,B000877,4.73,2025-12-26 20:14:15,0
T0007707,C00714,D00597,M0065,B000627,121.18,2025-12-29 14:14:02,0
T0007708,C00695,D00893,M0028,B000529,215.34,2025-10-27 03:55:49,0
T0007709,C00457,D00741,M0073,B001073,115.63,2026-01-15 00:14:39,0
T0007710,C01639,D00307,M0078,B000700,275.63,2026-04-12 18:38:27,0
T0007711,C00309,D00933,M0073,B001360,5.1,2025-07-16 22:27:08,1
T0007712,C01929,D00980,M0006,B000823,68.53,2026-03-24 01:27:51,0
T0007713,C00116,D00478,M0010,B002263,40.59,2025-07-07 04:00:10,0
T0007714,C00972,D00211,M0012,B000624,88.93,2025-09-08 16:36:42,1
T0007715,C00022,D00745,M0023,B000773,11.27,2025-11-26 02:08:08,0
T0007716,C01056,D00661,M0025,B000668,462.3,2025-06-16 15:45:44,0
T0007717,C01252,D01065,M0092,B000629,37.9,2025-06-16 04:46:39,0
T0007718,C01630,D01084,M0037,B001783,383.25,2025-10-23 16:00:09,0
T0007719,C01914,D01038,M0090,B002604,83.24,2025-06-09 23:26:55,0
T0007720,C01824,D01253,M0019,B000176,635.29,2025-09-12 05:02:55,0
T0007721,C01880,D01162,M0031,B000028,121.14,2026-05-29 03:52:14,0
T0007722,C00565,D01006,M0085,B001656,400.68,2026-01-12 19:36:10,0
T0007723,C00221,D01202,M0015,B002865,0.8,2025-09-17 22:30:26,0
T0007724,C00382,D01411,M0041,B001973,206.89,2026-01-15 04:09:54,1
T0007725,C01500,D00471,M0011,B000463,350.03,2025-08-14 12:02:47,0
T0007726,C01380,D00881,M0006,B001407,22.57,2025-12-01 13:28:57,0
T0007727,C01819,D00600,M0018,B002616,15.16,2025-12-05 13:26:44,0
T0007728,C00800,D01487,M0094,B002837,82.9,2025-10-02 10:44:46,0
T0007729,C00355,D01072,M0038,B001775,406.99,2025-08-13 06:24:57,0
T0007730,C00690,D00744,M0026,B000751,117.26,2025-10-12 14:39:47,0
T0007731,C01793,D00656,M0026,B001910,112.44,2025-12-10 22:57:09,0
T0007732,C00471,D00082,M0060,B001596,22.82,2025-11-17 21:54:05,0
T0007733,C01749,D01028,M0036,B002046,0.12,2026-03-06 02:56:15,0
T0007734,C01638,D00618,M0002,B000617,249.22,2026-04-17 05:52:15,0
T0007735,C00726,D00134,M0015,B002844,13.75,2025-12-14 10:39:35,0
T0007736,C00322,D00481,M0043,B002132,150.71,2026-04-03 14:48:13,0
T0007737,C01554,D00354,M0053,B000276,369.09,2025-10-26 12:45:38,1
T0007738,C00027,D01112,M0050,B000203,35.1,2025-12-23 16:20:38,0
T0007739,C01016,D00891,M0045,B000459,164.17,2025-06-17 02:37:14,0
T0007740,C01384,D01240,M0025,B000118,12.3,2026-02-08 07:02:28,1
T0007741,C00402,D00100,M0048,B001854,138.86,2026-04-12 15:41:28,0
T0007742,C01834,D01095,M0023,B002499,26.86,2026-04-28 11:32:18,1
T0007743,C00070,D00758,M0095,B000033,199.74,2026-02-06 07:14:20,0
T0007744,C01075,D00958,M0011,B002792,53.77,2025-07-30 10:52:10,0
T0007745,C00608,D01242,M0048,B000257,93.37,2025-10-16 01:44:38,0
T0007746,C01430,D00802,M0057,B002021,137.23,2025-08-20 02:03:04,0
T0007747,C00719,D00080,M0016,B001128,28.18,2025-11-30 11:50:26,0
T0007748,C01935,D00763,M0012,B000173,203.01,2025-11-13 20:05:55,0
T0007749,C01997,D00220,M0053,B000328,54.07,2025-11-13 13:00:09,0
T0007750,C00396,D01383,M0047,B000734,162.87,2025-11-14 20:35:14,0
T0007751,C00556,D00425,M0095,B002061,25.85,2025-07-12 21:49:56,0
T0007752,C01659,D00669,M0019,B001833,174.77,2025-12-20 03:25:24,1
T0007753,C00967,D01152,M0074,B000849,20.58,2026-04-19 00:20:47,0
T0007754,C00783,D00921,M0034,B001931,83.1,2026-05-19 07:01:00,0
T0007755,C00595,D00667,M0053,B002671,42.59,2025-10-13 06:58:38,0
T0007756,C01719,D00873,M0013,B002310,206.97,2025-11-26 16:45:22,0
T0007757,C01635,D01099,M0009,B002932,45.58,2025-09-27 16:23:09,0
T0007758,C01631,D00510,M0057,B002207,320.2,2025-08-09 16:59:15,0
T0007759,C00080,D00394,M0005,B001672,333.59,2026-02-20 15:41:32,0
T0007760,C00293,D00001,M0082,B001657,32.81,2025-10-08 07:36:28,0
T0007761,C00112,D01443,M0045,B002069,142.73,2025-06-09 09:54:31,0
T0007762,C00109,D00145,M0009,B000281,13.77,2026-01-18 11:53:17,0
T0007763,C00797,D01094,M0016,B002929,74.52,2026-01-24 11:00:30,0
T0007764,C00310,D01142,M0085,B000450,187.41,2025-11-27 22:39:14,0
T0007765,C00419,D01240,M0003,B002983,161.57,2026-04-10 19:51:27,0
T0007766,C01228,D01447,M0050,B001269,147.0,2025-10-16 15:05:38,0
T0007767,C01409,D00079,M0010,B001642,49.81,2026-06-04 15:42:37,0
T0007768,C01741,D01342,M0061,B001614,71.23,2026-03-27 05:07:49,0
T0007769,C00207,D00125,M0054,B002855,16.3,2026-02-14 17:43:17,1
T0007770,C00266,D00413,M0011,B002285,190.42,2025-06-25 07:06:41,0
T0007771,C00556,D00447,M0092,B001911,105.14,2026-05-27 02:29:56,0
T0007772,C00925,D00126,M0085,B000559,185.04,2026-01-11 08:01:49,0
T0007773,C00734,D01339,M0010,B002264,42.94,2026-02-05 16:35:06,0
T0007774,C01510,D01065,M0052,B001839,58.83,2025-12-07 13:33:03,1
T0007775,C01286,D00099,M0071,B001855,61.02,2026-05-31 01:30:08,0
T0007776,C01696,D00471,M0060,B001697,3.91,2025-06-29 01:54:04,0
T0007777,C01707,D01042,M0077,B002397,62.57,2026-03-17 22:29:45,0
T0007778,C00981,D01253,M0052,B001745,243.91,2025-06-18 02:36:11,0
T0007779,C00721,D00394,M0050,B001961,341.39,2026-03-27 18:52:57,0
T0007780,C00400,D01141,M0083,B000026,109.54,2026-02-22 23:52:13,0
T0007781,C01882,D00535,M0036,B002052,91.18,2025-09-27 22:46:23,0
T0007782,C00037,D00406,M0050,B002566,4.7,2026-04-19 03:16:30,0
T0007783,C00336,D01384,M0049,B000119,317.05,2026-01-25 03:11:53,0
T0007784,C01247,D00318,M0087,B000524,1.96,2025-09-02 15:38:10,0
T0007785,C01542,D01267,M0023,B001847,434.38,2025-10-06 11:35:55,0
T0007786,C01315,D00644,M0055,B001002,100.77,2025-07-20 11:59:35,0
T0007787,C00613,D00956,M0051,B002341,62.77,2025-06-24 18:27:47,0
T0007788,C00271,D01335,M0060,B000184,386.99,2025-10-13 02:29:05,0
T0007789,C01223,D01157,M0099,B002250,3.7,2026-01-29 02:27:04,0
T0007790,C00393,D01132,M0037,B001538,130.63,2026-02-05 04:58:23,0
T0007791,C01452,D01277,M0099,B000515,119.42,2026-05-24 19:24:28,0
T0007792,C01589,D00092,M0094,B000910,37.14,2026-04-24 11:16:02,0
T0007793,C01672,D00468,M0001,B000032,84.03,2026-01-01 05:35:46,0
T0007794,C00013,D00257,M0079,B000266,158.45,2026-03-24 09:46:17,0
T0007795,C00529,D00352,M0003,B002521,194.81,2025-09-21 20:33:53,0
T0007796,C00610,D01084,M0031,B002658,0.11,2025-09-27 01:36:52,0
T0007797,C01549,D00130,M0081,B000154,414.34,2026-01-14 19:56:34,0
T0007798,C00346,D00327,M0095,B002583,26.96,2026-02-02 13:48:47,0
T0007799,C00157,D00749,M0074,B000575,39.9,2025-12-02 18:42:52,0
T0007800,C01109,D01268,M0089,B002059,45.87,2025-10-08 15:46:01,0
T0007801,C00382,D01203,M0072,B000614,5.78,2025-12-01 21:44:01,1
T0007802,C01240,D00359,M0019,B000361,19.7,2025-09-22 15:47:17,0
T0007803,C00847,D01134,M0066,B002085,644.1,2026-03-20 16:14:12,0
T0007804,C00190,D01173,M0005,B000175,56.8,2025-10-30 14:31:43,0
T0007805,C00066,D00904,M0077,B002457,18.38,2025-12-24 17:46:01,0
T0007806,C01910,D00746,M0016,B001919,16.97,2026-02-15 04:51:00,0
T0007807,C00106,D00179,M0096,B002503,190.66,2025-08-15 05:10:33,0
T0007808,C00170,D00123,M0069,B001869,289.21,2025-09-14 06:39:12,0
T0007809,C01954,D00755,M0030,B000580,44.55,2025-07-05 14:45:05,0
T0007810,C01053,D00024,M0065,B002030,3.17,2025-08-22 00:59:09,0
T0007811,C00534,D00833,M0005,B001970,37.86,2025-07-10 12:58:27,0
T0007812,C01415,D01359,M0002,B001147,8.73,2025-12-20 00:47:19,0
T0007813,C01197,D00740,M0034,B001223,16.37,2025-08-02 04:43:41,0
T0007814,C00107,D01481,M0015,B001149,84.72,2025-09-20 19:49:39,0
T0007815,C00101,D01365,M0066,B000681,39.19,2026-02-13 23:36:09,1
T0007816,C01601,D00225,M0019,B000281,108.83,2026-02-28 09:40:23,0
T0007817,C00303,D00072,M0064,B000972,43.85,2026-04-11 19:30:33,0
T0007818,C01403,D00945,M0039,B002789,423.36,2025-11-02 11:25:25,0
T0007819,C00282,D01047,M0019,B001559,354.58,2026-02-03 08:29:15,0
T0007820,C00284,D00444,M0096,B002063,125.49,2026-01-04 21:53:44,0
T0007821,C00748,D00430,M0037,B000397,65.64,2025-09-15 02:47:22,0
T0007822,C01509,D00206,M0099,B001685,71.98,2025-10-15 02:53:49,0
T0007823,C00755,D01349,M0024,B000678,79.62,2026-06-02 16:19:21,0
T0007824,C00805,D00184,M0055,B002777,195.06,2026-01-28 06:26:22,0
T0007825,C00927,D00847,M0025,B001420,90.12,2025-12-15 12:43:43,1
T0007826,C01014,D00434,M0058,B000282,291.45,2026-03-14 18:32:12,0
T0007827,C01418,D00079,M0020,B000919,432.61,2026-04-21 03:45:57,0
T0007828,C01052,D00566,M0072,B002931,61.41,2026-03-04 00:54:55,0
T0007829,C01012,D01402,M0046,B000705,123.38,2025-10-04 00:31:34,0
T0007830,C00480,D00702,M0059,B002168,14.98,2026-04-27 09:53:17,0
T0007831,C01229,D00862,M0090,B002754,33.56,2025-10-26 00:43:30,0
T0007832,C00217,D00910,M0078,B000773,80.03,2026-06-04 10:47:40,0
T0007833,C01062,D01239,M0094,B000306,34.64,2025-11-30 04:22:02,0
T0007834,C01985,D01055,M0013,B001242,313.8,2025-08-31 09:51:26,0
T0007835,C00709,D01107,M0076,B002162,25.85,2026-01-08 07:44:42,0
T0007836,C01102,D00530,M0090,B001149,91.23,2025-08-28 00:53:45,0
T0007837,C01162,D01201,M0031,B002640,139.6,2025-11-24 17:43:06,0
T0007838,C01498,D00088,M0061,B001073,176.58,2025-07-28 10:12:22,0
T0007839,C01497,D00013,M0039,B000942,72.45,2025-08-29 22:50:57,0
T0007840,C00426,D00134,M0023,B000353,305.0,2025-09-04 20:44:20,0
T0007841,C01305,D01138,M0036,B000421,126.01,2026-05-29 03:49:53,0
T0007842,C01912,D00923,M0019,B002824,86.84,2026-02-07 08:48:38,0
T0007843,C00343,D01281,M0097,B000981,10.44,2025-08-11 09:51:02,1
T0007844,C00308,D00177,M0022,B002822,93.74,2025-12-19 16:49:25,0
T0007845,C01078,D00504,M0037,B000921,257.83,2025-07-10 01:41:45,0
T0007846,C00389,D00193,M0018,B001599,143.0,2025-10-30 16:46:41,0
T0007847,C00242,D00853,M0011,B002185,267.71,2026-03-09 22:16:15,0
T0007848,C01827,D00133,M0072,B000480,102.19,2026-03-13 22:26:33,0
T0007849,C00104,D00363,M0039,B002363,18.91,2026-03-28 11:55:57,0
T0007850,C00145,D00984,M0038,B000729,2.06,2025-12-19 15:48:05,0
T0007851,C01325,D00651,M0056,B000810,54.19,2026-01-10 02:22:45,0
T0007852,C00241,D00128,M0009,B001299,179.59,2026-04-19 21:40:48,0
T0007853,C00943,D00549,M0034,B002782,234.28,2025-07-29 12:48:02,0
T0007854,C01901,D00279,M0081,B000131,52.59,2025-08-19 09:29:56,0
T0007855,C00867,D00101,M0029,B001202,102.67,2025-12-29 20:40:41,0
T0007856,C00540,D01188,M0034,B001461,82.0,2026-02-01 01:54:04,0
T0007857,C00933,D00621,M0010,B001177,79.28,2026-03-28 21:33:39,0
T0007858,C01406,D01036,M0072,B001117,39.47,2025-09-16 21:46:32,0
T0007859,C01880,D00640,M0097,B000075,21.99,2026-01-10 04:31:35,0
T0007860,C01363,D00748,M0025,B001903,32.85,2026-05-28 23:55:47,0
T0007861,C00668,D00335,M0033,B000734,8.54,2025-07-12 15:24:37,0
T0007862,C01253,D00452,M0077,B001393,33.12,2026-01-02 13:35:43,0
T0007863,C00942,D00297,M0098,B000466,1.39,2025-09-23 03:05:00,0
T0007864,C00831,D00825,M0022,B002117,148.03,2026-03-07 04:10:23,0
T0007865,C01762,D00661,M0052,B000533,57.05,2026-01-28 18:14:09,0
T0007866,C01462,D00221,M0092,B000320,542.59,2026-05-26 08:20:14,0
T0007867,C01744,D01293,M0064,B000996,32.3,2026-02-17 16:58:36,0
T0007868,C01353,D00363,M0089,B000413,63.66,2025-07-11 10:46:52,0
T0007869,C00622,D00407,M0074,B001701,66.44,2026-03-27 06:41:00,0
T0007870,C00784,D00615,M0001,B001815,1.27,2025-08-06 22:17:22,0
T0007871,C01982,D01031,M0093,B000234,274.15,2025-10-21 14:56:48,0
T0007872,C01627,D00086,M0087,B002328,4.88,2026-02-02 18:35:35,0
T0007873,C00810,D00592,M0005,B000546,422.46,2026-02-28 15:56:34,0
T0007874,C01040,D01104,M0090,B002251,333.95,2025-08-12 23:02:19,0
T0007875,C00408,D00158,M0081,B000188,115.03,2026-04-22 10:04:22,0
T0007876,C00673,D01264,M0064,B000854,117.66,2026-02-18 05:32:29,0
T0007877,C01290,D00659,M0060,B000967,159.1,2025-10-05 19:58:18,0
T0007878,C00635,D00606,M0077,B000342,73.42,2025-07-31 10:02:09,0
T0007879,C00284,D00444,M0090,B000493,156.29,2025-07-04 00:07:58,0
T0007880,C00710,D00190,M0027,B000113,6.87,2025-12-21 10:27:50,0
T0007881,C00291,D01367,M0054,B000077,8.33,2025-09-21 10:59:26,0
T0007882,C01060,D00900,M0065,B002628,91.66,2025-11-03 23:06:04,0
T0007883,C01803,D00949,M0026,B001962,119.65,2026-02-12 15:47:57,0
